K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6  10   1       0   1.0000 44:59:11 -1.70853377575E+05 -1.70853377575E+05  0.00023  0.00193  0.00059  0.01298 -0.00808 -0.00126 -0.17607 -0.11734 -0.18424 -0.19669 -0.20388 -0.12308
6  10   1     100   1.9802 44:59:11 -1.70748872884E+05 -1.70748872884E+05  0.00023  0.00193  0.00059  0.01298 -0.00808 -0.00126 -0.17607 -0.11734 -0.18424 -0.19669 -0.20388 -0.12308
6  10   1     200  28.0788 44:59:11 -1.65872936536E+05 -1.65752136269E+05 -0.00126  0.00023  0.00193  0.00059 -0.00808  0.01298 -0.12308 -0.17607 -0.11734 -0.18424 -0.20388 -0.19669
6  10   1     400  28.5360 44:59:11 -1.62545626724E+05 -1.62454886981E+05  0.00193  0.00023 -0.00126 -0.00808  0.01298  0.00059 -0.11734 -0.17607 -0.12308 -0.20388 -0.19669 -0.18424
6  10   1     800  33.6239 44:59:11 -1.62918791968E+05 -1.61326233427E+05  0.00023 -0.00126  0.00193 -0.00808  0.01298  0.00059 -0.17607 -0.12308 -0.11734 -0.20388 -0.19669 -0.18424
6  10   1    1600  42.9195 44:59:11 -1.65032878168E+05 -1.61326233427E+05  0.00023  0.00193  0.00059 -0.00126 -0.00808  0.01298 -0.17607 -0.11734 -0.18424 -0.12308 -0.20388 -0.19669
6  10   2    3200  46.9590 44:59:11 -1.64202061809E+05 -1.61326233427E+05  0.00193  0.00059 -0.00808 -0.00126  0.01298  0.00023 -0.11734 -0.18424 -0.20388 -0.12308 -0.19669 -0.17607
6  10   3    6400  50.0838 44:59:11 -1.64559070214E+05 -1.61326233427E+05  0.01390 -0.00586  1.00000  0.33545  0.27973  0.01022 -0.24917 -0.15153  0.00000 -0.89373 -0.75006 -0.15332
6  10   5   12800  34.2031 45:59:11 -1.63407832022E+05 -1.61326233427E+05  1.00000 -0.00970  0.32527 -0.00340  1.00000  1.00000  0.00000 -0.18741 -0.89373 -0.17880  0.00000  0.00000
6  10   6   25600  26.3299 45:59:11 -1.62369430167E+05 -1.61326233427E+05 -0.01903 -0.00577  0.32639  0.26991  1.00000  1.00000 -0.18801 -0.13780 -0.89373 -0.75006  0.00000  0.00000
6  10   7   36000  20.3840 46:59:11 -1.62052693754E+05 -1.60983769318E+05  1.00000 -0.00079  0.00005  0.32734  0.27094  0.35294  0.00000 -0.14204 -0.20686 -0.89373 -0.75006 -0.81087
6  10   7   51200  21.0436 47:59:11 -1.61970119887E+05 -1.60817916131E+05  0.00626 -0.00538  0.32636  0.26988  1.00000  1.00000 -0.14336 -0.21772 -0.89373 -0.75006  0.00000  0.00000
6  10   8   72000  14.2200 48:59:11 -1.61201520191E+05 -1.60334714373E+05  0.00393  0.02546  0.33296  0.27703  0.35834  0.01196 -0.11711 -0.25707 -0.89373 -0.75006 -0.81087 -0.13540
6  10  10  102400   6.9530 49:59:11 -1.60459729154E+05 -1.60198333446E+05  0.03676  0.04247  0.35892  0.00879  0.33357  0.27769 -0.09121 -0.27841 -0.81087 -0.16072 -0.89373 -0.75006
6  10  10  108000   8.0890 50:59:11 -1.61213666408E+05 -1.60198333446E+05  0.01258  0.03483  0.03872  0.35838  0.33300  0.27708 -0.17038 -0.26756 -0.07838 -0.81087 -0.89373 -0.75006
6  10  11  119062   7.1000 50:59:11 -1.61544813730E+05 -1.60198333446E+05  0.04018  0.01690  0.09699  0.03014  0.33539  0.27966 -0.08717 -0.25758 -0.38998 -0.14517 -0.89373 -0.75006
6  10  12  139209   3.4000 51:59:11 -1.60198333446E+05 -1.60086110693E+05  0.03200  0.03575  0.02828  0.33636  0.28072  0.04927 -0.09699 -0.26637 -0.16433 -0.89373 -0.75006 -0.23929
6  10  12  144000   5.1925 52:59:11 -1.60656176614E+05 -1.60086110693E+05  0.02195  0.02838  0.02955  0.33319  0.27729  0.35857 -0.17478 -0.26302 -0.09191 -0.89373 -0.75006 -0.81087
6  10  13  153277   3.4000 52:59:11 -1.60485304060E+05 -1.60086110693E+05  0.02967  0.02881  0.01334  0.33387  0.27802  0.35922 -0.09558 -0.25619 -0.14749 -0.89373 -0.75006 -0.81087
6  10  14  172740   3.1000 53:59:11 -1.60393318282E+05 -1.60072207653E+05  0.02569  0.03801  0.01518  0.33329  0.27739  0.35866 -0.09445 -0.27006 -0.17391 -0.89373 -0.75006 -0.81087
6  10  14  180000   3.3993 54:59:11 -1.60304230073E+05 -1.60072207653E+05  0.03695  0.03506  0.01498  0.33316  0.27724  0.35853 -0.08717 -0.26756 -0.17391 -0.89373 -0.75006 -0.81087
6  10  15  192352   2.4000 54:59:11 -1.60435805209E+05 -1.60072207653E+05  0.03601  0.02652  0.01833  0.33369  0.27782  0.35904 -0.08511 -0.25707 -0.15762 -0.89373 -0.75006 -0.81087
6  10  16  200623   2.1000 55:59:11 -1.60231898092E+05 -1.60072207653E+05  0.03694  0.02820  0.01977  0.33315  0.27724  0.35852 -0.08717 -0.25989 -0.17577 -0.89373 -0.75006 -0.81087
6  10  16  216000   2.0275 56:59:11 -1.60235018248E+05 -1.60072207653E+05  0.03685  0.03168  0.01646  0.33308  0.27716  0.35846 -0.08717 -0.26374 -0.17259 -0.89373 -0.75006 -0.81087
6  10  17  220058   1.7000 56:59:11 -1.60220625248E+05 -1.60072207653E+05  0.03685  0.03168  0.01646  0.33308  0.27716  0.35846 -0.08717 -0.26374 -0.17259 -0.89373 -0.75006 -0.81087
6  10  18  239780   1.5000 57:59:11 -1.60242010169E+05 -1.59932687751E+05  0.03909  0.02638  0.02007  0.33360  0.27772  0.15436 -0.08166 -0.25707 -0.17214 -0.89373 -0.75006 -0.34659
6  10  18  252000   1.5034 58:59:11 -1.60231898092E+05 -1.59932687751E+05  0.03685  0.03168  0.01646  0.33308  0.27716  0.35846 -0.08717 -0.26374 -0.17259 -0.89373 -0.75006 -0.81087
6  10  19  254416   1.0000 58:59:11 -1.60220625248E+05 -1.59932687751E+05  0.03685  0.03168  0.01646  0.33308  0.27716  0.35846 -0.08717 -0.26374 -0.17259 -0.89373 -0.75006 -0.81087
6  10  21  290144   0.3000 00:00:12 -1.59964342810E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  21  292000   0.3723 00:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  22  309919   0.7000 01:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  23  329693   0.2000 02:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04136  0.02678  0.01374  0.06390  0.33621  0.28055 -0.08717 -0.25039 -0.24759 -0.15562 -0.89373 -0.75006
6  10  24  331395   0.2000 02:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  24  332000   0.3468 02:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  25  339752   0.6000 02:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  26  359667   0.2000 03:00:12 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
