K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   2   1       0   1.0000 22:50:11 -1.66318987898E+05 -1.66318987898E+05  0.00456 -0.00752  0.00291 -0.12057 -0.18781 -0.18808
3   2   1     100   1.9802 22:50:11 -1.65767667865E+05 -1.65767667865E+05  0.00456  0.00291 -0.00752 -0.12057 -0.18808 -0.18781
3   2   1     200  18.6275 22:50:11 -1.64071909132E+05 -1.63797483241E+05  0.00456  0.00291 -0.00752 -0.12057 -0.18808 -0.18781
3   2   1     400  25.0000 22:50:11 -1.62226966128E+05 -1.62182105968E+05  0.00456  0.00291 -0.00752 -0.12057 -0.18808 -0.18781
3   2   1     800  33.8308 22:50:11 -1.64822641246E+05 -1.61939793936E+05  0.00291  0.00456 -0.00752 -0.18808 -0.12057 -0.18781
3   2   1    1600  40.4613 22:50:11 -1.63447890092E+05 -1.60577019299E+05  0.00456  0.00291 -0.00752 -0.12057 -0.18808 -0.18781
3   2   2    3200  44.8819 22:50:11 -1.64451603575E+05 -1.60577019299E+05 -0.01603 -0.00704  0.26960 -0.17582 -0.14154 -0.75006
3   2   2    6400  44.5747 22:50:11 -1.60300177028E+05 -1.60288642797E+05 -0.01701 -0.00878  0.20365 -0.18453 -0.14860 -0.56192
3   2   3   12800  37.4969 22:50:11 -1.63061949636E+05 -1.59742070377E+05  0.27028 -0.01859 -0.00727 -0.75006 -0.14291 -0.19945
3   2   6   25600  25.8596 24:50:11 -1.60681546227E+05 -1.59402691290E+05  0.00347 -0.01565  0.26910 -0.15283 -0.18572 -0.75006
3   2   6   28000  23.9194 24:50:11 -1.60533235303E+05 -1.59402691290E+05 -0.01144 -0.00931  0.27032 -0.21278 -0.12079 -0.75006
3   2  10   51200   6.5150 25:50:11 -1.59205623533E+05 -1.58912581094E+05 -0.00035 -0.00051  0.27032 -0.13861 -0.22129 -0.75006
3   2  12   60000   4.3236 26:50:11 -1.59102515365E+05 -1.58912581094E+05 -0.00077  0.00688  0.27073 -0.13145 -0.24701 -0.75006
3   2  19   96000   1.9107 28:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   2  21  102400   1.7503 28:50:11 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  23  111487   0.9000 29:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  25  121145   0.9000 29:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  26  125945   1.4000 30:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  26  128000   1.2041 30:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  27  130710   0.9000 30:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  28  135478   0.9000 30:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   2  29  140217   0.5000 30:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  30  144949   0.6000 31:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  31  149698   1.1000 31:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  32  154453   0.8000 32:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  32  156000   0.6752 32:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  34  163932   1.1000 32:50:11 -1.58929858411E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  35  168692   0.4000 33:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  36  173453   0.4000 33:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  37  178129   0.5000 33:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2 200  179761   0.0000 33:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
