K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   3   1       0   1.0000 41:54:11 -1.69609783578E+05 -1.69609783578E+05 -0.00381  0.00657 -0.00575 -0.00192  0.00072 -0.15622 -0.18154 -0.16331 -0.17463 -0.14649
5   3   1     100   1.0000 41:54:11 -1.69452969404E+05 -1.69452969404E+05 -0.00381  0.00657 -0.00575 -0.00192  0.00072 -0.15622 -0.18154 -0.16331 -0.17463 -0.14649
5   3   1     200  28.5000 41:54:11 -1.67095374305E+05 -1.67075843192E+05 -0.00575  0.00072  0.00657 -0.00381 -0.00192 -0.16331 -0.14649 -0.18154 -0.15622 -0.17463
5   3   1     400  29.2500 41:54:11 -1.63879181932E+05 -1.63840237123E+05 -0.00381  0.00657  0.00072 -0.00192 -0.00575 -0.15622 -0.18154 -0.14649 -0.17463 -0.16331
5   3   1     800  30.1250 41:54:11 -1.62784014321E+05 -1.61668576508E+05 -0.00381  0.00657  0.00072 -0.00575 -0.00192 -0.15622 -0.18154 -0.14649 -0.16331 -0.17463
5   3   1    1600  37.5625 41:54:11 -1.64972021351E+05 -1.61668576508E+05 -0.00381 -0.00575  0.00072 -0.00192  0.00657 -0.15622 -0.16331 -0.14649 -0.17463 -0.18154
5   3   2    3200  35.9873 41:54:11 -1.61841217257E+05 -1.61441102799E+05  0.00657  0.00072 -0.00381 -0.00192 -0.00575 -0.18154 -0.14649 -0.15622 -0.17463 -0.16331
5   3   2    6400  39.2430 41:54:11 -1.62403486737E+05 -1.60491063037E+05 -0.00322  0.01633 -0.01398  0.32989  0.27371 -0.05405 -0.09204 -0.18429 -0.89373 -0.75006
5   3   3   12800  35.0254 41:54:11 -1.61668897980E+05 -1.60370642183E+05  0.02078  0.00720  0.01282  0.33285  0.27691  0.00258 -0.13534 -0.24448 -0.89373 -0.75006
5   3   4   25600  27.3151 42:54:11 -1.61520287346E+05 -1.59768177800E+05 -0.00519  0.02887  0.04842  0.33100  0.27491 -0.12524 -0.28622 -0.16443 -0.89373 -0.75006
5   3   5   40000  21.3727 43:54:11 -1.60197838187E+05 -1.59483779854E+05  0.03165  0.01793  0.00695  0.33482  0.27905 -0.15957 -0.23003 -0.14471 -0.89373 -0.75006
5   3   6   51200  17.1921 43:54:11 -1.60206733325E+05 -1.59483779854E+05  0.03091 -0.01129  0.03157  0.33097  0.27487 -0.10125 -0.21062 -0.13123 -0.89373 -0.75006
5   3   8   84000  15.3581 45:54:11 -1.59478291528E+05 -1.59249747648E+05  0.01552  0.03264 -0.01161  0.33500  0.27924 -0.12979 -0.25681 -0.16275 -0.89373 -0.75006
