K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   2   1       0   1.0000 04:57:11 -1.71159163062E+05 -1.71159163062E+05  0.00192 -0.00958 -0.00245 -0.01507 -0.00436  0.02293 -0.13178 -0.16309 -0.19858 -0.19097 -0.17213 -0.12791
6   2   1     100   0.9709 04:57:11 -1.71143131761E+05 -1.71143131761E+05  0.00192 -0.00958 -0.00245 -0.01507 -0.00436  0.02293 -0.13178 -0.16309 -0.19858 -0.19097 -0.17213 -0.12791
6   2   1     200  27.5862 04:57:11 -1.67884282987E+05 -1.67707171085E+05 -0.00958 -0.00436  0.00192 -0.01507  0.02293 -0.00245 -0.16309 -0.17213 -0.13178 -0.19097 -0.12791 -0.19858
6   2   1     400  36.2283 04:57:11 -1.66798019973E+05 -1.66290582077E+05  0.00192 -0.01507 -0.00958  0.02293 -0.00436 -0.00245 -0.13178 -0.19097 -0.16309 -0.12791 -0.17213 -0.19858
6   2   1     800  39.6015 04:57:11 -1.64556172927E+05 -1.64556172927E+05 -0.00436 -0.00245 -0.01507  0.00192  0.02293 -0.00958 -0.17213 -0.19858 -0.19097 -0.13178 -0.12791 -0.16309
6   2   1    1600  42.3581 04:57:11 -1.64330539814E+05 -1.62618263650E+05 -0.00245 -0.01507  0.00192  0.02293 -0.00958 -0.00436 -0.19858 -0.19097 -0.13178 -0.12791 -0.16309 -0.17213
6   2   1    3200  45.2701 04:57:11 -1.64773293350E+05 -1.62435999332E+05 -0.00436 -0.00958 -0.00245 -0.01507  0.00192  0.02293 -0.17213 -0.16309 -0.19858 -0.19097 -0.13178 -0.12791
6   2   2    6400  41.6007 04:57:11 -1.62845907512E+05 -1.62427463205E+05 -0.01551  0.03226  0.01544  0.33765  0.20378  0.00889 -0.20501 -0.11331 -0.21573 -0.89373 -0.56022 -0.13396
6   2   3   12800  37.9096 04:57:11 -1.67497752527E+05 -1.62163921234E+05  0.26974 -0.01773  0.00351  0.32624  1.00000  1.00000 -0.75006 -0.18993 -0.11710 -0.89373  0.00000  0.00000
6   2   4   25600  38.4800 05:57:11 -1.66165612431E+05 -1.62163921234E+05 -0.03197  1.00000  0.32325  1.00000  0.02728  1.00000 -0.19447  0.00000 -0.89373  0.00000 -0.15024  0.00000
6   2   6   48000  24.8857 06:57:11 -1.62673945451E+05 -1.61316399777E+05  0.01423  1.00000 -0.00579  0.32625  0.26976  1.00000 -0.25973  0.00000 -0.12935 -0.89373 -0.75006  0.00000
6   2   6   51200  22.0377 06:57:11 -1.63299013623E+05 -1.61316399777E+05  1.00000  0.02842  0.33224  0.27625  0.00592 -0.02930  0.00000 -0.25695 -0.89373 -0.75006 -0.14158 -0.04615
6   2   7   84000  15.8654 08:57:11 -1.60855584499E+05 -1.60220625248E+05  1.00000 -0.00813  0.00521  0.32956  0.27334  0.11994  0.00000 -0.20288 -0.13626 -0.89373 -0.75006 -0.32797
6   2   9  102400  10.3352 08:57:11 -1.60327024978E+05 -1.60220625248E+05  0.00999  0.03146  0.13927  0.33293  0.27700  0.35832 -0.13838 -0.26374 -0.26293 -0.89373 -0.75006 -0.81087
6   2   9  102965   8.3000 08:57:11 -1.61541386112E+05 -1.60220625248E+05  0.13927  0.03146  0.00999  0.33293  0.27700  0.35832 -0.26293 -0.26374 -0.13838 -0.89373 -0.75006 -0.81087
6   2  10  123652   6.4000 10:57:11 -1.60578646297E+05 -1.60186430159E+05  0.01842  0.03582  0.04247  0.33594  0.28026  0.06231 -0.16886 -0.26374 -0.08166 -0.89373 -0.75006 -0.22200
6   2  10  124000   6.5387 10:57:11 -1.60442408724E+05 -1.60186430159E+05  0.01842  0.03582  0.04247  0.33594  0.28026  0.06231 -0.16886 -0.26374 -0.08166 -0.89373 -0.75006 -0.22200
6   2  12  164000   4.2467 12:57:11 -1.60535513828E+05 -1.60016474222E+05  0.03866  0.02099  0.02874  0.33434  0.27852  0.12622 -0.08717 -0.25583 -0.16907 -0.89373 -0.75006 -0.32797
6   2  12  164010   4.4000 12:57:11 -1.60409819474E+05 -1.60016474222E+05  0.03866  0.02099  0.02874  0.33434  0.27852  0.12622 -0.08717 -0.25583 -0.16907 -0.89373 -0.75006 -0.32797
6   2  14  198177   2.0000 13:57:11 -1.60355862585E+05 -1.59932687751E+05  0.03595  0.01936  0.02389  0.33323  0.27732  0.35860 -0.09079 -0.25583 -0.16067 -0.89373 -0.75006 -0.81087
6   2  14  200000   2.0612 14:57:11 -1.60220625248E+05 -1.59932687751E+05  0.03595  0.01936  0.02389  0.33323  0.27732  0.35860 -0.09079 -0.25583 -0.16067 -0.89373 -0.75006 -0.81087
6   2  15  216676   2.9000 14:57:11 -1.60201130224E+05 -1.59932687751E+05  0.03452  0.03985  0.01256  0.05249  0.33660  0.28098 -0.09191 -0.27046 -0.23986 -0.15228 -0.89373 -0.75006
6   2  16  236312   3.1000 15:57:11 -1.60305992862E+05 -1.59932687751E+05  0.03678  0.02557  0.02172  0.33304  0.27712  0.35842 -0.08717 -0.25707 -0.17478 -0.89373 -0.75006 -0.81087
6   2  16  240000   2.8338 16:57:11 -1.60198333446E+05 -1.59932687751E+05  0.03678  0.02557  0.02172  0.33304  0.27712  0.35842 -0.08717 -0.25707 -0.17478 -0.89373 -0.75006 -0.81087
6   2  17  246597   2.0000 16:57:11 -1.60198333446E+05 -1.59932687751E+05  0.04346  0.03081  0.03518  0.33663  0.28100  0.04621 -0.08166 -0.25707 -0.16761 -0.89373 -0.75006 -0.25259
6   2  18  266304   2.2000 17:57:11 -1.60338188241E+05 -1.59932687751E+05  0.04227  0.03581  0.04586  0.01166  0.33683  0.28123 -0.08717 -0.25912 -0.15446 -0.24101 -0.89373 -0.75006
6   2  18  276000   1.2387 18:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  19  279427   0.4000 18:57:11 -1.59971414432E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  21  317342   0.2000 20:57:11 -1.59932687751E+05 -1.59932687751E+05  0.03498  0.03013  0.01366  0.06383  0.33616  0.28050 -0.09337 -0.25707 -0.24759 -0.15562 -0.89373 -0.75006
6   2  21  320000   0.6141 20:57:11 -1.59964342810E+05 -1.59932687751E+05  0.03498  0.03013  0.01366  0.06383  0.33616  0.28050 -0.09337 -0.25707 -0.24759 -0.15562 -0.89373 -0.75006
6   2  22  337168   0.3000 20:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  23  357035   0.0000 21:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  25  359579   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  26  360000   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  26  360390   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  27  361221   0.2000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  28  362892   0.2000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  29  364599   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  31  366305   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  32  367156   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2  33  367986   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6   2 200  367988   0.0000 22:57:11 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
