K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   2   1       0   1.0000 09:05:12 -1.73413219774E+05 -1.73413219774E+05  0.00158 -0.01128  0.01356 -0.00010  0.01916  0.01142  0.01172 -0.00988 -0.14855 -0.19744 -0.26639 -0.19656 -0.08277 -0.16740 -0.13727 -0.16220
8   2   1     100   0.9901 09:05:12 -1.73338619682E+05 -1.73338619682E+05  0.00158 -0.01128  0.01356 -0.00010  0.01916  0.01142  0.01172 -0.00988 -0.14855 -0.19744 -0.26639 -0.19656 -0.08277 -0.16740 -0.13727 -0.16220
8   2   1     200  21.9512 09:05:12 -1.70340942045E+05 -1.70288682550E+05 -0.00010 -0.00988  0.01356  0.00158  0.01172  0.01142  0.01916 -0.01128 -0.19656 -0.16220 -0.26639 -0.14855 -0.13727 -0.16740 -0.08277 -0.19744
8   2   1     400  29.6296 09:05:12 -1.66844727248E+05 -1.66726870539E+05  0.01142 -0.00988  0.00158  0.01916 -0.00010  0.01172  0.01356 -0.01128 -0.16740 -0.16220 -0.14855 -0.08277 -0.19656 -0.13727 -0.26639 -0.19744
8   2   1     800  38.1366 09:05:12 -1.68219963301E+05 -1.66726870539E+05  0.01142 -0.00988 -0.00010  0.01172  0.01356 -0.01128  0.01916  0.00158 -0.16740 -0.16220 -0.19656 -0.13727 -0.26639 -0.19744 -0.08277 -0.14855
8   2   1    1600  45.0467 10:05:12 -1.67881882151E+05 -1.65562093166E+05 -0.00988  0.00158 -0.00010  0.01172  0.01916  0.01142  0.01356 -0.01128 -0.16220 -0.14855 -0.19656 -0.13727 -0.08277 -0.16740 -0.26639 -0.19744
8   2   2    3200  46.1255 10:05:12 -1.69240129724E+05 -1.65562093166E+05  0.01916  0.01356  0.00158 -0.00988  0.01172 -0.01128 -0.00010  0.01142 -0.08277 -0.26639 -0.14855 -0.16220 -0.13727 -0.19744 -0.19656 -0.16740
8   2   2    6400  37.6260 10:05:12 -1.66494509483E+05 -1.64270670707E+05  0.01356  0.01142  0.01172 -0.00988 -0.00010  0.01916 -0.01128  0.00158 -0.26639 -0.16740 -0.13727 -0.16220 -0.19656 -0.08277 -0.19744 -0.14855
8   2   4   12800  33.0675 10:05:12 -1.66595083667E+05 -1.64270670707E+05  0.01368 -0.01888  1.00000 -0.00821  1.00000  0.33189  0.27587  1.00000 -0.15609 -0.08052  0.00000 -0.16802  0.00000 -0.89373 -0.75006  0.00000
8   2   4   24000  30.1559 11:05:12 -1.67159152147E+05 -1.64270670707E+05 -0.00242 -0.01346  0.32594  0.30386  1.00000  1.00000  0.35159  1.00000 -0.12660 -0.22495 -0.89373 -0.78062  0.00000  0.00000 -0.81087  0.00000
8   2   4   25600  30.1594 11:05:12 -1.67374412258E+05 -1.64270670707E+05  1.00000 -0.00242  1.00000  0.32594  0.30386  0.35159 -0.01346  1.00000  0.00000 -0.12660  0.00000 -0.89373 -0.78062 -0.81087 -0.22495  0.00000
8   2   5   68000  22.9397 13:05:12 -1.66241166875E+05 -1.63936978667E+05  0.00698  0.02623  0.33198  0.27597  0.35740  1.00000  1.00000 -0.00114 -0.23816 -0.13379 -0.89373 -0.75006 -0.81087  0.00000  0.00000 -0.11355
8   2   6  112000  15.3903 15:05:12 -1.64736133335E+05 -1.63059018454E+05  0.00350  0.00793  1.00000  0.20930  0.33063  0.27451  0.35610  1.00000 -0.13280 -0.20423  0.00000 -0.65932 -0.89373 -0.75006 -0.81087  0.00000
8   2   7  125231  16.6000 15:05:12 -1.64547623454E+05 -1.63026869813E+05  0.14253  0.02870  1.00000  0.05768  0.33546  0.27974  0.00816  0.36075 -0.26293 -0.24070  0.00000 -0.08606 -0.89373 -0.75006 -0.15983 -0.81087
8   2   8  150417   7.5000 16:05:12 -1.63810641752E+05 -1.63026869813E+05  1.00000 -0.00374  0.02390  0.14303  0.33585  0.28016  0.36112  0.03896  0.00000 -0.17397 -0.13208 -0.26293 -0.89373 -0.75006 -0.81087 -0.26756
8   2   8  156000  10.7783 17:05:12 -1.64414386900E+05 -1.63026869813E+05  0.02360  0.01271  0.03292  0.06110  0.33669  0.28107  0.36193  0.14411 -0.15946 -0.09865 -0.25619 -0.11705 -0.89373 -0.75006 -0.81087 -0.26293
8   2   9  200000   9.2927 19:05:12 -1.62730294298E+05 -1.62490301318E+05  0.03690  0.01848  0.04120  0.03422  0.03532  0.33744  0.28188  0.36265 -0.08384 -0.24570 -0.18649 -0.16318 -0.17697 -0.89373 -0.75006 -0.81087
8   2  10  218038   7.6000 20:05:12 -1.62919856866E+05 -1.62490301318E+05  0.02013  0.03368  0.03917  0.14657  0.21870  0.33859  0.28314  0.36376 -0.11678 -0.25707 -0.14777 -0.26293 -0.65932 -0.89373 -0.75006 -0.81087
8   2  10  240000   6.7696 21:05:12 -1.63147443059E+05 -1.62490301318E+05  0.02605  0.04247  0.10110  0.14634  0.03049  0.36359  0.33841  0.28294 -0.12041 -0.27046 -0.38998 -0.26293 -0.14529 -0.81087 -0.89373 -0.75006
8   2  11  242391   8.6000 21:05:12 -1.63313518010E+05 -1.62490301318E+05  0.02605  0.04247  0.14634  0.03049  0.33841  0.28294  0.36359  0.10110 -0.12041 -0.27046 -0.26293 -0.14529 -0.89373 -0.75006 -0.81087 -0.38998
8   2  12  250868   5.4000 21:05:12 -1.63050593913E+05 -1.62490301318E+05  0.05843  0.02954  0.14536  0.02981  0.21759  0.33765  0.28212  0.36286 -0.09251 -0.25165 -0.26293 -0.16282 -0.65932 -0.89373 -0.75006 -0.81087
8   2  12  280000   4.1300 23:05:12 -1.63162137389E+05 -1.62466951131E+05  0.03830  0.03989  0.02408  0.00907  0.33409  0.27825  0.35942  1.00000 -0.08717 -0.27500 -0.18197 -0.15313 -0.89373 -0.75006 -0.81087  0.00000
8   2  13  320000   3.3998 25:05:12 -1.62613579516E+05 -1.62466918373E+05  0.03871  0.03780  0.00241  1.00000  0.04615  0.33519  0.27945  0.36049 -0.08016 -0.27046 -0.19917  0.00000 -0.14490 -0.89373 -0.75006 -0.81087
8   2  14  322267   2.9000 25:05:12 -1.62597453587E+05 -1.62466918373E+05  0.03871  0.03780  1.00000  0.00241  0.04615  0.33519  0.27945  0.36049 -0.08016 -0.27046  0.00000 -0.19917 -0.14490 -0.89373 -0.75006 -0.81087
8   2  15  348900   2.0000 26:05:12 -1.62627589787E+05 -1.62466918373E+05  0.06150  0.04815  0.14814  0.05675  0.03421  0.10300  0.33981  0.28446 -0.09251 -0.27500 -0.26293 -0.27218 -0.15666 -0.38998 -0.89373 -0.75006
8   2  16  357454   4.8000 27:05:12 -1.62727097724E+05 -1.62466918373E+05  0.06008  0.04000  0.07516  0.14685  0.04936  0.01204  0.33881  0.28338 -0.09251 -0.26374 -0.14754 -0.26293 -0.25259 -0.20068 -0.89373 -0.75006
8   2  16  360000   2.4476 27:05:12 -1.62563655322E+05 -1.62466918373E+05  0.06008  0.04000  0.14685  0.04936  0.07516  0.01204  0.33881  0.28338 -0.09251 -0.26374 -0.26293 -0.25259 -0.14754 -0.20068 -0.89373 -0.75006
8   2  17  381379   0.8000 28:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05831  0.03219  0.14525  0.00567  0.05928  0.33757  0.28203  0.36278 -0.09251 -0.25707 -0.26293 -0.25524 -0.15292 -0.89373 -0.75006 -0.81087
8   2  17  400000   0.9552 29:05:12 -1.62490301318E+05 -1.62466918373E+05  0.05837  0.03825  0.14530  0.00648  0.05392  0.33761  0.28207  0.36281 -0.09251 -0.26374 -0.26293 -0.24574 -0.15228 -0.89373 -0.75006 -0.81087
8   2  18  405423   0.6000 29:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05837  0.03825  0.14530  0.00648  0.05392  0.33761  0.28207  0.36281 -0.09251 -0.26374 -0.26293 -0.24574 -0.15228 -0.89373 -0.75006 -0.81087
8   2  19  420132   0.5000 30:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  20  444000   0.1277 31:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  20  444182   0.1000 31:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  21  445045   0.5000 31:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  22  488000   0.4098 33:05:12 -1.62515695687E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  23  493633   0.5000 33:05:12 -1.62496083324E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8   2  24  502203   0.5000 33:05:12 -1.62466951131E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
