K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   7   1       0   1.0000 45:02:12 -1.72309792131E+05 -1.72309792131E+05  0.01235  0.00347 -0.00636 -0.00752  0.02509  0.00562 -0.02000 -0.11201 -0.15451 -0.17242 -0.21797 -0.11270 -0.16426 -0.22222
7   7   1     100   1.9608 45:02:12 -1.72243026265E+05 -1.72243026265E+05  0.01235  0.00347 -0.00636 -0.00752  0.02509  0.00562 -0.02000 -0.11201 -0.15451 -0.17242 -0.21797 -0.11270 -0.16426 -0.22222
7   7   1     200  32.6733 45:02:12 -1.70089517721E+05 -1.69987903609E+05  0.00347 -0.00636 -0.00752  0.01235  0.00562  0.02509 -0.02000 -0.15451 -0.17242 -0.21797 -0.11201 -0.16426 -0.11270 -0.22222
7   7   1     400  37.3134 45:02:12 -1.65533185058E+05 -1.65439833537E+05  0.02509 -0.00752  0.01235 -0.02000  0.00347  0.00562 -0.00636 -0.11270 -0.21797 -0.11201 -0.22222 -0.15451 -0.16426 -0.17242
7   7   1     800  38.7781 45:02:12 -1.66288755253E+05 -1.64252240059E+05 -0.00752  0.02509 -0.02000  0.00562  0.00347 -0.00636  0.01235 -0.21797 -0.11270 -0.22222 -0.16426 -0.15451 -0.17242 -0.11201
7   7   1    1600  42.7591 46:02:12 -1.66479886775E+05 -1.64252240059E+05 -0.02000  0.00562  0.01235 -0.00636 -0.00752  0.00347  0.02509 -0.22222 -0.16426 -0.11201 -0.17242 -0.21797 -0.15451 -0.11270
7   7   1    3200  43.9101 46:02:12 -1.66313186772E+05 -1.64118681421E+05 -0.02000  0.02509 -0.00636 -0.00752  0.00562  0.00347  0.01235 -0.22222 -0.11270 -0.17242 -0.21797 -0.16426 -0.15451 -0.11201
7   7   3    6400  49.2683 46:02:12 -1.67422837602E+05 -1.64118681421E+05  0.00347 -0.00752 -0.00636  0.00562 -0.02000  0.01235  0.02509 -0.15451 -0.21797 -0.17242 -0.16426 -0.22222 -0.11201 -0.11270
7   7   5   12800  35.4651 46:02:12 -1.70638052860E+05 -1.64118681421E+05 -0.01646  0.27105  1.00000 -0.00850  1.00000  1.00000  1.00000 -0.22524 -0.75006  0.00000 -0.13083  0.00000  0.00000  0.00000
7   7   5   24000  32.1924 47:02:12 -1.65153581776E+05 -1.63062016702E+05  1.00000  0.00676  0.32753  0.27115  0.35312  1.00000 -0.00840  0.00000 -0.21522 -0.89373 -0.75006 -0.81087  0.00000 -0.14194
7   7   5   25600  31.5931 47:02:12 -1.63813549299E+05 -1.63062016702E+05  1.00000  0.00676  0.32753  0.27115  0.35312  1.00000 -0.00840  0.00000 -0.21522 -0.89373 -0.75006 -0.81087  0.00000 -0.14194
7   7   6   51200  24.2391 48:02:12 -1.63774622670E+05 -1.62399254673E+05  0.00562 -0.02291  0.33236  0.27638  0.00901  0.35776  1.00000 -0.19597 -0.15390 -0.89373 -0.75006 -0.15192 -0.81087  0.00000
7   7   7   68000  16.0606 49:02:12 -1.63538387846E+05 -1.62399254673E+05  0.02343  0.01994  0.33705  0.28146  0.07237  0.36227 -0.02994 -0.10752 -0.24853 -0.89373 -0.75006 -0.33653 -0.81087 -0.14325
7   7   8  102400  13.3562 50:02:12 -1.62179838849E+05 -1.61511134236E+05  0.14077  0.02369  0.01391  0.03170  0.33410  0.27827  0.35944 -0.26293 -0.25039 -0.13852 -0.12436 -0.89373 -0.75006 -0.81087
7   7   8  108000  12.6210 51:02:12 -1.62790843044E+05 -1.61511134236E+05 -0.00008  0.02195  0.08747  0.33348  0.27760  0.35885  0.03517 -0.14055 -0.24412 -0.16134 -0.89373 -0.75006 -0.81087 -0.16757
