K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   6   1       0   1.0000 12:50:11 -1.64663458214E+05 -1.64663458214E+05  0.00064 -0.00189 -0.15274 -0.17696
2   6   1     100   1.0000 12:50:11 -1.64023915422E+05 -1.64023915422E+05  0.00064 -0.00189 -0.15274 -0.17696
2   6   1     200  21.0000 12:50:11 -1.62655602751E+05 -1.62655602751E+05 -0.00189  0.00064 -0.17696 -0.15274
2   6   1     400  31.5000 12:50:11 -1.61886564928E+05 -1.61681508231E+05  0.00064 -0.00189 -0.15274 -0.17696
2   6   1     800  41.2500 12:50:11 -1.63915411528E+05 -1.61566356158E+05  0.00064 -0.00189 -0.15274 -0.17696
2   6   1    1600  52.3750 12:50:11 -1.63113822663E+05 -1.61566356158E+05  0.01627  0.00252 -0.16280 -0.18658
2   6   2    3200  54.0698 12:50:11 -1.63122658513E+05 -1.61536102892E+05  0.00360 -0.00244 -0.17266 -0.06790
2   6   3    6400  41.4263 12:50:11 -1.61705520353E+05 -1.60430464260E+05  0.02192 -0.00442 -0.11953 -0.19384
2   6   8   12800   0.0000 12:50:11 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
2   6 200   13066   0.0000 12:50:11 -1.59969693505E+05 -1.59969693505E+05  0.24311 -0.05751 -0.75006 -0.15719
