K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8  10   1       0   1.0000 56:34:09 -3.18129289136E+05 -3.18129289136E+05 -0.01216 -0.02309 -0.11699  0.20303 -0.13740 -0.01057 -0.11297  0.17857 -0.14651 -0.13596 -0.15630 -0.20080 -0.15704 -0.12577 -0.14692 -0.18622
8  10   1     100   1.9802 56:34:09 -3.12995030747E+05 -3.12995030747E+05 -0.01216 -0.02309 -0.11699  0.20303 -0.13740 -0.01057 -0.11297  0.17857 -0.14651 -0.13596 -0.15630 -0.20080 -0.15704 -0.12577 -0.14692 -0.18622
8  10   1     200  30.3483 56:34:09 -2.80995804589E+05 -2.80995804589E+05 -0.01216  0.20303 -0.13740 -0.01057 -0.11699 -0.02309  0.17857 -0.11297 -0.14651 -0.20080 -0.15704 -0.12577 -0.15630 -0.13596 -0.18622 -0.14692
8  10   1     400  33.6658 56:34:09 -2.63977590708E+05 -2.63977590708E+05 -0.01216 -0.13740  0.17857 -0.02309  0.20303 -0.01057 -0.11699 -0.11297 -0.14651 -0.15704 -0.18622 -0.13596 -0.20080 -0.12577 -0.15630 -0.14692
8  10   1     800  28.9638 56:34:09 -2.64354323960E+05 -2.60393603246E+05 -0.13740 -0.11699  0.17857  0.20303 -0.11297 -0.01057 -0.02309 -0.01216 -0.15704 -0.15630 -0.18622 -0.20080 -0.14692 -0.12577 -0.13596 -0.14651
8  10   1    1600  31.8551 56:34:09 -2.60847231706E+05 -2.59546646052E+05 -0.01216 -0.13740 -0.11699 -0.02309 -0.11297  0.20303  0.17857 -0.01057 -0.14651 -0.15704 -0.15630 -0.13596 -0.14692 -0.20080 -0.18622 -0.12577
8  10   1    3200  28.8035 56:34:09 -2.58931733990E+05 -2.57003601079E+05 -0.11699 -0.01057 -0.13740 -0.01216 -0.02309 -0.11297  0.20303  0.17857 -0.15630 -0.12577 -0.15704 -0.14651 -0.13596 -0.14692 -0.20080 -0.18622
8  10   1    6400  32.1356 56:34:09 -2.62071037531E+05 -2.57003601079E+05  0.20303 -0.11699 -0.13740 -0.01216 -0.11297  0.17857 -0.02309 -0.01057 -0.20080 -0.15630 -0.15704 -0.14651 -0.14692 -0.18622 -0.13596 -0.12577
8  10   1   12800  30.9273 56:34:09 -2.63678796728E+05 -2.56793115219E+05  0.38900  0.36563 -0.00408  0.33999 -0.00973 -0.01160  0.48453  0.46181 -0.52227 -0.23172 -0.95395 -0.29900 -0.87970 -0.83446 -0.22554 -0.39062
8  10   2   25600  19.7501 57:34:09 -2.60859830013E+05 -2.53885938317E+05  0.42306  0.36204  0.34898  0.39299  0.01724  0.01797  1.00000  0.01514 -0.22848 -0.33052 -0.21962 -0.35798 -0.91090 -0.89003  0.00000 -0.83338
