K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   7   1       0   1.0000 20:28:09 -3.14029077404E+05 -3.14029077404E+05 -0.07035 -0.14094 -0.01265  0.07660  0.20561  0.08170 -0.12658 -0.16889 -0.15130 -0.09216 -0.12234 -0.17552 -0.20896 -0.20592
7   7   1     100   1.9802 20:28:09 -3.08699810403E+05 -3.08699810403E+05  0.08170 -0.14094 -0.01265  0.07660  0.20561 -0.07035 -0.12658 -0.20896 -0.15130 -0.09216 -0.12234 -0.17552 -0.16889 -0.20592
7   7   1     200  35.1485 20:28:09 -2.79981984928E+05 -2.79981984928E+05  0.08170 -0.14094  0.20561 -0.01265 -0.07035  0.07660 -0.12658 -0.20896 -0.15130 -0.17552 -0.09216 -0.16889 -0.12234 -0.20592
7   7   1     400  41.2935 20:28:09 -2.58800634930E+05 -2.56734208714E+05 -0.12658 -0.01265  0.08170 -0.14094  0.20561 -0.07035  0.07660 -0.20592 -0.09216 -0.20896 -0.15130 -0.17552 -0.16889 -0.12234
7   7   1     800  37.1571 20:28:09 -2.57757415940E+05 -2.56734208714E+05 -0.12658  0.20561  0.08170 -0.01265 -0.07035 -0.14094  0.07660 -0.20592 -0.17552 -0.20896 -0.09216 -0.16889 -0.15130 -0.12234
7   7   1    1600  32.1473 20:28:09 -2.58826066634E+05 -2.54840550894E+05 -0.12658  0.08170 -0.01265 -0.14094 -0.07035  0.07660  0.20561 -0.20592 -0.20896 -0.09216 -0.15130 -0.16889 -0.12234 -0.17552
7   7   1    3200  30.7308 20:28:09 -2.56214930050E+05 -2.52281528215E+05  0.08170  0.20561 -0.07035 -0.01265 -0.14094 -0.12658  0.07660 -0.20896 -0.17552 -0.16889 -0.09216 -0.15130 -0.20592 -0.12234
7   7   1    6400  29.4127 21:28:09 -2.57317293567E+05 -2.52281528215E+05  0.39580  0.36805  0.44798  0.01685 -0.00504  0.01556  0.46347 -0.23743 -0.36899 -0.21417 -0.88712 -0.78655 -0.91556 -0.46754
7   7   1   12800  30.3078 21:28:09 -2.55452461202E+05 -2.52281528215E+05  0.35170  0.35125  0.01448  0.00078  0.43365  0.01333  0.46726 -0.32109 -0.22484 -0.90147 -0.81219 -0.22045 -0.91347 -0.37084
7   7   2   20000  24.9235 22:28:09 -2.53827317178E+05 -2.51712583564E+05  0.48542  0.51559  0.00574  0.00095  0.36481 -0.00071  0.33705 -0.54822 -0.20919 -0.91356 -0.81166 -0.24432 -0.88309 -0.16055
7   7   2   25600  23.5587 22:28:09 -2.58716657415E+05 -2.50415863807E+05  0.42233  0.38468  0.01661  0.01524  0.00837  0.52787  0.40549 -0.31271 -0.44772 -0.90747 -0.92345 -0.85160 -0.51964 -0.22280
7   7   3   51200   5.8659 23:28:09 -2.49586198021E+05 -2.48806576299E+05  0.36879  0.47205  0.50492 -0.03074 -0.05295  0.55863  1.00000 -0.23683 -0.66228 -0.60606 -0.90482 -0.78655 -0.87945  0.00000
7   7   3   56000   5.4893 24:28:09 -2.53705537087E+05 -2.48806576299E+05  0.36879  0.47205 -0.03074  0.50492 -0.05295  1.00000  0.55863 -0.23683 -0.66228 -0.90482 -0.60606 -0.78655  0.00000 -0.87945
7   7   4   92000  15.0417 26:28:09 -2.52473303811E+05 -2.46776871156E+05  0.36289  0.28962 -0.17908  1.00000  0.24161  0.39814  0.38818 -0.21915 -0.38843 -0.88407  0.00000 -0.33448 -0.66228 -0.54133
7   7   5  102400   1.7689 26:28:09 -2.55749701371E+05 -2.46776871156E+05  0.32356  0.47939 -0.06222  0.61159 -0.06156  1.00000  0.44875 -0.21393 -0.54758 -0.89183 -0.77576 -0.83338  0.00000 -0.54133
7   7   6  114501   1.7000 27:28:09 -2.53589630021E+05 -2.46776871156E+05  0.57609  0.38975  0.48769  0.01032  0.00641  1.00000  1.00000 -0.87945 -0.23489 -0.63488 -0.92250 -0.80402  0.00000  0.00000
7   7   6  128000   9.3369 28:28:09 -2.53241790065E+05 -2.46776871156E+05  0.37533  1.00000 -0.09975  0.28780  1.00000  1.00000  0.42914 -0.22409  0.00000 -0.89963 -0.37160  0.00000  0.00000 -0.54133
7   7   8  138105   0.5000 28:28:09 -2.51862417665E+05 -2.46776871156E+05  0.34094  1.00000 -0.07440  0.49647  1.00000  1.00000  0.41419 -0.23742  0.00000 -0.88584 -0.87865  0.00000  0.00000 -0.46754
7   7   9  156974   8.2000 29:28:09 -2.51741702118E+05 -2.46776871156E+05  0.38661  0.22972  0.39065 -0.19302  0.56355  1.00000  0.35123 -0.25538 -0.33605 -0.66228 -0.90098 -0.77576  0.00000 -0.46754
