K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   9   1       0   1.0000 38:09:09 -3.02103144695E+05 -3.02103144695E+05  0.01555 -0.01590 -0.14973 -0.16862
2   9   1     100   1.0000 38:09:09 -3.00898596905E+05 -3.00898596905E+05 -0.01590  0.01555 -0.16862 -0.14973
2   9   1     200   7.5000 38:09:09 -2.53316799222E+05 -2.53316799222E+05 -0.01590  0.01555 -0.16862 -0.14973
2   9   1     400   4.0000 38:09:09 -2.47203383820E+05 -2.47203383820E+05 -0.01590  0.01555 -0.16862 -0.14973
2   9   1     800  10.3750 38:09:09 -2.73402865095E+05 -2.47203383820E+05 -0.01590  0.01555 -0.16862 -0.14973
2   9   1    1600  27.0000 38:09:09 -2.56585057192E+05 -2.47203383820E+05 -0.10317  0.33311 -0.47850 -0.18899
2   9   1    3200  29.0625 38:09:09 -2.77513116281E+05 -2.47203383820E+05  0.30256 -0.16772 -0.19821 -0.29492
2   9   3    6400  45.0828 38:09:09 -2.72314009958E+05 -2.47203383820E+05  0.30357 -0.15698 -0.19892 -0.31286
2   9   5   12800  17.2895 39:09:09 -2.56462189775E+05 -2.47203383820E+05  0.35606 -0.09395 -0.20507 -0.50291
2   9   9   25600   1.5128 39:09:09 -2.47203383820E+05 -2.47203383820E+05  0.38367  0.03840 -0.19785 -0.88868
2   9 200   27667   0.0000 39:09:09 -2.47203383820E+05 -2.47203383820E+05  0.03840  0.38367 -0.88868 -0.19785
