K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   4   1       0   1.0000 51:26:09 -3.18715837606E+05 -3.18715837606E+05 -0.00878  0.10419 -0.02116 -0.08727  0.00200 -0.08896  0.02403 -0.14305 -0.15388 -0.11926 -0.14076 -0.16054 -0.17802 -0.13424
7   4   1     100   2.9412 51:26:09 -3.17669299643E+05 -3.17669299643E+05 -0.00878  0.10419 -0.02116 -0.08727  0.00200 -0.08896  0.02403 -0.14305 -0.15388 -0.11926 -0.14076 -0.16054 -0.17802 -0.13424
7   4   1     200  35.6436 51:26:09 -2.86903185324E+05 -2.86821814788E+05  0.00200  0.10419 -0.08727 -0.02116 -0.08896  0.02403 -0.00878 -0.16054 -0.15388 -0.14076 -0.11926 -0.17802 -0.13424 -0.14305
7   4   1     400  37.5622 51:26:09 -2.60704138623E+05 -2.59911126199E+05  0.00200 -0.08727  0.02403 -0.08896 -0.00878  0.10419 -0.02116 -0.16054 -0.14076 -0.13424 -0.17802 -0.14305 -0.15388 -0.11926
7   4   1     800  32.0449 51:26:09 -2.58741495776E+05 -2.53961813102E+05  0.00200 -0.08727  0.10419 -0.08896  0.02403 -0.00878 -0.02116 -0.16054 -0.14076 -0.15388 -0.17802 -0.13424 -0.14305 -0.11926
7   4   1    1600  30.4619 51:26:09 -2.63852099702E+05 -2.53961813102E+05 -0.08727 -0.02116 -0.08896 -0.00878  0.02403  0.00200  0.10419 -0.14076 -0.11926 -0.17802 -0.14305 -0.13424 -0.16054 -0.15388
7   4   1    3200  31.2929 51:26:09 -2.58989510543E+05 -2.53841117564E+05  0.02403  0.00200 -0.08727 -0.02116 -0.08896 -0.00878  0.10419 -0.13424 -0.16054 -0.14076 -0.11926 -0.17802 -0.14305 -0.15388
7   4   1    6400  30.1781 52:26:09 -2.59663097993E+05 -2.52327624102E+05  0.43954  0.35204  0.54649  0.00982  0.00337  0.00877  0.45949 -0.20761 -0.34419 -0.59700 -0.91807 -0.90626 -0.84893 -0.46754
7   4   1   12800  28.8783 52:26:09 -2.56873208440E+05 -2.52327624102E+05  0.45397  0.47890  0.36652  0.02253  0.02165  0.01120  0.58165 -0.23435 -0.66783 -0.27148 -0.88605 -0.91533 -0.85910 -0.87945
7   4   2   24000  21.5107 53:26:09 -2.59237459858E+05 -2.50123913687E+05  0.47275  0.57496  0.34882  0.00125  0.00594  0.00721  0.41327 -0.22675 -0.87945 -0.32370 -0.92321 -0.86275 -0.86777 -0.22829
7   4   2   25600  23.4907 53:26:09 -2.57399334130E+05 -2.50123913687E+05  0.34882  0.41327  0.00125  0.57496  0.00594  0.47275  0.00721 -0.32370 -0.22829 -0.92321 -0.87945 -0.86275 -0.22675 -0.86777
7   4   4   51200  11.0932 54:26:09 -2.53021054012E+05 -2.50123913687E+05  0.33254  0.29594 -0.09589  1.00000  1.00000  1.00000  0.33394 -0.22534 -0.31442 -0.90043  0.00000  0.00000  0.00000 -0.25365
7   4   4   60000  19.6182 55:26:09 -2.53109410590E+05 -2.50123913687E+05  0.37121  0.27744 -0.11000  1.00000  1.00000  0.39653  1.00000 -0.22148 -0.27904 -0.89963  0.00000  0.00000 -0.46754  0.00000
7   4   5   96000  10.9569 57:26:09 -2.49845652440E+05 -2.46694947958E+05  0.45630  0.28282  0.57713 -0.09819 -0.09595  0.53130  0.44392 -0.23221 -0.31958 -0.90489 -0.88577 -0.90605 -0.87945 -0.56210
7   4   5  102400  11.2330 57:26:09 -2.52940476187E+05 -2.46694947958E+05  0.30455 -0.09437  1.00000  0.48709  1.00000  1.00000  0.37926 -0.29681 -0.90831  0.00000 -0.87865  0.00000  0.00000 -0.17981
7   4   7  125279  10.8000 58:26:09 -2.53484500143E+05 -2.46694947958E+05  0.37679  0.33076 -0.04614  1.00000 -0.04316  0.47234  0.55304 -0.24700 -0.40093 -0.90180  0.00000 -0.85009 -0.23917 -0.85740
7   4   7  128000   9.4106 59:26:09 -2.52198420158E+05 -2.46694947958E+05  0.37679  0.33076 -0.04614 -0.04316  1.00000  0.55304  0.47234 -0.24700 -0.40093 -0.90180 -0.85009  0.00000 -0.85740 -0.23917
7   4   8  146534  10.0000 00:27:09 -2.49451893157E+05 -2.46694947958E+05  0.34600  0.24234  1.00000  0.54876 -0.16838  1.00000  0.39537 -0.19944 -0.39822  0.00000 -0.90489 -0.89133  0.00000 -0.54822
7   4   8  164000   9.7625 01:27:09 -2.48278844409E+05 -2.46139441073E+05  0.42764  0.21906  0.37522  0.52876 -0.22333  0.08455  0.36858 -0.24390 -0.30582 -0.66228 -0.90489 -0.88868 -0.14610 -0.54822
7   4   9  176837   6.6000 01:27:09 -2.48213634028E+05 -2.46139441073E+05  0.48921  0.24072  0.38572 -0.20302  0.53668  1.00000  0.37919 -0.32445 -0.26638 -0.66228 -0.88413 -0.90489  0.00000 -0.54822
7   4   9  196000   8.8177 03:27:09 -2.47527368822E+05 -2.45954264790E+05  0.37821  0.22926  0.40531  0.54136 -0.19035  1.00000  0.35277 -0.21252 -0.34693 -0.72214 -0.90288 -0.90417  0.00000 -0.46754
7   4  10  203248   1.8000 03:27:09 -2.47343798355E+05 -2.45954264790E+05  0.48553  0.45085  0.30997  0.58581 -0.07437 -0.07579  0.41532 -0.23667 -0.66228 -0.31752 -0.90489 -0.88085 -0.89241 -0.46754
7   4  11  236000   3.9408 05:27:09 -2.46662008295E+05 -2.45942266361E+05  0.40558  0.23010  0.39003  0.53993 -0.19454  1.00000  0.35057 -0.23146 -0.33909 -0.66228 -0.90489 -0.89445  0.00000 -0.46754
7   4  12  247220   7.3000 05:27:09 -2.47022899099E+05 -2.45942266361E+05  0.22869  1.00000  0.39015  0.54003 -0.19410  0.39425  0.35070 -0.33862  0.00000 -0.66228 -0.90489 -0.88868 -0.21945 -0.46754
7   4  13  263842   4.2000 07:27:09 -2.46324370734E+05 -2.45942266361E+05  0.39565  0.21015  0.39036  0.52997 -0.22021  0.47902  0.38189 -0.23221 -0.33231 -0.72214 -0.90489 -0.88868 -0.87945 -0.56210
7   4  13  264000   3.8735 07:27:09 -2.46433306450E+05 -2.45942266361E+05  0.40972  0.23211  0.39086  0.54056 -0.19270  0.49076  1.00000 -0.23011 -0.32976 -0.66228 -0.90489 -0.88868 -0.87945  0.00000
7   4  15  285512   3.5000 08:27:09 -2.46234454323E+05 -2.45942266361E+05  0.40113  0.23261  0.39122  0.54083 -0.19201  1.00000  0.49106 -0.22716 -0.33358 -0.66228 -0.90489 -0.88868  0.00000 -0.87945
7   4  15  296000   2.8841 09:27:09 -2.46350443276E+05 -2.45942266361E+05  0.39107  0.37556  0.21114  0.52902 -0.22267  0.47797  0.38065 -0.23355 -0.66228 -0.33630 -0.90489 -0.88868 -0.87945 -0.56210
