K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   6   1       0   1.0000 49:19:09 -3.10514198480E+05 -3.10514198480E+05  0.15598 -0.00353  0.04448 -0.13087 -0.07117 -0.13118 -0.16978 -0.15783 -0.18691 -0.13754
5   6   1     100   1.0000 49:19:09 -3.08962862972E+05 -3.08962862972E+05  0.15598 -0.00353  0.04448 -0.13087 -0.07117 -0.13118 -0.16978 -0.15783 -0.18691 -0.13754
5   6   1     200  34.0000 49:19:09 -2.78810781866E+05 -2.78810781866E+05 -0.07117  0.15598  0.04448 -0.13087 -0.00353 -0.13754 -0.13118 -0.15783 -0.18691 -0.16978
5   6   1     400  37.2500 49:19:09 -2.55024021804E+05 -2.55013886379E+05  0.15598  0.04448 -0.07117 -0.00353 -0.13087 -0.13118 -0.15783 -0.13754 -0.16978 -0.18691
5   6   1     800  32.5000 49:19:09 -2.52528188477E+05 -2.50722480788E+05  0.04448  0.15598 -0.07117 -0.13087 -0.00353 -0.15783 -0.13118 -0.13754 -0.18691 -0.16978
5   6   1    1600  30.1250 49:19:09 -2.54594450342E+05 -2.50722480788E+05  0.04448  0.15598 -0.00353 -0.07117 -0.13087 -0.15783 -0.13118 -0.16978 -0.13754 -0.18691
5   6   1    3200  28.0938 49:19:09 -2.52592993421E+05 -2.50722480788E+05  0.42610  0.45324  0.06497  0.06957  0.06859 -0.21884 -0.49697 -0.89986 -0.88793 -0.85920
5   6   1    6400  26.8906 50:19:09 -2.55825939021E+05 -2.50722480788E+05  0.39241  0.45861  0.05455  0.06507  0.06366 -0.26804 -0.18436 -0.89280 -0.77218 -0.93194
5   6   1   12800  24.4297 50:19:09 -2.47557270480E+05 -2.47557270480E+05  0.41979  0.35309  0.00362  0.00231  0.39168 -0.23290 -0.34449 -0.87518 -0.89314 -0.29224
5   6   2   25600  26.0437 51:19:09 -2.50376816840E+05 -2.46351300854E+05  0.34257  0.43148 -0.00927 -0.00347  0.57033 -0.30259 -0.21485 -0.87628 -0.90212 -0.87945
5   6   2   28000  26.0106 51:19:09 -2.54847480826E+05 -2.46066366000E+05  0.34257  0.57033 -0.00347 -0.00927  0.43148 -0.30259 -0.87945 -0.90212 -0.87628 -0.21485
5   6   4   51200  18.2765 52:19:09 -2.49839440255E+05 -2.44223148633E+05  0.44636  0.34451 -0.00655 -0.00206  0.45361 -0.21715 -0.31072 -0.93560 -0.84988 -0.46754
5   6   4   60000  18.2281 53:19:09 -2.48580590381E+05 -2.42416743950E+05  0.32474  0.34251  0.33144  1.00000 -0.08924 -0.25853 -0.24219 -0.40483  0.00000 -0.88868
5   6   7   92000  18.3199 55:19:09 -2.47194026471E+05 -2.42416743950E+05  0.27726 -0.10612  1.00000  0.37166  0.52776 -0.33243 -0.90417  0.00000 -0.21102 -0.87945
