K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   1   1       0   1.0000 59:17:09 -3.07738269727E+05 -3.07738269727E+05  0.08597  0.04446  0.13729 -0.21121 -0.01906 -0.14856 -0.16700 -0.16917 -0.20098 -0.14732
5   1   1     100   0.9901 59:17:09 -3.05293743076E+05 -3.05293743076E+05  0.08597  0.04446  0.13729 -0.21121 -0.01906 -0.14856 -0.16700 -0.16917 -0.20098 -0.14732
5   1   1     200  16.9154 59:17:09 -2.66747375659E+05 -2.66747375659E+05  0.08597 -0.21121  0.04446 -0.01906  0.13729 -0.14856 -0.20098 -0.16700 -0.14732 -0.16917
5   1   1     400  18.5366 59:17:09 -2.52982074776E+05 -2.50591655651E+05 -0.21121  0.08597 -0.01906  0.13729  0.04446 -0.20098 -0.14856 -0.14732 -0.16917 -0.16700
5   1   1     800  21.3852 59:17:09 -2.49069648758E+05 -2.48719942239E+05 -0.21121  0.08597  0.04446 -0.01906  0.13729 -0.20098 -0.14856 -0.16700 -0.14732 -0.16917
5   1   1    1600  22.3853 59:17:09 -2.49877768068E+05 -2.47889392336E+05 -0.21121  0.08597  0.04446 -0.01906  0.13729 -0.20098 -0.14856 -0.16700 -0.14732 -0.16917
5   1   1    3200  24.3169 59:17:09 -2.55536443538E+05 -2.47421724620E+05  0.40989  0.30891  0.33639  0.00480  0.01227 -0.20030 -0.25585 -0.29582 -0.87251 -0.95708
5   1   1    6400  24.8383 59:17:09 -2.52965001684E+05 -2.46532863901E+05  0.37508  0.32792  0.00281 -0.00378  0.45650 -0.21870 -0.20560 -0.89228 -0.88192 -0.46754
5   1   2   12800  28.6043 59:17:09 -2.54923992207E+05 -2.46532863901E+05  0.40783  0.39057  0.34595 -0.00498  0.00106 -0.16911 -0.23973 -0.31355 -0.87902 -0.89647
5   1   3   25600  32.6111 00:18:09 -2.50680826727E+05 -2.45674011663E+05  0.34980  0.40871 -0.00019  0.00293  0.57313 -0.33723 -0.22571 -0.88999 -0.88028 -0.87945
5   1   4   36000  21.4058 01:18:09 -2.48159361811E+05 -2.45674011663E+05  0.41704  0.36135  0.00283  0.00550  0.40823 -0.23318 -0.36987 -0.90331 -0.86077 -0.33006
5   1   5   51200  22.4467 02:18:09 -2.48899240547E+05 -2.45240632115E+05  1.00000  0.28216  0.36945 -0.10635  0.37409  0.00000 -0.34018 -0.22731 -0.88868 -0.34054
5   1   6   64000  20.9309 03:18:09 -2.48601541705E+05 -2.43035611423E+05  0.35131  0.37835 -0.13833  0.31144  0.26970 -0.22327 -0.56743 -0.88868 -0.31219 -0.31073
5   1   8   96000  14.2508 05:18:09 -2.45484511870E+05 -2.41888977129E+05  0.37836  0.22842  0.54392 -0.18255  0.35698 -0.21767 -0.34669 -0.90267 -0.88868 -0.46754
5   1   9  102400  14.7422 05:18:09 -2.46014964116E+05 -2.41887525300E+05  0.41227  0.27094 -0.13685  0.41939  0.38183 -0.24923 -0.31518 -0.88868 -0.66228 -0.46754
5   1  10  118971   5.9000 06:18:09 -2.43717578079E+05 -2.41844768940E+05  0.23136  0.35769  0.54615 -0.17820  0.35935 -0.35027 -0.20814 -0.90489 -0.88868 -0.46754
5   1  10  124000   7.0292 07:18:09 -2.42920497476E+05 -2.41844768940E+05  0.37740  0.23141  0.54509 -0.18095  0.35785 -0.21644 -0.35544 -0.90489 -0.88868 -0.46754
5   1  11  127107   8.3000 07:18:09 -2.44675735219E+05 -2.41844768940E+05  0.38166  0.54363  0.22677 -0.18474  0.35579 -0.21187 -0.90489 -0.32967 -0.88868 -0.46754
5   1  12  145256   5.0000 08:18:09 -2.42181888639E+05 -2.41821351199E+05  0.36011  0.23619  0.54663 -0.17696  0.36002 -0.20938 -0.37102 -0.90489 -0.88868 -0.46754
5   1  12  148000   4.5250 09:18:09 -2.42626883158E+05 -2.41821351199E+05  0.36228  0.23237  0.54612 -0.17829  0.49692 -0.21278 -0.34678 -0.90489 -0.88868 -0.87945
5   1  13  161097   4.3000 09:18:09 -2.42186001240E+05 -2.41821351199E+05  0.37647  0.22849  0.54463 -0.18215  0.35720 -0.20432 -0.34815 -0.90489 -0.88868 -0.46754
5   1  14  180000   4.7139 11:18:09 -2.42323236340E+05 -2.41821351199E+05  0.36903  0.23409  0.54613 -0.17826  0.35931 -0.21087 -0.37084 -0.90489 -0.88868 -0.46754
5   1  15  186846   4.4000 11:18:09 -2.42007021773E+05 -2.41821351199E+05  0.38158  0.22723  0.54412 -0.18346  0.35648 -0.20901 -0.34046 -0.90489 -0.88868 -0.46754
5   1  16  204557   3.1000 13:18:09 -2.41844768940E+05 -2.41821351199E+05  0.38500  0.22651  0.54409 -0.18353  0.35644 -0.21054 -0.34251 -0.90489 -0.88868 -0.46754
5   1  16  208000   3.5247 13:18:09 -2.42016322663E+05 -2.41821351199E+05  0.37421  0.23271  0.54560 -0.17961  0.35857 -0.21685 -0.36208 -0.90489 -0.88868 -0.46754
5   1  17  212608   3.4000 13:18:09 -2.42242357120E+05 -2.41821351199E+05  0.37268  0.23123  0.54513 -0.18084  0.35791 -0.21120 -0.35214 -0.90489 -0.88868 -0.46754
5   1  18  230444   2.7000 14:18:09 -2.42078586393E+05 -2.41821351199E+05  0.37834  0.23064  0.54509 -0.18094  0.35785 -0.21508 -0.35634 -0.90489 -0.88868 -0.46754
5   1  18  236000   2.5971 15:18:09 -2.42007021773E+05 -2.41821351199E+05  0.37545  0.23018  0.54511 -0.18090  0.35787 -0.21535 -0.35128 -0.90489 -0.88868 -0.46754
5   1  20  260000   2.0218 17:18:09 -2.42132706019E+05 -2.41821351199E+05  0.37421  0.23271  0.54560 -0.17961  0.35857 -0.21685 -0.36208 -0.90489 -0.88868 -0.46754
5   1  21  264412   1.5000 17:18:09 -2.41966564727E+05 -2.41821351199E+05  0.37421  0.23271  0.54560 -0.17961  0.35857 -0.21685 -0.36208 -0.90489 -0.88868 -0.46754
5   1  22  282185   1.5000 18:18:09 -2.41989680717E+05 -2.41821351199E+05  0.36964  0.23502  0.54612 -0.17827  0.35931 -0.21181 -0.37272 -0.90489 -0.88868 -0.46754
5   1  22  288000   1.5766 19:18:09 -2.42031082628E+05 -2.41821351199E+05  0.36964  0.23502  0.54612 -0.17827  0.35931 -0.21181 -0.37272 -0.90489 -0.88868 -0.46754
5   1 200  289448   0.0000 19:18:09 -2.41821351199E+05 -2.41821351199E+05  0.36964  0.23502  0.54612 -0.17827  0.35931 -0.21181 -0.37272 -0.90489 -0.88868 -0.46754
