K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   9   1       0   1.0000 00:14:09 -3.05891442984E+05 -3.05891442984E+05  0.00111 -0.02409  0.01550 -0.17095 -0.13823 -0.16103
3   9   1     100   1.0000 00:14:09 -3.05420845632E+05 -3.05420845632E+05 -0.02409  0.00111  0.01550 -0.13823 -0.17095 -0.16103
3   9   1     200  20.1970 00:14:09 -2.60266699571E+05 -2.60266699571E+05  0.01550  0.00111 -0.02409 -0.16103 -0.17095 -0.13823
3   9   1     400  23.0024 00:14:09 -2.49938275444E+05 -2.49938275444E+05  0.01550 -0.02409  0.00111 -0.16103 -0.13823 -0.17095
3   9   1     800  24.3542 00:14:09 -2.46888085809E+05 -2.45569731472E+05 -0.02409  0.01550  0.00111 -0.13823 -0.16103 -0.17095
3   9   1    1600  29.8822 00:14:09 -2.49346968669E+05 -2.45569731472E+05  0.31558  0.37059 -0.03807 -0.29888 -0.21107 -0.88868
3   9   1    3200  30.8746 00:14:09 -2.50992572425E+05 -2.45077086931E+05  0.42061 -0.03753  0.34807 -0.52790 -0.88868 -0.21186
3   9   1    6400  32.6836 00:14:09 -2.54169319463E+05 -2.43836980710E+05  0.34877  0.31611 -0.04766 -0.18795 -0.21531 -0.88868
3   9   3   12800  18.6201 01:14:09 -2.47494738061E+05 -2.43836980710E+05  0.08920  0.37491  0.01312 -0.19074 -0.21373 -0.90093
3   9   5   25600  27.1622 01:14:09 -2.46747587042E+05 -2.43836980710E+05  0.35826  0.31816 -0.04278 -0.20652 -0.24831 -0.88868
3   9   6   32000  24.3610 02:14:09 -2.47860620670E+05 -2.43836980710E+05  0.37166  0.31823 -0.03615 -0.22056 -0.30493 -0.88868
3   9   8   51200  15.9225 03:14:09 -2.44505664206E+05 -2.42925262678E+05  0.39151  0.31788 -0.04948 -0.18753 -0.27638 -0.88868
3   9  10   60000  12.8055 04:14:09 -2.42973003933E+05 -2.42401246387E+05  0.40732  0.31905 -0.04422 -0.20118 -0.34628 -0.88868
3   9  13   84000   8.5159 06:14:09 -2.43031619570E+05 -2.42344693828E+05  0.42130  0.31491 -0.04851 -0.20731 -0.31798 -0.88868
3   9  16  102400   6.6678 07:14:09 -2.43775874070E+05 -2.42289859457E+05  0.41277  0.31893 -0.04486 -0.20499 -0.34622 -0.88868
3   9  18  111148   3.6000 08:14:09 -2.43019831055E+05 -2.42289859457E+05  0.40599  0.32435 -0.04200 -0.19929 -0.38080 -0.88868
3   9  18  112000   3.9055 08:14:09 -2.42358337730E+05 -2.42289859457E+05  0.41282  0.31906 -0.04486 -0.20138 -0.35031 -0.88868
3   9  19  117365   4.5000 08:14:09 -2.42436564474E+05 -2.42289859457E+05  0.40905  0.32180 -0.04344 -0.20157 -0.36310 -0.88868
3   9  20  123671   3.0000 09:14:09 -2.42425445839E+05 -2.42289859457E+05  0.41371  0.31903 -0.04561 -0.20515 -0.34092 -0.88868
3   9  21  129903   4.6000 09:14:09 -2.42353135614E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   9  21  132000   3.7167 10:14:09 -2.42562059813E+05 -2.42289859457E+05  0.41306  0.31858 -0.04480 -0.20325 -0.34781 -0.88868
3   9  22  136065   3.5000 10:14:09 -2.42451145408E+05 -2.42289859457E+05  0.40912  0.32198 -0.04344 -0.20019 -0.36524 -0.88868
3   9  23  142274   2.6000 11:14:09 -2.42289859457E+05 -2.42289859457E+05  0.41365  0.31819 -0.04482 -0.20224 -0.34939 -0.88868
3   9  24  148375   2.4000 11:14:09 -2.42344693828E+05 -2.42289859457E+05  0.41435  0.31862 -0.04560 -0.20675 -0.33979 -0.88868
3   9  24  152000   3.1754 12:14:09 -2.42379872394E+05 -2.42289859457E+05  0.41697  0.31595 -0.04628 -0.20554 -0.33371 -0.88868
3   9  25  154472   2.8000 12:14:09 -2.42401246387E+05 -2.42289859457E+05  0.41212  0.31953 -0.04408 -0.20417 -0.35441 -0.88868
3   9  26  160551   2.2000 12:14:09 -2.42353135614E+05 -2.42289859457E+05  0.40599  0.32435 -0.04200 -0.19929 -0.38080 -0.88868
3   9  27  172000   2.0196 14:14:09 -2.42353135614E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   9  28  172793   1.4000 14:14:09 -2.42378058861E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   9  29  178794   1.9000 14:14:09 -2.42396759501E+05 -2.42289859457E+05  0.41033  0.32122 -0.04419 -0.20502 -0.35305 -0.88868
3   9  30  184785   1.5000 15:14:09 -2.42451145408E+05 -2.42289859457E+05  0.41887  0.31584 -0.04703 -0.20761 -0.32831 -0.88868
