K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   1   1       0   1.0000 41:09:09 -3.05206245066E+05 -3.05206245066E+05 -0.04476 -0.01286  0.05835 -0.15941 -0.16723 -0.15214
3   1   1     100   0.9709 41:09:09 -3.03585128724E+05 -3.03585128724E+05 -0.04476 -0.01286  0.05835 -0.15941 -0.16723 -0.15214
3   1   1     200  23.0392 41:09:09 -2.59753207724E+05 -2.58387047586E+05 -0.04476 -0.01286  0.05835 -0.15941 -0.16723 -0.15214
3   1   1     400  19.7619 41:09:09 -2.58435301491E+05 -2.55096356238E+05 -0.01286  0.05835 -0.04476 -0.16723 -0.15214 -0.15941
3   1   1     800  28.3981 41:09:09 -2.51263816453E+05 -2.48302003251E+05 -0.01286  0.05835 -0.04476 -0.16723 -0.15214 -0.15941
3   1   1    1600  30.6650 41:09:09 -2.51342239823E+05 -2.45341508078E+05  0.36333  0.30582 -0.04358 -0.18563 -0.26153 -0.88868
3   1   1    3200  31.9479 41:09:09 -2.47629780501E+05 -2.45341508078E+05  0.31289  0.32560 -0.09634 -0.17266 -0.20689 -0.77216
3   1   2    6400  33.1513 41:09:09 -2.46706582179E+05 -2.44523356168E+05  0.41960  0.32728 -0.05837 -0.22972 -0.22597 -0.88868
3   1   3   12800  23.3213 41:09:09 -2.52209733386E+05 -2.44523356168E+05  0.35716  0.31808 -0.04641 -0.16543 -0.26929 -0.88868
3   1   5   25600  22.5547 42:09:09 -2.51078415391E+05 -2.43683664440E+05  0.30618 -0.05212  0.40627 -0.25428 -0.88868 -0.20086
3   1   7   40000  22.5373 43:09:09 -2.47829426465E+05 -2.42835347874E+05  0.31051  0.37123 -0.04454 -0.24253 -0.21114 -0.88868
3   1   9   51200  16.0210 43:09:09 -2.45032200820E+05 -2.42835347874E+05  0.39513  0.32177 -0.04264 -0.19801 -0.34995 -0.88868
3   1  12   76000   9.6452 45:09:09 -2.42816352371E+05 -2.42420352126E+05  0.40590  0.31516 -0.05223 -0.19006 -0.27126 -0.88868
3   1  17  102400   4.5455 46:09:09 -2.42551932884E+05 -2.42289859457E+05  0.41288  0.31798 -0.04479 -0.20352 -0.34591 -0.88868
3   1  17  103176   4.8000 46:09:09 -2.42506011899E+05 -2.42289859457E+05  0.41282  0.31906 -0.04486 -0.20138 -0.35031 -0.88868
3   1  18  112000   5.2860 47:09:09 -2.43144300381E+05 -2.42289859457E+05  0.41176  0.31796 -0.04487 -0.19862 -0.34881 -0.88868
3   1  19  115817   4.1000 47:09:09 -2.42884910376E+05 -2.42289859457E+05  0.41039  0.31789 -0.04484 -0.20412 -0.33992 -0.88868
3   1  20  122093   3.6000 47:09:09 -2.42417680846E+05 -2.42289859457E+05  0.41805  0.31674 -0.04703 -0.20680 -0.32929 -0.88868
3   1  21  128248   2.2000 48:09:09 -2.42400160760E+05 -2.42289859457E+05  0.41822  0.31649 -0.04704 -0.20774 -0.32830 -0.88868
3   1  23  144000   2.8305 49:09:09 -2.42464254065E+05 -2.42289859457E+05  0.41696  0.31595 -0.04628 -0.20330 -0.33575 -0.88868
3   1  24  146800   1.5000 49:09:09 -2.42293162420E+05 -2.42289859457E+05  0.41234  0.31958 -0.04488 -0.20542 -0.34615 -0.88868
3   1  25  152878   1.9000 49:09:09 -2.42378058861E+05 -2.42289859457E+05  0.41760  0.31648 -0.04703 -0.20325 -0.33108 -0.88868
3   1  26  158959   3.1000 50:09:09 -2.42561538793E+05 -2.42289859457E+05  0.41277  0.31893 -0.04486 -0.20499 -0.34622 -0.88868
3   1  27  165043   1.7000 50:09:09 -2.42324346283E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  28  171114   1.7000 51:09:09 -2.42289859457E+05 -2.42289859457E+05  0.41212  0.31953 -0.04408 -0.20417 -0.35441 -0.88868
3   1  28  172000   1.5478 51:09:09 -2.42349037011E+05 -2.42289859457E+05  0.41212  0.31953 -0.04408 -0.20417 -0.35441 -0.88868
3   1  30  183280   0.8000 51:09:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  31  189233   0.8000 52:09:09 -2.42289859457E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  32  195189   0.9000 52:09:09 -2.42293162420E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  32  200000   0.8315 53:09:09 -2.42293162420E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  33  201211   0.8000 53:09:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  34  207102   1.4000 53:09:09 -2.42293162420E+05 -2.42289859457E+05  0.41212  0.31953 -0.04408 -0.20417 -0.35441 -0.88868
3   1  36  218955   0.5000 54:09:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  36  220000   0.4551 55:09:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  37  224877   0.5000 55:09:09 -2.42293162420E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  38  230733   0.7000 56:09:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  39  240000   0.5485 57:09:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  40  242533   0.3000 57:09:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  41  248379   0.7000 57:09:09 -2.42289859457E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  42  254223   0.4000 58:09:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  43  260000   0.5995 59:09:09 -2.42289859457E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  44  266000   0.4000 59:09:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  45  271923   0.4000 00:10:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  46  277782   0.5000 01:10:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  46  280000   0.4025 01:10:09 -2.42289859457E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  47  283652   0.7000 01:10:09 -2.42293162420E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
3   1  49  300000   0.3886 03:10:09 -2.42293162420E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3   1  50  301053   0.4000 03:10:09 -2.42289859457E+05 -2.42289859457E+05  0.41022  0.32133 -0.04337 -0.20386 -0.36208 -0.88868
