K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   9   1       0   1.0000 23:24:09 -3.13223391044E+05 -3.13223391044E+05  0.00296 -0.13330 -0.04334  0.17415  0.02530 -0.02647 -0.17494 -0.17596 -0.11872 -0.16232 -0.13793 -0.18811
6   9   1     100   1.9802 23:24:09 -3.07510533779E+05 -3.07510533779E+05  0.00296 -0.13330 -0.04334  0.17415  0.02530 -0.02647 -0.17494 -0.17596 -0.11872 -0.16232 -0.13793 -0.18811
6   9   1     200  25.1232 23:24:09 -2.87705470467E+05 -2.87617650955E+05 -0.04334  0.02530 -0.13330  0.17415  0.00296 -0.02647 -0.11872 -0.13793 -0.17596 -0.16232 -0.17494 -0.18811
6   9   1     400  27.7916 23:24:09 -2.55729450427E+05 -2.55729450427E+05 -0.04334  0.00296  0.02530 -0.13330  0.17415 -0.02647 -0.11872 -0.17494 -0.13793 -0.17596 -0.16232 -0.18811
6   9   1     800  28.3935 23:24:09 -2.52166220424E+05 -2.49764304665E+05 -0.02647  0.00296 -0.04334  0.17415 -0.13330  0.02530 -0.18811 -0.17494 -0.11872 -0.16232 -0.17596 -0.13793
6   9   1    1600  21.4773 23:24:09 -2.52497376034E+05 -2.49262031603E+05 -0.04334  0.00296 -0.02647 -0.13330  0.17415  0.02530 -0.11872 -0.17494 -0.18811 -0.17596 -0.16232 -0.13793
6   9   1    3200  26.5964 23:24:09 -2.51571033063E+05 -2.49262031603E+05  0.00296  0.02530 -0.04334  0.17415 -0.13330 -0.02647 -0.17494 -0.13793 -0.11872 -0.16232 -0.17596 -0.18811
6   9   1    6400  25.8948 23:24:09 -2.51886113049E+05 -2.48616025124E+05  0.34206  0.47193  0.37626 -0.03301 -0.03336  0.55900 -0.28495 -0.23042 -0.41007 -0.90308 -0.79285 -0.87945
6   9   1   12800  27.7405 23:24:09 -2.60918449305E+05 -2.48321141758E+05  0.32329  0.39193  0.37859 -0.04009 -0.04095  0.28925 -0.30930 -0.26906 -0.22456 -0.89166 -0.88704 -0.20053
6   9   2   25600  25.6101 24:24:09 -2.49867434503E+05 -2.48321141758E+05  0.42036  0.35464  0.00708  1.00000 -0.00068  0.41592 -0.22174 -0.36441 -0.95037  0.00000 -0.85363 -0.34200
6   9   3   36000  16.8656 25:24:09 -2.52812187568E+05 -2.48321141758E+05  0.44063  0.31319  0.46246 -0.04172 -0.03863  0.30195 -0.22766 -0.32257 -0.54822 -0.88257 -0.93057 -0.22922
6   9   3   51200   6.3867 25:24:09 -2.50525722991E+05 -2.45774511905E+05  0.35966 -0.03179 -0.03825  0.47712  0.60094  0.43737 -0.23030 -0.88343 -0.89425 -0.69449 -0.90267 -0.46754
6   9   5   76000   4.6806 27:24:09 -2.50671240897E+05 -2.45774511905E+05  0.51919  0.40723 -0.02613 -0.02568  0.37535  0.56221 -0.86870 -0.46035 -0.80402 -0.90093 -0.23793 -0.87945
6   9   6  102400  14.1211 28:24:09 -2.48815437918E+05 -2.44764854495E+05  0.54473  0.37559 -0.18189  0.22816  0.35734  1.00000 -0.90489 -0.22283 -0.88868 -0.33073 -0.46754  0.00000
6   9   7  103406  19.6000 28:24:09 -2.48812244325E+05 -2.44764854495E+05  0.40164  0.51497  0.41982  0.27298 -0.13601  1.00000 -0.24894 -0.87945 -0.66228 -0.30118 -0.88868  0.00000
6   9   7  108000  14.0225 29:24:09 -2.44462151303E+05 -2.43182480000E+05  0.35089  0.39204  0.22961  0.54145 -0.19040  0.35271 -0.20536 -0.66228 -0.36380 -0.90489 -0.88868 -0.46754
6   9   8  123894  10.8000 30:24:09 -2.47076148239E+05 -2.43182480000E+05  0.36430  0.39228  0.54163 -0.18993  0.38222  0.23034 -0.20965 -0.66228 -0.90489 -0.88868 -0.54133 -0.35045
6   9   9  136000   8.1056 31:24:09 -2.44113454722E+05 -2.43005724058E+05  0.40654  0.34225  0.23594  0.53782 -0.19982  0.34759 -0.24181 -0.56522 -0.29572 -0.90489 -0.88868 -0.46754
6   9  10  148675   8.1000 31:24:09 -2.43545060915E+05 -2.43005724058E+05  0.37339  0.22755  0.38450  0.54051 -0.19283  0.35139 -0.20726 -0.33339 -0.63488 -0.90489 -0.88868 -0.46754
6   9  11  168000   6.0247 33:24:09 -2.44945136649E+05 -2.43005724058E+05  0.38357  0.39130  0.23013  0.54089 -0.19185  0.38483 -0.21126 -0.66228 -0.34178 -0.90489 -0.88868 -0.54822
6   9  12  173352   3.7000 33:24:09 -2.43522219568E+05 -2.43005724058E+05  0.41266  0.23086  0.38927  0.53936 -0.19583  0.34976 -0.24123 -0.32157 -0.66228 -0.90489 -0.88868 -0.46754
6   9  13  179067   4.2000 33:24:09 -2.43207685202E+05 -2.43005724058E+05  0.42370  0.23098  0.38888  0.53907 -0.19658  0.34935 -0.24378 -0.32083 -0.66228 -0.90489 -0.88868 -0.46754
6   9  14  196000   2.9114 35:24:09 -2.43449312717E+05 -2.43005724058E+05  0.38756  0.39193  0.23133  0.54136 -0.19063  0.49165 -0.22205 -0.66228 -0.33605 -0.90489 -0.88868 -0.87945
6   9  16  215854   3.2000 36:24:09 -2.43089980686E+05 -2.43005724058E+05  0.42293  0.38892  0.23127  0.53910 -0.19651  0.34939 -0.24694 -0.66228 -0.31919 -0.90489 -0.88868 -0.46754
6   9  17  228000   2.0510 37:24:09 -2.43305138144E+05 -2.43005724058E+05  0.41800  0.38923  0.23027  0.53933 -0.19590  0.34972 -0.24266 -0.66228 -0.32524 -0.90489 -0.88868 -0.46754
6   9  18  239206   2.1000 37:24:09 -2.43015898476E+05 -2.43005724058E+05  0.40066  0.38995  0.22965  0.53987 -0.19449  0.35048 -0.22264 -0.66228 -0.33786 -0.90489 -0.88868 -0.46754
6   9  19  249672   2.5000 38:24:09 -2.43149134843E+05 -2.43005724058E+05  0.41418  0.38951  0.22931  0.53954 -0.19535  0.35002 -0.23445 -0.66228 -0.33478 -0.90489 -0.88868 -0.46754
6   9  19  256000   1.5927 39:24:09 -2.43005724058E+05 -2.43005724058E+05  0.41418  0.38951  0.22931  0.53954 -0.19535  0.35002 -0.23445 -0.66228 -0.33478 -0.90489 -0.88868 -0.46754
6   9 200  274980   0.0000 40:24:09 -2.43005724058E+05 -2.43005724058E+05  0.40828  0.38983  0.22860  0.53978 -0.19472  0.35036 -0.23221 -0.66228 -0.33979 -0.90489 -0.88868 -0.46754
