K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3  10   1       0   1.0000 30:14:09 -3.05403547140E+05 -3.05403547140E+05 -0.05085 -0.02300  0.07042 -0.15000 -0.16474 -0.16052
3  10   1     100   0.9901 30:14:09 -3.01823614038E+05 -3.01823614038E+05 -0.05085 -0.02300  0.07042 -0.15000 -0.16474 -0.16052
3  10   1     200  20.6897 30:14:09 -2.77773226405E+05 -2.77773226405E+05 -0.05085  0.07042 -0.02300 -0.15000 -0.16052 -0.16474
3  10   1     400  26.3027 30:14:09 -2.56385624944E+05 -2.50844509342E+05 -0.05085  0.07042 -0.02300 -0.15000 -0.16052 -0.16474
3  10   1     800  32.6276 30:14:09 -2.52701120976E+05 -2.49324556112E+05 -0.05085  0.07042 -0.02300 -0.15000 -0.16052 -0.16474
3  10   1    1600  35.3712 30:14:09 -2.48494064079E+05 -2.46265580161E+05  0.39634  0.32017 -0.05196 -0.19024 -0.26499 -0.88868
3  10   1    3200  34.8111 30:14:09 -2.50519881909E+05 -2.45294669448E+05  0.39509  0.31193 -0.05895 -0.19580 -0.21250 -0.88868
3  10   2    6400  32.1714 31:14:09 -2.48398575436E+05 -2.44389498842E+05  0.33561  0.32603 -0.04788 -0.22321 -0.19081 -0.88868
3  10   3   12800  26.5738 31:14:09 -2.47883229520E+05 -2.44389498842E+05  0.32896  0.37369 -0.05375 -0.21747 -0.20148 -0.88868
3  10   4   24000  24.2731 32:14:09 -2.44916061024E+05 -2.43684795814E+05  0.54732  0.32963 -0.06024 -0.87945 -0.21191 -0.88868
3  10   5   25600  18.5164 32:14:09 -2.45478897081E+05 -2.43684795814E+05  0.39788 -0.05472  0.32286 -0.17630 -0.88868 -0.25242
3  10   8   51200  17.1606 34:14:09 -2.44138218866E+05 -2.42856944792E+05  0.38634  0.32716 -0.05344 -0.17625 -0.24435 -0.88868
3  10   9   52000  17.8571 34:14:09 -2.48346189119E+05 -2.42551932884E+05  0.38634  0.32716 -0.05344 -0.17625 -0.24435 -0.88868
3  10  13   80000   8.2040 36:14:09 -2.43129966930E+05 -2.42378058861E+05  0.41328  0.31590 -0.04629 -0.20156 -0.33024 -0.88868
3  10  16  102400   4.9812 38:14:09 -2.43156694306E+05 -2.42289859457E+05  0.41761  0.31604 -0.04703 -0.20485 -0.32883 -0.88868
3  10  16  104000   5.0873 38:14:09 -2.42682581410E+05 -2.42289859457E+05  0.41861  0.31647 -0.04703 -0.20937 -0.32753 -0.88868
3  10  17  104844   3.3000 38:14:09 -2.42530854018E+05 -2.42289859457E+05  0.40815  0.32304 -0.04269 -0.20082 -0.37272 -0.88868
3  10  19  117501   2.9000 39:14:09 -2.42416055528E+05 -2.42289859457E+05  0.41491  0.31739 -0.04631 -0.20428 -0.33380 -0.88868
3  10  20  123749   4.1000 39:14:09 -2.42447646631E+05 -2.42289859457E+05  0.41864  0.31614 -0.04776 -0.20630 -0.32302 -0.88868
3  10  20  128000   3.6426 40:14:09 -2.42349037011E+05 -2.42289859457E+05  0.41212  0.31953 -0.04408 -0.20417 -0.35441 -0.88868
3  10  21  129951   3.0000 40:14:09 -2.42470997996E+05 -2.42289859457E+05  0.40961  0.32070 -0.04334 -0.20045 -0.36330 -0.88868
3  10  22  136188   2.1000 41:14:09 -2.42381089406E+05 -2.42289859457E+05  0.42075  0.31560 -0.04777 -0.20768 -0.32450 -0.88868
3  10  23  142388   3.8000 41:14:09 -2.42484947105E+05 -2.42289859457E+05  0.41499  0.31759 -0.04557 -0.20176 -0.34392 -0.88868
