K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   7   1       0   1.0000 48:16:09 -3.06946852347E+05 -3.06946852347E+05 -0.02459  0.06927 -0.13609  0.09591 -0.18098 -0.18349 -0.14382 -0.13613
4   7   1     100   0.0000 48:16:09 -3.06946852347E+05 -3.06946852347E+05 -0.02459  0.06927 -0.13609  0.09591 -0.18098 -0.18349 -0.14382 -0.13613
4   7   1     200  23.8806 48:16:09 -2.70407435198E+05 -2.70407435198E+05 -0.13609  0.06927 -0.02459  0.09591 -0.14382 -0.18349 -0.18098 -0.13613
4   7   1     400  27.6119 48:16:09 -2.61283936272E+05 -2.54403696963E+05  0.09591  0.06927 -0.02459 -0.13609 -0.13613 -0.18349 -0.18098 -0.14382
4   7   1     800  30.1746 48:16:09 -2.55244253420E+05 -2.52942148367E+05  0.09591  0.06927 -0.13609 -0.02459 -0.13613 -0.18349 -0.14382 -0.18098
4   7   1    1600  25.7803 48:16:09 -2.51029187867E+05 -2.48843068569E+05  0.09591  0.06927 -0.13609 -0.02459 -0.13613 -0.18349 -0.14382 -0.18098
4   7   1    3200  27.9513 48:16:09 -2.49078502248E+05 -2.44893508902E+05  0.31150  0.28751  0.38820 -0.10334 -0.22088 -0.36043 -0.23450 -0.88868
4   7   1    6400  32.8803 49:16:09 -2.53301004486E+05 -2.43739011442E+05  0.35438  0.26982  0.27966 -0.13208 -0.11475 -0.12513 -0.24004 -0.88868
4   7   2   12800  32.8363 49:16:09 -2.48248958937E+05 -2.43739011442E+05  0.28524  0.40195  0.34714 -0.09985 -0.29297 -0.46754 -0.22944 -0.88868
4   7   4   24000  26.4045 50:16:09 -2.45165239664E+05 -2.43371333593E+05  0.44670  0.03668  0.03308  0.37567 -0.20685 -0.83523 -0.90818 -0.24238
4   7   4   25600  26.9550 50:16:09 -2.42734414846E+05 -2.42734414846E+05  0.34289  0.37111 -0.08157  0.41189 -0.24061 -0.46866 -0.88868 -0.46754
4   7   7   51200  16.2024 51:16:09 -2.43921866389E+05 -2.42734414846E+05  0.34553  0.34368 -0.08985  0.33270 -0.24194 -0.46429 -0.88868 -0.24297
4   7   7   56000  17.2320 52:16:09 -2.46057061525E+05 -2.42497435313E+05  0.36571  0.28014 -0.10193  0.40082 -0.22231 -0.32502 -0.88868 -0.46754
4   7  10   84000   7.0240 54:16:09 -2.42021896083E+05 -2.41390386239E+05  0.40801  0.27710 -0.10859  0.39719 -0.23743 -0.34434 -0.88868 -0.46754
4   7  12  102400   6.2590 55:16:09 -2.42414605688E+05 -2.41390386239E+05  0.40393  0.27612 -0.10976  0.39656 -0.22005 -0.34259 -0.88868 -0.46754
4   7  13  112000   4.6900 56:16:09 -2.41546883451E+05 -2.41390386239E+05  0.39616  0.28304 -0.10389  0.39975 -0.22107 -0.38076 -0.88868 -0.46754
4   7  14  119835   3.9000 56:16:09 -2.41390386239E+05 -2.41390386239E+05  0.39516  0.28188 -0.10432  0.42667 -0.22030 -0.37270 -0.88868 -0.54133
4   7  16  140000   2.5375 58:16:09 -2.41662328174E+05 -2.41390386239E+05  0.39616  0.28304 -0.10389  0.39975 -0.22107 -0.38076 -0.88868 -0.46754
4   7  17  150626   1.8000 58:16:09 -2.41437301615E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
4   7  18  158646   4.1000 59:16:09 -2.41570363074E+05 -2.41390386239E+05  0.40553  0.27854 -0.10741  0.39784 -0.23050 -0.35634 -0.88868 -0.46754
4   7  18  168000   2.5418 00:17:09 -2.41607494531E+05 -2.41390386239E+05  0.40001  0.28197 -0.10502  0.39913 -0.22928 -0.36931 -0.88868 -0.46754
4   7  19  169943   1.9000 00:17:09 -2.41490566073E+05 -2.41390386239E+05  0.40704  0.27695 -0.10861  0.39718 -0.22675 -0.35163 -0.88868 -0.46754
4   7  20  177858   1.9000 00:17:09 -2.41518514439E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   7  21  189041   1.3000 01:17:09 -2.41527599744E+05 -2.41390386239E+05  0.40597  0.27794 -0.10740  0.39784 -0.23306 -0.35366 -0.88868 -0.46754
4   7  21  196000   1.4001 02:17:09 -2.41390386239E+05 -2.41390386239E+05  0.39890  0.28164 -0.10511  0.39908 -0.22117 -0.37509 -0.88868 -0.46754
4   7 200  196163   0.0000 02:17:09 -2.41390386239E+05 -2.41390386239E+05  0.39676  0.28396 -0.10388  0.39975 -0.22272 -0.38201 -0.88868 -0.46754
