K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   1   1       0   1.0000 59:24:09 -3.09368965238E+05 -3.09368965238E+05  0.11202 -0.03667 -0.14573  0.25041  0.14403  0.06126 -0.26738 -0.16379 -0.15367 -0.17458 -0.16669 -0.18220 -0.12052 -0.26576
7   1   1     100   0.9709 59:24:09 -3.07020764622E+05 -3.07020764622E+05  0.11202 -0.03667 -0.14573  0.25041  0.14403  0.06126 -0.26738 -0.16379 -0.15367 -0.17458 -0.16669 -0.18220 -0.12052 -0.26576
7   1   1     200  28.4314 59:24:09 -2.69322124822E+05 -2.69322124822E+05  0.11202 -0.03667  0.25041  0.06126 -0.26738 -0.14573  0.14403 -0.16379 -0.15367 -0.16669 -0.12052 -0.26576 -0.17458 -0.18220
7   1   1     400  38.3663 59:24:09 -2.57958884090E+05 -2.57256182974E+05  0.25041 -0.03667 -0.14573  0.06126 -0.26738  0.14403  0.11202 -0.16669 -0.15367 -0.17458 -0.12052 -0.26576 -0.18220 -0.16379
7   1   1     800  38.9303 59:24:09 -2.58281335492E+05 -2.56198289703E+05 -0.14573 -0.03667  0.25041 -0.26738  0.14403  0.06126  0.11202 -0.17458 -0.15367 -0.16669 -0.26576 -0.18220 -0.12052 -0.16379
7   1   1    1600  38.6534 59:24:09 -2.59628425078E+05 -2.54580610226E+05  0.25041 -0.03667  0.06126 -0.26738  0.14403  0.11202 -0.14573 -0.16669 -0.15367 -0.12052 -0.26576 -0.18220 -0.16379 -0.17458
7   1   1    3200  39.4195 59:24:09 -2.56750165972E+05 -2.53914041892E+05  0.06126 -0.03667 -0.26738 -0.14573  0.14403  0.11202  0.25041 -0.12052 -0.15367 -0.26576 -0.17458 -0.18220 -0.16379 -0.16669
7   1   1    6400  40.0999 59:24:09 -2.58385111280E+05 -2.52743094719E+05  0.29743  0.29204  0.22318  0.17960  0.25901 -0.23096  0.32641 -0.23141 -0.27180 -0.29728 -0.22728 -0.24678 -0.88868 -0.59145
7   1   2   12800  37.8899 00:25:09 -2.54247349657E+05 -2.50525782943E+05  0.30350  0.32674  0.28882 -0.24281  0.31816  0.19870  0.32421 -0.58368 -0.19702 -0.25909 -0.88868 -0.22022 -0.39165 -0.46754
7   1   2   25600  27.6745 00:25:09 -2.53922869216E+05 -2.49659849754E+05  0.41418  0.33469  0.31850  0.39130 -0.07660 -0.07461  0.41470 -0.23819 -0.42671 -0.26007 -0.18819 -0.91283 -0.82433 -0.46754
7   1   2   28000  26.5059 01:25:09 -2.52623090019E+05 -2.49659849754E+05  0.39130  0.41418  0.33469  0.31850 -0.07461 -0.07660  0.41470 -0.18819 -0.23819 -0.42671 -0.26007 -0.82433 -0.91283 -0.46754
7   1   3   51200   9.9559 02:25:09 -2.52868528957E+05 -2.49659849754E+05  0.39179  0.53956  1.00000  0.01071  0.01392  0.49012  1.00000 -0.23179 -0.89695  0.00000 -0.88552 -0.89270 -0.54822  0.00000
7   1   5   64000   4.6537 03:25:09 -2.55141913359E+05 -2.49659849754E+05  0.40186  0.49535  0.01442  0.00667  1.00000  1.00000  0.46270 -0.24374 -0.66228 -0.86451 -0.91902  0.00000  0.00000 -0.46754
7   1   6  100000   7.8859 05:25:09 -2.50018827996E+05 -2.48240319625E+05  0.37738  1.00000  0.22535 -0.18575  0.54372  1.00000  0.49377 -0.21506  0.00000 -0.30907 -0.88343 -0.90404  0.00000 -0.87945
7   1   6  102400  11.4405 05:25:09 -2.48118175193E+05 -2.47097709216E+05  0.37079  0.23152  0.54116 -0.19115  1.00000  0.39166  0.38159 -0.20605 -0.33254 -0.90489 -0.88868  0.00000 -0.66228 -0.54133
7   1   7  131207   5.0000 07:25:09 -2.53031159364E+05 -2.46222400576E+05  0.45013  0.34621 -0.00393 -0.00096  1.00000  0.57147  1.00000 -0.22327 -0.35322 -0.88257 -0.93057  0.00000 -0.87945  0.00000
7   1   7  132000   8.7162 07:25:09 -2.53063727633E+05 -2.46222400576E+05  0.45013  0.34621 -0.00393  0.57147  1.00000 -0.00096  1.00000 -0.22327 -0.35322 -0.88257 -0.87945  0.00000 -0.93057  0.00000
7   1   8  139219   5.0000 07:25:09 -2.49431797199E+05 -2.46222400576E+05  1.00000  0.39040  1.00000 -0.11234  0.27301  0.52521  1.00000  0.00000 -0.21293  0.00000 -0.87957 -0.32172 -0.87945  0.00000
7   1   8  164000  10.8463 09:25:09 -2.46352266049E+05 -2.45954264790E+05  0.36100  0.37685  0.21242  0.52999 -0.22015  0.47905  0.38192 -0.21315 -0.66228 -0.34784 -0.90489 -0.88868 -0.87945 -0.56210
7   1   9  168835   8.0000 09:25:09 -2.47213376962E+05 -2.45954264790E+05  0.39987  0.22905  0.54127 -0.19088  0.40502  1.00000  0.38533 -0.22440 -0.31826 -0.90489 -0.88868 -0.72214  0.00000 -0.54822
7   1  10  181662   8.2000 10:25:09 -2.47291597422E+05 -2.45954264790E+05  0.39018  0.23166  0.39060  0.54036 -0.19323  1.00000  0.38412 -0.21021 -0.32589 -0.66228 -0.90489 -0.88868  0.00000 -0.54822
7   1  10  196000   4.9106 11:25:09 -2.46409361865E+05 -2.45925547038E+05  0.36856  0.37680  0.21015  0.52996 -0.22023  0.38188  0.47901 -0.20843 -0.66228 -0.35784 -0.90489 -0.88868 -0.56210 -0.87945
7   1  11  204049   4.5000 11:25:09 -2.48295961290E+05 -2.45925547038E+05  0.45684  0.30796  0.45155  0.58633 -0.07013  0.41607 -0.07983 -0.21577 -0.33727 -0.66228 -0.90489 -0.91787 -0.46754 -0.83355
7   1  12  232000   4.7811 13:25:09 -2.46521187613E+05 -2.45925547038E+05  0.40178  0.39075  0.22899  0.54048 -0.19292  0.38428  1.00000 -0.22902 -0.66228 -0.34443 -0.90489 -0.88868 -0.54822  0.00000
7   1  13  250762   3.2000 14:25:09 -2.46450212587E+05 -2.45892280550E+05  0.39817  0.23173  0.44545  0.54295 -0.18341  1.00000  0.49341 -0.22536 -0.32103 -0.87865 -0.90489 -0.89133  0.00000 -0.87945
7   1  13  264000   3.4211 15:25:09 -2.46898773505E+05 -2.45892280550E+05  0.38689  0.39242  0.23110  0.54174 -0.18971  1.00000  0.49207 -0.22305 -0.66228 -0.34443 -0.90489 -0.90417  0.00000 -0.87945
7   1  14  269558   1.6000 15:25:09 -2.46672856461E+05 -2.45892280550E+05  0.43476  0.24044  0.38952  0.53955 -0.19522  1.00000  0.48964 -0.26326 -0.29302 -0.66228 -0.90489 -0.90098  0.00000 -0.87945
7   1  15  291433   1.9000 16:25:09 -2.46093759730E+05 -2.45892280550E+05  0.39560  0.39151  0.23252  0.54105 -0.19133  1.00000  0.49131 -0.21491 -0.66228 -0.32975 -0.90489 -0.90098  0.00000 -0.87945
7   1  15  304000   1.6655 17:25:09 -2.46853084017E+05 -2.45892280550E+05  0.44852  0.23542  0.38762  0.53811 -0.19912  1.00000  0.34800 -0.27037 -0.29914 -0.66228 -0.90489 -0.90417  0.00000 -0.46754
7   1  16  313565   2.3000 17:25:09 -2.46107210169E+05 -2.45892280550E+05  0.38780  0.39081  0.22691  0.54052 -0.19325  1.00000  0.35140 -0.22472 -0.66228 -0.35162 -0.90489 -0.88684  0.00000 -0.46754
7   1  17  322325   1.7000 17:25:09 -2.46305999160E+05 -2.45892280550E+05  0.39373  0.22773  0.39065  0.54040 -0.19301  1.00000  0.35123 -0.23011 -0.34474 -0.66228 -0.90489 -0.90098  0.00000 -0.46754
7   1  17  344000   1.3335 19:25:09 -2.46689085805E+05 -2.45892280550E+05  0.39698  0.39159  0.23194  0.54111 -0.18818  1.00000  0.49137 -0.22715 -0.66228 -0.33478 -0.90489 -0.89133  0.00000 -0.87945
7   1  18  344971   0.0000 19:25:09 -2.46689085805E+05 -2.45892280550E+05  0.39698  0.39159  0.23194  0.54111 -0.18818  1.00000  0.49137 -0.22715 -0.66228 -0.33478 -0.90489 -0.89133  0.00000 -0.87945
7   1  19  345823   0.0000 19:25:09 -2.46689085805E+05 -2.45892280550E+05  0.39698  0.39159  0.23194  0.54111 -0.18818  1.00000  0.49137 -0.22715 -0.66228 -0.33478 -0.90489 -0.89133  0.00000 -0.87945
7   1  20  346674   0.5000 19:25:09 -2.46456608321E+05 -2.45892280550E+05  0.39698  0.39159  0.23194  0.54111 -0.18818  1.00000  0.49137 -0.22715 -0.66228 -0.33478 -0.90489 -0.89133  0.00000 -0.87945
7   1  21  369407   0.8000 20:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39601  0.39186  0.23223  0.54131 -0.19081  1.00000  0.49160 -0.22536 -0.66228 -0.33430 -0.90489 -0.90417  0.00000 -0.87945
7   1  22  378064   0.5000 20:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  22  384000   0.5314 21:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  23  400756   0.5000 21:25:09 -2.46157894801E+05 -2.45892280550E+05  0.40111  0.39161  0.23305  0.54112 -0.19131  1.00000  0.49139 -0.22724 -0.66228 -0.32976 -0.90489 -0.90417  0.00000 -0.87945
7   1  24  423551   0.3000 22:25:09 -2.46286141109E+05 -2.45892280550E+05  0.40111  0.39161  0.23305  0.54112 -0.19131  1.00000  0.49139 -0.22724 -0.66228 -0.32976 -0.90489 -0.90417  0.00000 -0.87945
7   1  24  428000   0.3971 23:25:09 -2.46191161289E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  25  431498   0.4000 23:25:09 -2.46224961123E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  26  454301   0.4000 24:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39265  0.39214  0.23152  0.54152 -0.19028  1.00000  0.49183 -0.22554 -0.66228 -0.33979 -0.90489 -0.90417  0.00000 -0.87945
7   1  26  468000   0.2956 25:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39017  0.39219  0.23282  0.54156 -0.19017  1.00000  0.49187 -0.22512 -0.66228 -0.33909 -0.90489 -0.90417  0.00000 -0.87945
7   1  27  477114   0.2000 25:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  28  488827   0.0000 25:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  29  489676   0.0000 26:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  30  490530   0.4000 26:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  30  512000   0.1739 27:25:09 -2.46191694636E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  31  513363   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  32  514234   0.2000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  34  516855   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  35  517724   0.2000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  36  519477   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  37  520345   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  38  521197   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  39  522057   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1  40  522925   0.0000 27:25:09 -2.46157894801E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
7   1 200  522927   0.0000 27:25:09 -2.45892280550E+05 -2.45892280550E+05  0.39727  0.39188  0.23230  0.54133 -0.19077  1.00000  0.49162 -0.22715 -0.66228 -0.33478 -0.90489 -0.90417  0.00000 -0.87945
