K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   9   1       0   1.0000 24:17:09 -3.09607186692E+05 -3.09607186692E+05 -0.03852 -0.01824 -0.00859  0.04614 -0.16579 -0.17518 -0.14821 -0.12435
4   9   1     100   0.9804 24:17:09 -3.05973564819E+05 -3.05973564819E+05 -0.03852 -0.01824 -0.00859  0.04614 -0.16579 -0.17518 -0.14821 -0.12435
4   9   1     200  28.7129 24:17:09 -2.66440753175E+05 -2.66440753175E+05 -0.00859 -0.03852 -0.01824  0.04614 -0.14821 -0.16579 -0.17518 -0.12435
4   9   1     400  26.3682 24:17:09 -2.47342394548E+05 -2.47153236406E+05 -0.00859 -0.03852  0.04614 -0.01824 -0.14821 -0.16579 -0.12435 -0.17518
4   9   1     800  23.3167 24:17:09 -2.43672168449E+05 -2.43672168449E+05 -0.00859 -0.01824 -0.03852  0.04614 -0.14821 -0.17518 -0.16579 -0.12435
4   9   1    1600  29.5256 24:17:09 -2.49933935975E+05 -2.43650192851E+05 -0.00859 -0.01824 -0.03852  0.04614 -0.14821 -0.17518 -0.16579 -0.12435
4   9   1    3200  35.3529 24:17:09 -2.52224297190E+05 -2.43650192851E+05  0.26928  0.33675  0.31619 -0.11659 -0.33062 -0.20476 -0.13979 -0.88868
4   9   2    6400  45.6583 24:17:09 -2.51144750875E+05 -2.43650192851E+05  0.26566  0.38309 -0.12604  0.34901 -0.27912 -0.38742 -0.88868 -0.17950
4   9   3   12800  29.1486 24:17:09 -2.51204398639E+05 -2.43650192851E+05  0.27459  0.36238  0.37355 -0.11993 -0.26311 -0.19983 -0.35439 -0.88868
4   9   4   25600  28.5918 25:17:09 -2.46847244872E+05 -2.43480060738E+05  0.32143  0.37683 -0.09895  0.32864 -0.26804 -0.46682 -0.88868 -0.15648
4   9   5   32000  25.7789 26:17:09 -2.48501941885E+05 -2.43480060738E+05  0.31069  0.34132 -0.11414  0.44321 -0.22135 -0.48683 -0.88868 -0.19657
4   9   7   51200  18.0408 27:17:09 -2.48625330147E+05 -2.41945383091E+05  0.42521  0.38166  0.27534 -0.11362 -0.54822 -0.20492 -0.29160 -0.88868
4   9   8   64000  13.2887 28:17:09 -2.43391846591E+05 -2.41945383091E+05  0.40656  0.27234 -0.11556  0.37491 -0.23331 -0.33425 -0.88868 -0.36538
4   9  11   92000   7.2996 30:17:09 -2.42054270158E+05 -2.41437301615E+05  0.40605  0.27283 -0.11199  0.39534 -0.22446 -0.32222 -0.88868 -0.46754
4   9  12  102400   6.4506 31:17:09 -2.41906335804E+05 -2.41437301615E+05  0.40122  0.27773 -0.10746  0.39781 -0.22307 -0.35361 -0.88868 -0.46754
4   9  13  112103   1.0000 31:17:09 -2.43133013968E+05 -2.41390386239E+05  0.34633  0.37698 -0.08286  0.41119 -0.24254 -0.50677 -0.88868 -0.46754
4   9  14  120000   4.6575 32:17:09 -2.41805337978E+05 -2.41390386239E+05  0.34475  0.44846 -0.07993  0.41278 -0.24592 -0.66228 -0.88868 -0.46754
4   9  14  120224   4.8000 32:17:09 -2.42612938146E+05 -2.41390386239E+05  0.34475  0.44846 -0.07993  0.41278 -0.24592 -0.66228 -0.88868 -0.46754
4   9  15  131531   3.3000 33:17:09 -2.41390386239E+05 -2.41390386239E+05  0.39774  0.28171 -0.10508  0.39910 -0.22756 -0.36586 -0.88868 -0.46754
4   9  16  144000   3.5153 34:17:09 -2.41837764612E+05 -2.41390386239E+05  0.39709  0.28396 -0.10390  0.39974 -0.22307 -0.38244 -0.88868 -0.46754
4   9  17  150858   3.1000 34:17:09 -2.41618852692E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   9  18  158788   2.7000 35:17:09 -2.41505206573E+05 -2.41390386239E+05  0.39397  0.28632 -0.10267  0.40041 -0.22164 -0.39052 -0.88868 -0.46754
4   9  19  169999   2.6000 35:17:09 -2.41487847895E+05 -2.41390386239E+05  0.40197  0.28117 -0.10624  0.39847 -0.22763 -0.36524 -0.88868 -0.46754
4   9  19  172000   2.0472 36:17:09 -2.41437301615E+05 -2.41390386239E+05  0.39731  0.28424 -0.10386  0.39977 -0.22534 -0.38080 -0.88868 -0.46754
4   9  20  177979   2.0000 36:17:09 -2.41390386239E+05 -2.41390386239E+05  0.39126  0.28814 -0.10154  0.40103 -0.21765 -0.40226 -0.88868 -0.46754
4   9  21  189179   2.3000 37:17:09 -2.41615894156E+05 -2.41390386239E+05  0.39731  0.28424 -0.10386  0.39977 -0.22534 -0.38080 -0.88868 -0.46754
4   9  22  200000   1.3260 38:17:09 -2.41490566073E+05 -2.41390386239E+05  0.40001  0.28197 -0.10502  0.39913 -0.22928 -0.36931 -0.88868 -0.46754
4   9  23  208389   1.0000 38:17:09 -2.41390386239E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   9 200  215548   0.0000 39:17:09 -2.41390386239E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
