K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   6   1       0   1.0000 35:09:09 -3.02472698299E+05 -3.02472698299E+05 -0.01428  0.01086 -0.15344 -0.16172
2   6   1     100   1.0000 35:09:09 -2.89528482408E+05 -2.89528482408E+05 -0.01428  0.01086 -0.15344 -0.16172
2   6   1     200   7.5000 35:09:09 -2.55215538900E+05 -2.55215538900E+05 -0.01428  0.01086 -0.15344 -0.16172
2   6   1     400   4.7500 35:09:09 -2.47203383820E+05 -2.47203383820E+05  0.01086 -0.01428 -0.16172 -0.15344
2   6   1     800   2.7500 35:09:09 -2.48814033713E+05 -2.47203383820E+05  0.01086 -0.01428 -0.16172 -0.15344
2   6   1    1600  12.5000 35:09:09 -2.54203153520E+05 -2.47203383820E+05  0.34601 -0.09890 -0.20137 -0.48282
2   6   2    3200  29.5775 35:09:09 -2.85754159159E+05 -2.47203383820E+05  0.20060 -0.14958 -0.19244 -0.18897
2   6   3    6400  36.8247 35:09:09 -2.77083533901E+05 -2.47203383820E+05  0.20558 -0.10926 -0.17383 -0.27860
2   6   5   12800  16.6667 35:09:09 -2.48833182221E+05 -2.47203383820E+05  0.35160 -0.09939 -0.19723 -0.49998
2   6   9   25600   1.3716 35:09:09 -2.47203383820E+05 -2.47203383820E+05  0.38367  0.03840 -0.19785 -0.88868
2   6 200   31805   0.0000 36:09:09 -2.47203383820E+05 -2.47203383820E+05  0.03840  0.38367 -0.88868 -0.19785
