K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   8   1       0   1.0000 32:20:09 -3.12386971124E+05 -3.12386971124E+05  0.05266 -0.02503 -0.12033  0.01540  0.04372 -0.16919 -0.12350 -0.18031 -0.16346 -0.11854
5   8   1     100   2.9412 32:20:09 -3.08242660403E+05 -3.08242660403E+05  0.05266 -0.02503 -0.12033  0.01540  0.04372 -0.16919 -0.12350 -0.18031 -0.16346 -0.11854
5   8   1     200  26.1084 32:20:09 -2.75276182487E+05 -2.75276182487E+05  0.05266  0.01540 -0.12033 -0.02503  0.04372 -0.16919 -0.16346 -0.18031 -0.12350 -0.11854
5   8   1     400  32.2581 32:20:09 -2.54914302592E+05 -2.54840342380E+05  0.01540  0.04372 -0.12033 -0.02503  0.05266 -0.16346 -0.11854 -0.18031 -0.12350 -0.16919
5   8   1     800  30.8842 32:20:09 -2.56026495818E+05 -2.52259418814E+05  0.01540 -0.12033  0.04372 -0.02503  0.05266 -0.16346 -0.18031 -0.11854 -0.12350 -0.16919
5   8   1    1600  32.2520 32:20:09 -2.51152166539E+05 -2.49926627191E+05  0.05266  0.04372 -0.12033 -0.02503  0.01540 -0.16919 -0.11854 -0.18031 -0.12350 -0.16346
5   8   1    3200  34.8423 32:20:09 -2.51169262553E+05 -2.46342360937E+05  0.33459  0.26499  0.32033  0.27507 -0.15517 -0.25184 -0.23727 -0.21276 -0.34739 -0.88868
5   8   1    6400  37.8416 32:20:09 -2.52508460753E+05 -2.46342360937E+05  0.29760  0.40567  0.28297 -0.15172  0.34791 -0.24185 -0.24156 -0.40648 -0.88868 -0.40697
5   8   2   12800  37.1648 33:20:09 -2.51621881595E+05 -2.46342360937E+05  0.26546  0.28262  0.25511 -0.17338  0.27076 -0.19310 -0.21119 -0.22722 -0.88868 -0.24258
5   8   3   25600  31.4551 33:20:09 -2.53244880128E+05 -2.46342360937E+05  0.38452  0.30577 -0.09285  1.00000  0.48610 -0.18920 -0.26622 -0.89133  0.00000 -0.87046
5   8   3   28000  30.4679 34:20:09 -2.50847780031E+05 -2.46247259455E+05  0.30577  1.00000  0.48610  0.38452 -0.09285 -0.26622  0.00000 -0.87046 -0.18920 -0.89133
5   8   5   51200  21.8583 35:20:09 -2.47741910376E+05 -2.42137103985E+05  0.36105  0.35219  0.26824 -0.13494  0.51543 -0.21774 -0.53023 -0.27200 -0.88868 -0.87945
5   8   6   60000  23.2785 36:20:09 -2.49302533452E+05 -2.42137103985E+05  0.28089  0.38525 -0.15436  0.37231  0.25535 -0.32247 -0.22000 -0.88868 -0.46754 -0.33721
5   8   8   92000  15.3489 38:20:09 -2.46226343053E+05 -2.42137103985E+05  0.54945  0.40265 -0.16963  0.25447  0.37398 -0.90489 -0.66228 -0.88868 -0.29530 -0.20128
5   8   9  102400  15.0703 38:20:09 -2.46516588061E+05 -2.42137103985E+05  0.40359  0.32442 -0.14448  0.28382  0.37768 -0.22021 -0.47740 -0.88868 -0.31084 -0.46754
5   8  10  113370  10.3000 39:20:09 -2.47302053541E+05 -2.42137103985E+05  0.37059  0.29103  1.00000 -0.09773  0.40313 -0.21939 -0.38617  0.00000 -0.90417 -0.46754
5   8  10  120000  10.0441 40:20:09 -2.42648321399E+05 -2.41821351199E+05  1.00000  0.27807  0.38477 -0.10397  0.39971  0.00000 -0.34584 -0.22501 -0.88868 -0.46754
5   8  11  131529   7.5000 40:20:09 -2.42478558972E+05 -2.41821351199E+05  0.36189  0.23327  0.54590 -0.17885  0.38798 -0.21279 -0.34228 -0.90489 -0.88868 -0.54133
5   8  12  139616   6.8000 41:20:09 -2.42489681371E+05 -2.41821351199E+05  0.37408  0.23007  0.54513 -0.18085  0.35790 -0.20168 -0.35882 -0.90489 -0.88868 -0.46754
5   8  12  148000   4.6680 42:20:09 -2.42517027609E+05 -2.41821351199E+05  0.37411  0.22938  0.54466 -0.18207  0.35724 -0.20195 -0.34812 -0.90489 -0.88868 -0.46754
5   8  13  157410   4.9000 42:20:09 -2.42519377225E+05 -2.41821351199E+05  0.36065  0.23526  0.54614 -0.17823  0.35933 -0.21045 -0.35996 -0.90489 -0.88868 -0.46754
5   8  14  165534   3.6000 43:20:09 -2.42415593113E+05 -2.41821351199E+05  0.37874  0.22876  0.54462 -0.18216  0.35719 -0.20973 -0.34799 -0.90489 -0.88868 -0.46754
5   8  14  176000   3.9854 44:20:09 -2.41821351199E+05 -2.41821351199E+05  0.38090  0.22869  0.54459 -0.18224  0.35714 -0.21197 -0.34931 -0.90489 -0.88868 -0.46754
5   8  15  183316   4.2000 44:20:09 -2.42075010378E+05 -2.41821351199E+05  0.37270  0.23027  0.54513 -0.18085  0.35790 -0.20787 -0.35289 -0.90489 -0.88868 -0.46754
5   8  16  191394   3.7000 45:20:09 -2.41887525300E+05 -2.41821351199E+05  0.36964  0.23502  0.54612 -0.17827  0.35931 -0.21181 -0.37272 -0.90489 -0.88868 -0.46754
5   8  16  204000   3.7093 46:20:09 -2.41821351199E+05 -2.41821351199E+05  0.38230  0.22903  0.54456 -0.18231  0.35711 -0.22341 -0.34434 -0.90489 -0.88868 -0.46754
5   8  17  209157   3.6000 46:20:09 -2.42029930557E+05 -2.41821351199E+05  0.37181  0.23293  0.54562 -0.17959  0.35859 -0.21272 -0.36202 -0.90489 -0.88868 -0.46754
5   8  18  232000   3.0006 48:20:09 -2.42072685180E+05 -2.41821351199E+05  0.36493  0.23686  0.54664 -0.17694  0.36003 -0.20887 -0.38080 -0.90489 -0.88868 -0.46754
5   8  19  235107   3.3000 48:20:09 -2.41953320185E+05 -2.41821351199E+05  0.36418  0.23705  0.54664 -0.17694  0.36003 -0.20701 -0.38154 -0.90489 -0.88868 -0.46754
5   8  20  243221   1.2000 48:20:09 -2.41890598546E+05 -2.41821351199E+05  0.38349  0.22781  0.54455 -0.18235  0.35709 -0.21883 -0.34679 -0.90489 -0.88868 -0.46754
5   8  20  260000   2.0440 50:20:09 -2.42033084476E+05 -2.41821351199E+05  0.37271  0.23159  0.54562 -0.17959  0.35859 -0.21118 -0.36214 -0.90489 -0.88868 -0.46754
5   8  21  261009   1.4000 50:20:09 -2.41887525300E+05 -2.41821351199E+05  0.37334  0.23178  0.54561 -0.17960  0.35858 -0.21450 -0.36090 -0.90489 -0.88868 -0.46754
5   8 200  268247   0.0000 50:20:09 -2.41821351199E+05 -2.41821351199E+05  0.37739  0.23076  0.54509 -0.18094  0.35785 -0.21742 -0.35358 -0.90489 -0.88868 -0.46754
