K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2  10   1       0   1.0000 40:09:09 -3.02823962945E+05 -3.02823962945E+05  0.00793 -0.01372 -0.15031 -0.16185
2  10   1     100   1.0000 40:09:09 -3.01349511944E+05 -3.01349511944E+05  0.00793 -0.01372 -0.15031 -0.16185
2  10   1     200  14.0000 40:09:09 -2.50014154542E+05 -2.50014154542E+05  0.00793 -0.01372 -0.15031 -0.16185
2  10   1     400   7.7500 40:09:09 -2.47203383820E+05 -2.47203383820E+05  0.00793 -0.01372 -0.15031 -0.16185
2  10   1     800   7.1250 40:09:09 -2.60306144515E+05 -2.47203383820E+05  0.00793 -0.01372 -0.15031 -0.16185
2  10   1    1600  19.5000 40:09:09 -2.89454255374E+05 -2.47203383820E+05  0.37081 -0.03056 -0.20120 -0.67631
2  10   2    3200  47.4026 40:09:09 -2.86422616342E+05 -2.47203383820E+05  0.04985  0.31948 -0.90193 -0.16917
2  10   4    6400  29.9440 40:09:09 -2.53479237185E+05 -2.47203383820E+05  0.36513 -0.05969 -0.19965 -0.60305
2  10   6   12800  23.7975 40:09:09 -2.52563506445E+05 -2.47203383820E+05  0.33189 -0.12765 -0.21320 -0.38456
2  10  10   25600   0.2831 40:09:09 -2.47203383820E+05 -2.47203383820E+05  0.38367  0.03840 -0.19785 -0.88868
2  10 200   28241   0.0000 40:09:09 -2.47203383820E+05 -2.47203383820E+05  0.38367  0.03840 -0.19785 -0.88868
