K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   4   1       0   1.0000 31:31:09 -3.13323436153E+05 -3.13323436153E+05 -0.26812 -0.13252  0.10321  0.25180  0.13268 -0.14379 -0.04647  0.19077 -0.21882 -0.16432 -0.11612 -0.24522 -0.17338 -0.12883 -0.13871 -0.21117
8   4   1     100   1.9802 31:31:09 -3.06466424125E+05 -3.06466424125E+05 -0.26812 -0.13252  0.10321  0.25180  0.13268 -0.14379 -0.04647  0.19077 -0.21882 -0.16432 -0.11612 -0.24522 -0.17338 -0.12883 -0.13871 -0.21117
8   4   1     200  31.8408 31:31:09 -2.73199705185E+05 -2.73199705185E+05 -0.26812  0.19077  0.10321 -0.04647  0.25180 -0.14379 -0.13252  0.13268 -0.21882 -0.21117 -0.11612 -0.13871 -0.24522 -0.12883 -0.16432 -0.17338
8   4   1     400  31.4214 31:31:09 -2.60101492836E+05 -2.60101492836E+05  0.19077  0.10321 -0.14379  0.13268  0.25180 -0.13252 -0.26812 -0.04647 -0.21117 -0.11612 -0.12883 -0.17338 -0.24522 -0.16432 -0.21882 -0.13871
8   4   1     800  29.0886 31:31:09 -2.64460154514E+05 -2.54983128216E+05  0.19077  0.10321 -0.04647 -0.14379  0.25180 -0.13252 -0.26812  0.13268 -0.21117 -0.11612 -0.13871 -0.12883 -0.24522 -0.16432 -0.21882 -0.17338
8   4   1    1600  32.2299 31:31:09 -2.62749321154E+05 -2.54983128216E+05  0.10321  0.25180 -0.14379 -0.04647 -0.26812 -0.13252  0.19077  0.13268 -0.11612 -0.24522 -0.12883 -0.13871 -0.21882 -0.16432 -0.21117 -0.17338
8   4   1    3200  28.2724 31:31:09 -2.61816645186E+05 -2.54983128216E+05  0.25180  0.10321 -0.04647 -0.26812 -0.13252 -0.14379  0.19077  0.13268 -0.24522 -0.11612 -0.13871 -0.21882 -0.16432 -0.12883 -0.21117 -0.17338
8   4   1    6400  28.3549 31:31:09 -2.60199427235E+05 -2.53591384004E+05  0.10321  0.13268  0.19077  0.25180 -0.14379 -0.13252 -0.26812 -0.04647 -0.11612 -0.17338 -0.21117 -0.24522 -0.12883 -0.16432 -0.21882 -0.13871
8   4   1   12800  31.0132 32:31:09 -2.62468924580E+05 -2.53591384004E+05 -0.00811  0.41900 -0.01390  0.39934  0.32915  0.29712 -0.00832  0.43426 -0.86878 -0.18126 -0.88538 -0.22645 -0.25903 -0.16788 -0.91666 -0.38291
8   4   2   25600  27.4419 32:31:09 -2.59276650610E+05 -2.53364033300E+05  0.47699  0.52956  0.29428 -0.00937 -0.00950  0.61194  0.37279 -0.00499 -0.54133 -0.87021 -0.14343 -0.91340 -0.83223 -0.90489 -0.22280 -0.86866
8   4   2   28000  23.3344 33:31:09 -2.56431995148E+05 -2.53364033300E+05  0.47699  0.52956  0.61194  0.37279 -0.00937  0.29428 -0.00950 -0.00499 -0.54133 -0.87021 -0.90489 -0.22280 -0.91340 -0.14343 -0.83223 -0.86866
8   4   2   51200  24.8821 34:31:09 -2.61303208431E+05 -2.53364033300E+05  0.50750  0.41860  0.52290  0.04795  0.04713  0.02809  0.05002  0.34928 -0.54822 -0.23687 -0.72348 -0.89075 -0.89021 -0.78655 -0.93487 -0.20246
8   4   3   68000   9.2270 35:31:09 -2.54763758626E+05 -2.51144854680E+05  0.44273  0.59109 -0.06065  0.30699  1.00000 -0.05239  1.00000  0.42348 -0.21891 -0.90267 -0.91615 -0.31330  0.00000 -0.70734  0.00000 -0.46754
8   4   4  102400  14.3562 36:31:09 -2.53553222155E+05 -2.51144854680E+05  0.38837  0.23646  0.49221 -0.17069  0.38066  1.00000 -0.45672  0.50067 -0.22277 -0.33397 -0.63835 -0.87848 -0.27055  0.00000 -0.10410 -0.87945
8   4   4  104000  14.0953 37:31:09 -2.55782516933E+05 -2.51144854680E+05  0.38837  0.23646 -0.17069  0.38066  0.49221  1.00000 -0.45672  0.50067 -0.22277 -0.33397 -0.87848 -0.27055 -0.63835  0.00000 -0.10410 -0.87945
8   4   5  107716  17.6000 37:31:09 -2.58339675996E+05 -2.51144854680E+05  0.38837  0.23646  1.00000  0.49221  0.38066 -0.17069 -0.45672  0.50067 -0.22277 -0.33397  0.00000 -0.63835 -0.27055 -0.87848 -0.10410 -0.87945
