K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   2   1       0   1.0000 35:30:09 -3.14991344772E+05 -3.14991344772E+05 -0.00601  0.17645  0.22117 -0.02351 -0.18159 -0.12678 -0.09596  0.07874 -0.13845 -0.20744 -0.20464 -0.13313 -0.16198 -0.14985 -0.11596 -0.24554
8   2   1     100   0.9804 35:30:09 -3.14737733141E+05 -3.14737733141E+05 -0.00601  0.17645  0.22117 -0.02351 -0.18159 -0.12678 -0.09596  0.07874 -0.13845 -0.20744 -0.20464 -0.13313 -0.16198 -0.14985 -0.11596 -0.24554
8   2   1     200  29.7561 35:30:09 -2.76864003822E+05 -2.76864003822E+05  0.17645  0.07874 -0.02351 -0.09596  0.22117 -0.18159 -0.00601 -0.12678 -0.20744 -0.24554 -0.13313 -0.11596 -0.20464 -0.16198 -0.13845 -0.14985
8   2   1     400  34.3210 35:30:09 -2.66577197563E+05 -2.66555868027E+05 -0.02351  0.17645  0.22117  0.07874 -0.00601 -0.12678 -0.18159 -0.09596 -0.13313 -0.20744 -0.20464 -0.24554 -0.13845 -0.14985 -0.16198 -0.11596
8   2   1     800  33.6646 35:30:09 -2.60581711711E+05 -2.58620893533E+05 -0.00601  0.07874 -0.02351 -0.18159 -0.09596  0.22117 -0.12678  0.17645 -0.13845 -0.24554 -0.13313 -0.16198 -0.11596 -0.20464 -0.14985 -0.20744
8   2   1    1600  30.5296 35:30:09 -2.61594816324E+05 -2.58620893533E+05 -0.02351 -0.00601 -0.09596 -0.18159  0.17645 -0.12678  0.22117  0.07874 -0.13313 -0.13845 -0.11596 -0.16198 -0.20744 -0.14985 -0.20464 -0.24554
8   2   1    3200  29.9532 35:30:09 -2.61795120887E+05 -2.58500269490E+05 -0.02351  0.17645 -0.00601  0.22117 -0.12678  0.07874 -0.09596 -0.18159 -0.13313 -0.20744 -0.13845 -0.20464 -0.14985 -0.24554 -0.11596 -0.16198
8   2   1    6400  31.8657 36:30:09 -2.66154334658E+05 -2.56803068418E+05 -0.00601  0.17645 -0.02351 -0.09596  0.07874 -0.18159 -0.12678  0.22117 -0.13845 -0.20744 -0.13313 -0.11596 -0.24554 -0.16198 -0.14985 -0.20464
8   2   1   12800  31.0269 36:30:09 -2.59590645742E+05 -2.56803068418E+05  0.35040  0.37319  0.41654  0.43402  0.00048 -0.00368  0.00175  0.45370 -0.35014 -0.33306 -0.22057 -0.47269 -0.93309 -0.84003 -0.92997 -0.45235
8   2   2   25600  25.4925 37:30:09 -2.58439146995E+05 -2.54350023982E+05  0.43023  0.33217  1.00000  0.01099  0.02575  0.36918  0.02045  0.41625 -0.36569 -0.07263  0.00000 -0.89622 -0.96089 -0.39743 -0.87540 -0.22098
8   2   2   28000  21.4178 37:30:09 -2.58577927790E+05 -2.53115914705E+05  0.43023  0.41625  0.33217  0.01099  0.02045  0.02575  1.00000  0.36918 -0.36569 -0.22098 -0.07263 -0.89622 -0.87540 -0.96089  0.00000 -0.39743
8   2   2   51200  20.7647 38:30:09 -2.57165002093E+05 -2.52736486373E+05  0.40008  0.48751 -0.01556 -0.00102  0.34402 -0.00093  0.33146  0.45436 -0.23769 -0.66228 -0.83998 -0.90474 -0.35385 -0.87607 -0.30886 -0.46754
8   2   3   68000  16.1142 39:30:09 -2.53248251561E+05 -2.51038514758E+05  0.45322  0.30761  0.59202 -0.05643 -0.07870  1.00000  1.00000  0.54780 -0.21116 -0.29228 -0.90489 -0.87818 -0.87655  0.00000  0.00000 -0.87945
8   2   4  102400   2.4843 41:30:09 -2.56853517870E+05 -2.51038514758E+05  0.38059  1.00000  0.44124 -0.04786 -0.04709  1.00000  0.31594  0.43051 -0.23900  0.00000 -0.23181 -0.88772 -0.88230  0.00000 -0.29218 -0.46754
8   2   5  104000  16.8000 41:30:09 -2.57865222159E+05 -2.51038514758E+05  0.38059 -0.04786  0.44124  1.00000  1.00000 -0.04709  0.31594  0.43051 -0.23900 -0.88772 -0.23181  0.00000  0.00000 -0.88230 -0.29218 -0.46754
8   2   5  104738   3.3000 41:30:09 -2.56125859844E+05 -2.51038514758E+05  0.38059  1.00000 -0.04786  0.44124  1.00000 -0.04709  0.31594  0.43051 -0.23900  0.00000 -0.88772 -0.23181  0.00000 -0.88230 -0.29218 -0.46754
8   2   6  129658   0.8000 42:30:09 -2.53441530136E+05 -2.51038514758E+05  0.42479  0.28025  0.57664 -0.09931 -0.09764  1.00000  0.57144  0.43273 -0.22096 -0.31515 -0.90489 -0.89016 -0.87843  0.00000 -0.80669 -0.54822
8   2   6  144000   7.4435 43:30:09 -2.50533226154E+05 -2.49570226484E+05  0.37299  0.36483  0.22494  0.54158  1.00000 -0.19027  0.35289  1.00000 -0.20154 -0.66749 -0.34071 -0.90489  0.00000 -0.89445 -0.46754  0.00000
8   2   7  173080   6.3000 44:30:09 -2.52238815921E+05 -2.49401182276E+05  0.23374  1.00000  0.54122  1.00000 -0.18954  0.39248  0.35260  0.49212 -0.34926  0.00000 -0.90267  0.00000 -0.88868 -0.66228 -0.21007 -0.87945
8   2   7  176000   8.0958 45:30:09 -2.51627335142E+05 -2.49401182276E+05  0.44045  1.00000  0.31155  0.59404  1.00000 -0.05084 -0.07346  0.42694 -0.21547  0.00000 -0.35026 -0.90489  0.00000 -0.90079 -0.78655 -0.46754
8   2   7  208000  10.4159 47:30:09 -2.49966412163E+05 -2.48947288048E+05  0.39634  0.23424  0.54066 -0.18920  0.39100  1.00000  0.49088  1.00000 -0.22469 -0.31933 -0.90489 -0.88584 -0.66228  0.00000 -0.87945  0.00000
8   2   8  213949  13.0000 47:30:09 -2.50390327494E+05 -2.48947288048E+05  0.39568  0.22945  0.33697  0.53959 -0.19547  1.00000  0.48968  1.00000 -0.23057 -0.33142 -0.50585 -0.90489 -0.88463  0.00000 -0.87945  0.00000
8   2   9  234294   7.0000 48:30:09 -2.50007576881E+05 -2.48947288048E+05  0.43771  0.45253  0.31030  0.58708 -0.06940 -0.06866  1.00000  0.54232 -0.21570 -0.66228 -0.31911 -0.90489 -0.87864 -0.92296  0.00000 -0.87945
8   2   9  240000   7.1708 49:30:09 -2.49807065303E+05 -2.48947288048E+05  0.36586  0.37712  0.21068  0.53020 -0.21961  1.00000  0.47928  0.38219 -0.21682 -0.66228 -0.35903 -0.90489 -0.88868  0.00000 -0.87945 -0.56210
8   2  10  242144   0.0000 49:30:09 -2.50338643371E+05 -2.48947288048E+05  0.36586  0.37712  0.21068  0.53020 -0.21961  0.38219  1.00000  0.47928 -0.21682 -0.66228 -0.35903 -0.90489 -0.88868 -0.56210  0.00000 -0.87945
8   2  11  243063   0.0000 49:30:09 -2.50338643371E+05 -2.48947288048E+05  0.36586  0.37712  0.21068  0.53020 -0.21961  0.38219  1.00000  0.47928 -0.21682 -0.66228 -0.35903 -0.90489 -0.88868 -0.56210  0.00000 -0.87945
8   2  12  243968   0.0000 49:30:09 -2.50338643371E+05 -2.48947288048E+05  0.36586  0.37712  0.21068  0.53020 -0.21961  0.38219  1.00000  0.47928 -0.21682 -0.66228 -0.35903 -0.90489 -0.88868 -0.56210  0.00000 -0.87945
8   2  13  244883   0.0000 49:30:09 -2.50338643371E+05 -2.48947288048E+05  0.36586  0.37712  0.21068  0.53020 -0.21961  0.38219  1.00000  0.47928 -0.21682 -0.66228 -0.35903 -0.90489 -0.88868 -0.56210  0.00000 -0.87945
8   2  15  246733   0.0000 49:30:09 -2.50338643371E+05 -2.48947288048E+05  0.44883  0.45273  0.30777  0.58722 -0.06880 -0.08224  1.00000  0.41732 -0.21346 -0.66228 -0.34856 -0.90489 -0.89606 -0.91713  0.00000 -0.46754
8   2 200  246735   0.0000 49:30:09 -2.48947288048E+05 -2.48947288048E+05  0.30777  0.45273 -0.06880  0.58722 -0.08224  0.44883  1.00000  0.41732 -0.34856 -0.66228 -0.89606 -0.90489 -0.91713 -0.21346  0.00000 -0.46754
