K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   4   1       0   1.0000 46:22:09 -3.11874799176E+05 -3.11874799176E+05 -0.05929 -0.17431  0.22826  0.03623  0.03851 -0.07314 -0.16244 -0.17166 -0.22836 -0.13754 -0.12626 -0.14153
6   4   1     100   3.8835 46:22:09 -3.08889622384E+05 -3.08889622384E+05 -0.05929 -0.17431  0.22826  0.03623  0.03851 -0.07314 -0.16244 -0.17166 -0.22836 -0.13754 -0.12626 -0.14153
6   4   1     200  32.1951 46:22:09 -2.60067327680E+05 -2.59571154469E+05  0.22826 -0.07314 -0.05929  0.03623 -0.17431  0.03851 -0.22836 -0.14153 -0.16244 -0.13754 -0.17166 -0.12626
6   4   1     400  30.3704 46:22:09 -2.53823463885E+05 -2.53415933881E+05  0.03623 -0.07314 -0.05929  0.03851 -0.17431  0.22826 -0.13754 -0.14153 -0.16244 -0.12626 -0.17166 -0.22836
6   4   1     800  30.1863 46:22:09 -2.55357536477E+05 -2.50317188434E+05  0.03623 -0.07314  0.03851 -0.17431 -0.05929  0.22826 -0.13754 -0.14153 -0.12626 -0.17166 -0.16244 -0.22836
6   4   1    1600  29.8442 46:22:09 -2.53615066744E+05 -2.50317188434E+05 -0.07314  0.03623  0.03851 -0.17431 -0.05929  0.22826 -0.14153 -0.13754 -0.12626 -0.17166 -0.16244 -0.22836
6   4   1    3200  26.5211 46:22:09 -2.53498827802E+05 -2.50317188434E+05 -0.05929 -0.07314  0.03623  0.03851 -0.17431  0.22826 -0.16244 -0.14153 -0.13754 -0.12626 -0.17166 -0.22836
6   4   1    6400  31.0539 46:22:09 -2.56394610018E+05 -2.49855552129E+05  0.34094  0.37693  0.32614  0.53631 -0.08454 -0.37143 -0.53874 -0.51198 -0.20844 -0.86499 -0.88372 -0.06468
6   4   1   12800  33.9242 46:22:09 -2.55957031896E+05 -2.49123388300E+05  0.29192  0.32886  0.28152  0.45708  0.50201 -0.16636 -0.41402 -0.20991 -0.24990 -0.88043 -0.87945 -0.88868
6   4   2   25600  29.5637 47:22:09 -2.57677831596E+05 -2.48406174467E+05  0.39265  0.43837  0.37984  0.03124  0.03705  0.03532 -0.18771 -0.30887 -0.20523 -0.92259 -0.81347 -0.88717
6   4   3   36000  10.7721 48:22:09 -2.54753349329E+05 -2.48406174467E+05  0.35121 -0.01881 -0.02821  1.00000  0.46938  0.50586 -0.23064 -0.89948 -0.85861  0.00000 -0.54133 -0.25145
6   4   4   51200  22.3920 49:22:09 -2.52584752256E+05 -2.47604930958E+05  1.00000  0.50059 -0.07800  0.32837  1.00000  0.54135  0.00000 -0.90479 -0.89055 -0.22136  0.00000 -0.91616
6   4   5   72000   8.9823 50:22:09 -2.53072811763E+05 -2.47604930958E+05  0.39968  0.46200  0.49469  0.01297  0.01389  1.00000 -0.24592 -0.46754 -0.66228 -0.93038 -0.82166  0.00000
6   4   6  102400   8.2139 51:22:09 -2.46365172905E+05 -2.43907737691E+05  1.00000  0.35068  0.22116  0.54557 -0.17662  0.38754  0.00000 -0.21269 -0.29830 -0.90489 -0.89133 -0.54133
6   4   6  108000   8.3512 52:22:09 -2.51115732382E+05 -2.43907737691E+05  0.31239  0.42122 -0.13370  1.00000  0.51614  0.42593 -0.24592 -0.66228 -0.88684  0.00000 -0.87945 -0.56210
6   4   7  113969   0.0000 52:22:09 -2.49705135497E+05 -2.43907737691E+05  0.39977  0.27474 -0.11102  1.00000  1.00000  0.39647 -0.22865 -0.32629 -0.88173  0.00000  0.00000 -0.46754
6   4   8  114842   0.7000 52:22:09 -2.50720685777E+05 -2.43907737691E+05  0.39977 -0.11102  1.00000  0.27474  1.00000  0.39647 -0.22865 -0.88173  0.00000 -0.32629  0.00000 -0.46754
6   4   9  132660   7.0000 53:22:09 -2.46738868074E+05 -2.43907737691E+05  0.45421  0.30858  0.59259 -0.05535 -0.05850  0.54843 -0.21338 -0.31796 -0.90489 -0.92015 -0.87722 -0.87945
6   4   9  144000   9.4927 54:22:09 -2.43910946460E+05 -2.43005724058E+05  0.38492  0.23004  0.39029  0.54013 -0.19384  0.35084 -0.21450 -0.33611 -0.66228 -0.90489 -0.88868 -0.46754
6   4  11  176000   8.2037 56:22:09 -2.44506594089E+05 -2.43005724058E+05  0.39362  0.38998  0.23014  0.53989 -0.19444  0.35051 -0.22413 -0.66228 -0.32985 -0.90489 -0.88868 -0.46754
6   4  12  177496   8.7000 56:22:09 -2.43567744798E+05 -2.43005724058E+05  0.39362  0.38998  0.23014  0.53989 -0.19444  0.35051 -0.22413 -0.66228 -0.32985 -0.90489 -0.88868 -0.46754
6   4  13  185053   6.7000 56:22:09 -2.43421646108E+05 -2.43005724058E+05  0.39890  0.39070  0.23153  0.54044 -0.19303  0.38422 -0.23593 -0.66228 -0.32625 -0.90489 -0.88868 -0.54822
6   4  14  199279   6.4000 57:22:09 -2.43580464631E+05 -2.43005724058E+05  0.41798  0.38918  0.22989  0.53930 -0.19599  0.34967 -0.23385 -0.66228 -0.32875 -0.90489 -0.88868 -0.46754
6   4  14  204000   4.9853 58:22:09 -2.43208184339E+05 -2.43005724058E+05  0.40918  0.39042  0.23156  0.54023 -0.19357  0.38033 -0.22946 -0.66228 -0.32976 -0.90489 -0.88868 -0.54133
6   4  15  207823   4.1000 58:22:09 -2.43522753833E+05 -2.43005724058E+05  0.38030  0.39120  0.22632  0.54082 -0.19204  0.35182 -0.21387 -0.66228 -0.36019 -0.90489 -0.88868 -0.46754
6   4  17  230932   4.7000 59:22:09 -2.43720751016E+05 -2.43005724058E+05  0.41927  0.22997  0.38917  0.53928 -0.19603  0.34965 -0.23480 -0.32976 -0.66228 -0.90489 -0.88868 -0.46754
6   4  17  232000   3.4860 00:23:09 -2.43114274584E+05 -2.43005724058E+05  0.38071  0.39220  0.23064  0.54157 -0.19008  0.49188 -0.21404 -0.66228 -0.34225 -0.90489 -0.88868 -0.87945
6   4  18  244716   2.1000 00:23:09 -2.43015898476E+05 -2.43005724058E+05  0.41508  0.38915  0.22993  0.53927 -0.19607  0.34963 -0.23627 -0.66228 -0.32501 -0.90489 -0.88868 -0.46754
6   4  19  264000   2.0905 02:23:09 -2.43648555043E+05 -2.43005724058E+05  0.39843  0.22908  0.39024  0.54009 -0.19392  0.35079 -0.22944 -0.34198 -0.66228 -0.90489 -0.88868 -0.46754
6   4  22  288251   1.0000 03:23:09 -2.43073828588E+05 -2.43005724058E+05  0.41418  0.22931  0.38951  0.53954 -0.19535  0.35002 -0.23445 -0.33478 -0.66228 -0.90489 -0.88868 -0.46754
6   4  22  296000   1.0560 04:23:09 -2.43114274584E+05 -2.43005724058E+05  0.41927  0.38917  0.22997  0.53928 -0.19603  0.34965 -0.23480 -0.66228 -0.32976 -0.90489 -0.88868 -0.46754
6   4 200  299970   0.0000 04:23:09 -2.43005724058E+05 -2.43005724058E+05  0.38951  0.22931  0.41418  0.53954 -0.19535  0.35002 -0.66228 -0.33478 -0.23445 -0.90489 -0.88868 -0.46754
