K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   5   1       0   1.0000 11:16:09 -3.07669983444E+05 -3.07669983444E+05  0.01014 -0.03742 -0.07681  0.10356 -0.17356 -0.11131 -0.16635 -0.19094
4   5   1     100   4.8077 11:16:09 -3.04581504998E+05 -3.04581504998E+05  0.01014 -0.03742 -0.07681  0.10356 -0.17356 -0.11131 -0.16635 -0.19094
4   5   1     200  30.8824 11:16:09 -2.63094468852E+05 -2.63094468852E+05  0.10356  0.01014 -0.03742 -0.07681 -0.19094 -0.17356 -0.11131 -0.16635
4   5   1     400  30.4455 11:16:09 -2.59101377360E+05 -2.51464398629E+05  0.10356  0.01014 -0.03742 -0.07681 -0.19094 -0.17356 -0.11131 -0.16635
4   5   1     800  33.5821 11:16:09 -2.49458989138E+05 -2.47646677220E+05  0.10356 -0.03742 -0.07681  0.01014 -0.19094 -0.11131 -0.16635 -0.17356
4   5   1    1600  35.7855 11:16:09 -2.52117765540E+05 -2.44175625203E+05 -0.03742  0.10356  0.01014 -0.07681 -0.11131 -0.19094 -0.17356 -0.16635
4   5   1    3200  39.0449 11:16:09 -2.52534666774E+05 -2.44175625203E+05  0.34757  0.14269  0.29203 -0.10267 -0.17681 -0.08910 -0.21944 -0.88868
4   5   2    6400  38.3509 11:16:09 -2.49963260618E+05 -2.44175625203E+05  0.28152  0.25951  0.33724 -0.10402 -0.35398 -0.18685 -0.19856 -0.88868
4   5   3   12800  33.7376 11:16:09 -2.51917818838E+05 -2.44175625203E+05  0.30371  0.32089 -0.09435  0.48674 -0.21256 -0.22078 -0.88868 -0.87046
4   5   5   25600  26.5517 12:16:09 -2.47373524449E+05 -2.44175625203E+05  0.31881  0.33578  0.28253 -0.10018 -0.20383 -0.31476 -0.28531 -0.88868
4   5   5   32000  24.9104 13:16:09 -2.49882279971E+05 -2.43761912022E+05  0.41156  0.43710  0.04757  0.04415 -0.21979 -0.47583 -0.94761 -0.86035
4   5   7   51200  17.5919 14:16:09 -2.47370654128E+05 -2.41816667258E+05  0.36619  0.39857  0.27918 -0.10606 -0.21821 -0.46754 -0.30578 -0.88868
4   5   8   64000  13.6047 15:16:09 -2.47813310199E+05 -2.41716631478E+05  0.36645  0.28070 -0.10156  0.43143 -0.22529 -0.32804 -0.88868 -0.54822
4   5  11   92000   6.2070 17:16:09 -2.42720716732E+05 -2.41546883451E+05  0.38536  0.25046  0.55795 -0.14757 -0.19301 -0.30103 -0.90489 -0.88868
4   5  12  102400   5.7816 18:16:09 -2.43173157663E+05 -2.41546883451E+05  0.37325  0.25321  0.55948 -0.14358 -0.19061 -0.32939 -0.90489 -0.88868
4   5  13  104839   4.5000 18:16:09 -2.42690412975E+05 -2.41546883451E+05  0.35792  0.25268  0.55963 -0.14319 -0.16463 -0.32602 -0.90489 -0.88868
4   5  14  116000   3.0000 19:16:09 -2.41966153175E+05 -2.41546883451E+05  0.37089  0.25296  0.55949 -0.14356 -0.18500 -0.32968 -0.90489 -0.88868
4   5  14  116079   2.7000 19:16:09 -2.41966153175E+05 -2.41546883451E+05  0.37089  0.25296  0.55949 -0.14356 -0.18500 -0.32968 -0.90489 -0.88868
4   5  15  127455   4.2000 20:16:09 -2.41805567959E+05 -2.41390386239E+05  0.39934  0.27826 -0.10628  0.39845 -0.22469 -0.35742 -0.88868 -0.46754
4   5  16  135630   2.8000 20:16:09 -2.42072611252E+05 -2.41390386239E+05  0.39521  0.27819 -0.10836  0.52678 -0.22457 -0.35544 -0.88868 -0.87945
4   5  16  140000   3.2308 21:16:09 -2.41561785409E+05 -2.41390386239E+05  0.40787  0.27680 -0.10860  0.39719 -0.23732 -0.34363 -0.88868 -0.46754
4   5  17  146882   2.8000 21:16:09 -2.41595372476E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   5  18  154879   3.7000 22:16:09 -2.41797405647E+05 -2.41390386239E+05  0.39269  0.28475 -0.10283  0.40032 -0.21454 -0.39338 -0.88868 -0.46754
4   5  19  166138   2.2000 23:16:09 -2.41820485305E+05 -2.41390386239E+05  0.40183  0.28100 -0.10624  0.39847 -0.23149 -0.36079 -0.88868 -0.46754
4   5  19  168000   2.4833 23:16:09 -2.41561785409E+05 -2.41390386239E+05  0.40236  0.28041 -0.10624  0.39847 -0.22608 -0.36614 -0.88868 -0.46754
4   5  20  174121   1.9000 23:16:09 -2.41487847895E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
4   5  21  185313   2.8000 24:16:09 -2.41577423218E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   5  21  192000   1.6903 25:16:09 -2.41490566073E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
4   5  22  193221   1.1000 25:16:09 -2.41518514439E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
4   5  23  204416   0.8000 26:16:09 -2.41390386239E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   5  24  212260   0.7000 26:16:09 -2.41438325928E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   5  24  216000   1.0117 27:16:09 -2.41437301615E+05 -2.41390386239E+05  0.40610  0.27826 -0.10739  0.39785 -0.23316 -0.35441 -0.88868 -0.46754
4   5  25  223360   0.6000 27:16:09 -2.41505206573E+05 -2.41390386239E+05  0.39731  0.28424 -0.10386  0.39977 -0.22534 -0.38080 -0.88868 -0.46754
4   5 200  230448   0.0000 28:16:09 -2.41390386239E+05 -2.41390386239E+05  0.40034  0.28256 -0.10503  0.39913 -0.22783 -0.37272 -0.88868 -0.46754
