K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   6   1       0   1.0000 33:32:09 -3.18811559664E+05 -3.18811559664E+05 -0.11118  0.08157 -0.03298  0.09738  0.07702 -0.07874 -0.03011 -0.01006 -0.18341 -0.12738 -0.12278 -0.15565 -0.16661 -0.16741 -0.19321 -0.14604
8   6   1     100   2.9412 33:32:09 -3.16947026760E+05 -3.16947026760E+05 -0.11118  0.08157 -0.03298  0.09738  0.07702 -0.07874 -0.03011 -0.01006 -0.18341 -0.12738 -0.12278 -0.15565 -0.16661 -0.16741 -0.19321 -0.14604
8   6   1     200  30.6931 33:32:09 -2.86188028970E+05 -2.85307067580E+05  0.08157  0.09738 -0.01006  0.07702 -0.07874 -0.11118 -0.03298 -0.03011 -0.12738 -0.15565 -0.14604 -0.16661 -0.16741 -0.18341 -0.12278 -0.19321
8   6   1     400  35.3234 33:32:09 -2.73316752511E+05 -2.70861428594E+05 -0.01006  0.08157  0.07702 -0.07874 -0.11118 -0.03298  0.09738 -0.03011 -0.14604 -0.12738 -0.16661 -0.16741 -0.18341 -0.12278 -0.15565 -0.19321
8   6   1     800  33.9152 33:32:09 -2.63932756490E+05 -2.62219473730E+05 -0.01006 -0.03298  0.07702  0.09738 -0.07874 -0.11118 -0.03011  0.08157 -0.14604 -0.12278 -0.16661 -0.15565 -0.16741 -0.18341 -0.19321 -0.12738
8   6   1    1600  32.7715 34:32:09 -2.59821890639E+05 -2.56605585851E+05  0.08157  0.07702 -0.01006 -0.03298 -0.03011 -0.11118  0.09738 -0.07874 -0.12738 -0.16661 -0.14604 -0.12278 -0.19321 -0.18341 -0.15565 -0.16741
8   6   1    3200  30.8557 34:32:09 -2.64214690086E+05 -2.56605585851E+05  0.07702 -0.03298  0.08157 -0.03011 -0.11118 -0.01006 -0.07874  0.09738 -0.16661 -0.12278 -0.12738 -0.19321 -0.18341 -0.14604 -0.16741 -0.15565
8   6   1    6400  30.2093 34:32:09 -2.58626988131E+05 -2.56561934952E+05  0.07702 -0.03298 -0.07874  0.08157 -0.03011  0.09738 -0.11118 -0.01006 -0.16661 -0.12278 -0.16741 -0.12738 -0.19321 -0.15565 -0.18341 -0.14604
8   6   1   12800  29.1751 34:32:09 -2.59109037597E+05 -2.56518694428E+05  0.37372  0.35403  0.04323  0.04525  0.03360  0.40437  0.44158  0.04170 -0.26014 -0.20980 -0.87456 -0.92928 -0.84593 -0.43251 -0.18525 -0.90619
8   6   2   24000  31.3131 35:32:09 -2.59726071108E+05 -2.56358917657E+05 -0.00643  0.52962  0.34250  0.38331 -0.00177 -0.00096  0.38646  0.36429 -0.92209 -0.87046 -0.29535 -0.22814 -0.84433 -0.87540 -0.31243 -0.24881
8   6   2   25600  30.0349 35:32:09 -2.59413937382E+05 -2.55918657856E+05 -0.00643  0.52962  0.38331  0.36429  0.38646 -0.00177 -0.00096  0.34250 -0.92209 -0.87046 -0.22814 -0.24881 -0.31243 -0.84433 -0.87540 -0.29535
8   6   2   51200  26.2757 36:32:09 -2.61687612435E+05 -2.53999947453E+05  0.38413  0.37176  0.32796 -0.02864  1.00000 -0.03244  1.00000  0.43963 -0.22496 -0.23901 -0.33409 -0.87853  0.00000 -0.91345  0.00000 -0.46754
8   6   3   60000  19.9390 37:32:09 -2.53423292571E+05 -2.52316818631E+05  0.36349  1.00000  0.23486 -0.18505  0.32170  1.00000  0.49409  1.00000 -0.21046  0.00000 -0.31414 -0.87834 -0.17909  0.00000 -0.87945  0.00000
8   6   4   92000  17.6652 39:32:09 -2.55938369336E+05 -2.51447106431E+05  0.34520  0.22052  1.00000 -0.17779  1.00000  0.54632  1.00000  0.39211 -0.20641 -0.30622  0.00000 -0.90822  0.00000 -0.90489  0.00000 -0.54822
8   6   5  102400  14.1486 39:32:09 -2.56420715070E+05 -2.51447106431E+05  0.48993  0.34837 -0.00991  1.00000  1.00000 -0.03087  1.00000  0.56756 -0.23713 -0.28191 -0.90079  0.00000  0.00000 -0.89993  0.00000 -0.87945
8   6   6  122328   0.8000 40:32:09 -2.55039994439E+05 -2.51447106431E+05  0.39892  0.27523  1.00000 -0.10911  1.00000  1.00000  1.00000  0.52514 -0.22746 -0.33362  0.00000 -0.88929  0.00000  0.00000  0.00000 -0.87945
8   6   6  128000   8.8399 41:32:09 -2.55988902349E+05 -2.51447106431E+05  0.33812  0.31689  1.00000 -0.09857  1.00000  1.00000  0.38459  1.00000 -0.23994 -0.43727  0.00000 -0.90370  0.00000  0.00000 -0.22755  0.00000
8   6   7  138130   2.7000 41:32:09 -2.56078979967E+05 -2.51447106431E+05  0.40117  0.49595  1.00000  0.01191  1.00000  0.01658  1.00000  0.46334 -0.24592 -0.66228  0.00000 -0.88245  0.00000 -0.93263  0.00000 -0.46754
8   6   8  162947   0.1000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6  10  165577   0.0000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6  11  166443   0.0000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6  12  167315   0.0000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6  13  168200   0.0000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6  14  169089   0.0000 42:32:09 -2.54991668114E+05 -2.51447106431E+05  0.34496  0.44864 -0.08050  1.00000  1.00000  1.00000  1.00000  0.41297 -0.24592 -0.66228 -0.89065  0.00000  0.00000  0.00000  0.00000 -0.46754
8   6 200  169091   0.0000 42:32:09 -2.51447106431E+05 -2.51447106431E+05  1.00000  0.34496  1.00000 -0.08050  0.44864  1.00000  0.41297  1.00000  0.00000 -0.24592  0.00000 -0.89065 -0.66228  0.00000 -0.46754  0.00000
