K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   1   1       0   1.0000 03:15:09 -3.09350391393E+05 -3.09350391393E+05 -0.03466 -0.06533  0.03078  0.05179 -0.12584 -0.19943 -0.12746 -0.16270
4   1   1     100   1.0000 03:15:09 -3.07339527620E+05 -3.07339527620E+05 -0.03466 -0.06533  0.03078  0.05179 -0.12584 -0.19943 -0.12746 -0.16270
4   1   1     200  22.1675 03:15:09 -2.75472311448E+05 -2.75472311448E+05 -0.03466  0.05179  0.03078 -0.06533 -0.12584 -0.16270 -0.12746 -0.19943
4   1   1     400  24.8139 03:15:09 -2.54317919744E+05 -2.53804876732E+05  0.03078 -0.06533 -0.03466  0.05179 -0.12746 -0.19943 -0.12584 -0.16270
4   1   1     800  25.6538 03:15:09 -2.54524321501E+05 -2.50230462795E+05  0.03078  0.05179 -0.06533 -0.03466 -0.12746 -0.16270 -0.19943 -0.12584
4   1   1    1600  26.3880 03:15:09 -2.48658889364E+05 -2.47835847304E+05  0.03078  0.05179 -0.03466 -0.06533 -0.12746 -0.16270 -0.12584 -0.19943
4   1   1    3200  25.1951 03:15:09 -2.50116200680E+05 -2.46860240648E+05  0.45001  0.37348  0.03605  0.04049 -0.17995 -0.31325 -0.90697 -0.84080
4   1   1    6400  23.5046 03:15:09 -2.54141861917E+05 -2.46860240648E+05  0.37301  0.45304  0.03929  0.04182 -0.32229 -0.20112 -0.88350 -0.90845
4   1   2   12800  22.3869 03:15:09 -2.49811902093E+05 -2.46860240648E+05  0.44727  0.37361  0.03808  0.03562 -0.17398 -0.30051 -0.85211 -0.90663
4   1   3   25600  16.9710 04:15:09 -2.45213223265E+05 -2.42734414846E+05  0.33274  0.49415 -0.07726  0.34282 -0.22831 -0.86248 -0.88868 -0.29224
4   1   4   32000   9.4946 05:15:09 -2.43515904514E+05 -2.41851067286E+05  0.37944  0.27921 -0.10561  0.39881 -0.22568 -0.32496 -0.88868 -0.46754
4   1   5   51200  10.3143 06:15:09 -2.43798390384E+05 -2.41438325928E+05  0.39965  0.27339  0.39600 -0.11079 -0.23941 -0.30818 -0.46754 -0.88868
4   1   6   60000   9.5206 07:15:09 -2.43884236264E+05 -2.41438325928E+05  0.38507  0.27973 -0.10436  0.39949 -0.22316 -0.34792 -0.88868 -0.46754
4   1   9   92000   5.6469 09:15:09 -2.41610466830E+05 -2.41390386239E+05  0.40017  0.27675 -0.10862  0.39718 -0.22877 -0.33716 -0.88868 -0.46754
4   1  10  102400   4.9400 09:15:09 -2.42384363929E+05 -2.41390386239E+05  0.42114  0.27155 -0.11460  0.39392 -0.24452 -0.31534 -0.88868 -0.46754
4   1  11  104925   4.8000 10:15:09 -2.42384847144E+05 -2.41390386239E+05  0.39557  0.28180 -0.10393  0.39973 -0.22024 -0.37805 -0.88868 -0.46754
4   1  12  113017   2.9000 10:15:09 -2.41741245398E+05 -2.41390386239E+05  0.40235  0.27936 -0.10623  0.39848 -0.22769 -0.36249 -0.88868 -0.46754
4   1  12  120000   3.0941 11:15:09 -2.41653092973E+05 -2.41390386239E+05  0.40328  0.28046 -0.10620  0.39849 -0.23207 -0.36208 -0.88868 -0.46754
4   1  14  132407   2.8000 11:15:09 -2.41438325928E+05 -2.41390386239E+05  0.40801  0.27710 -0.10859  0.39719 -0.23743 -0.34434 -0.88868 -0.46754
4   1  15  148000   2.4736 13:15:09 -2.41438325928E+05 -2.41390386239E+05  0.40813  0.27723 -0.10860  0.39719 -0.23326 -0.34843 -0.88868 -0.46754
4   1  17  162972   1.0000 14:15:09 -2.41438325928E+05 -2.41390386239E+05  0.40182  0.28099 -0.10624  0.39847 -0.22913 -0.36310 -0.88868 -0.46754
4   1 200  170185   0.0000 14:15:09 -2.41390386239E+05 -2.41390386239E+05  0.39709  0.28396 -0.10390  0.39974 -0.22307 -0.38244 -0.88868 -0.46754
