K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5  10   1       0   1.0000 14:21:09 -3.09730897859E+05 -3.09730897859E+05 -0.14320  0.03439  0.14359 -0.08263  0.04992 -0.19897 -0.10370 -0.18451 -0.14395 -0.17017
5  10   1     100   3.8835 14:21:09 -3.03032746401E+05 -3.03032746401E+05 -0.14320  0.03439  0.14359 -0.08263  0.04992 -0.19897 -0.10370 -0.18451 -0.14395 -0.17017
5  10   1     200  28.2927 14:21:09 -2.62566107447E+05 -2.62566107447E+05  0.14359 -0.14320 -0.08263  0.03439  0.04992 -0.18451 -0.19897 -0.14395 -0.10370 -0.17017
5  10   1     400  27.4074 14:21:09 -2.50446363691E+05 -2.50446363691E+05 -0.14320  0.14359 -0.08263  0.03439  0.04992 -0.19897 -0.18451 -0.14395 -0.10370 -0.17017
5  10   1     800  34.6584 14:21:09 -2.51512403336E+05 -2.50080926386E+05  0.03439  0.14359 -0.14320 -0.08263  0.04992 -0.10370 -0.18451 -0.19897 -0.14395 -0.17017
5  10   1    1600  36.6355 14:21:09 -2.53885184872E+05 -2.49704755608E+05  0.04992  0.03439  0.14359 -0.14320 -0.08263 -0.17017 -0.10370 -0.18451 -0.19897 -0.14395
5  10   1    3200  34.6958 14:21:09 -2.53154195836E+05 -2.46714981538E+05  0.34764  0.25629  0.25897  0.40978 -0.14352 -0.22274 -0.26082 -0.29762 -0.54822 -0.88868
5  10   1    6400  35.6596 14:21:09 -2.54851669291E+05 -2.46374988267E+05  0.27595  0.33435  1.00000  0.26001 -0.13199 -0.21448 -0.15180  0.00000 -0.14424 -0.88868
5  10   2   12800  37.7877 15:21:09 -2.53088484642E+05 -2.46374988267E+05  0.33427  0.27050  0.23216 -0.17540  0.26817 -0.18345 -0.23495 -0.29119 -0.88868 -0.20364
5  10   3   25600  33.3333 16:21:09 -2.54232951187E+05 -2.46374988267E+05  0.34002  0.45398  1.00000 -0.08066  0.32832 -0.26606 -0.70561  0.00000 -0.88868 -0.22694
5  10   4   28000  41.9398 16:21:09 -2.50788815645E+05 -2.46374988267E+05  0.45398  0.34002 -0.08066  0.32832  1.00000 -0.70561 -0.26606 -0.88868 -0.22694  0.00000
5  10   5   51200  28.1217 17:21:09 -2.49824217541E+05 -2.45129933444E+05  0.38498  0.41700  0.36358  0.00712  0.00470 -0.32759 -0.22809 -0.37707 -0.87777 -0.89146
5  10   6   60000  24.1970 18:21:09 -2.49687015310E+05 -2.43778352045E+05  0.31651  0.26295 -0.15556  0.30184  0.32099 -0.22779 -0.38971 -0.88868 -0.18980 -0.33408
5  10   8   88000  17.7848 20:21:09 -2.47384469898E+05 -2.42093737257E+05  0.33090 -0.14605  0.30355  0.30804  0.40501 -0.16274 -0.88868 -0.41745 -0.24923 -0.54133
5  10   9  102400   9.5994 21:21:09 -2.43944733058E+05 -2.41890598546E+05  0.37400  0.22855  0.54471 -0.18223  0.38979 -0.21290 -0.34007 -0.90511 -0.88868 -0.54822
5  10  10  108015   6.8000 21:21:09 -2.43199875490E+05 -2.41887525300E+05  0.38295  0.22465  0.54315 -0.18598  0.35511 -0.21933 -0.31548 -0.90489 -0.88868 -0.46754
5  10  10  120000   7.8259 22:21:09 -2.42160823779E+05 -2.41844768940E+05  0.36737  0.22871  0.54517 -0.18074  0.35796 -0.19400 -0.35259 -0.90489 -0.88868 -0.46754
5  10  11  125785   6.4000 22:21:09 -2.43934379211E+05 -2.41844768940E+05  0.35821  0.24287  0.48977 -0.17143  0.36302 -0.20620 -0.39310 -0.68326 -0.88868 -0.46754
5  10  12  143700  10.4000 23:21:09 -2.43919525737E+05 -2.41821351199E+05  0.39545  0.41955  0.27902 -0.13653  0.38200 -0.21052 -0.66228 -0.33193 -0.88868 -0.46754
5  10  12  148000   8.5535 24:21:09 -2.44688817105E+05 -2.41821351199E+05  0.43359  0.41774  0.28552 -0.14008  0.38007 -0.24003 -0.66228 -0.29971 -0.88868 -0.46754
5  10  13  151907   6.9000 24:21:09 -2.43125594663E+05 -2.41821351199E+05  0.40504  0.42032  0.26677 -0.13502  0.38282 -0.23913 -0.66228 -0.34044 -0.88868 -0.46754
5  10  14  172000   4.2849 26:21:09 -2.42507997879E+05 -2.41821351199E+05  0.36587  0.23438  0.54613 -0.17825  0.35932 -0.20489 -0.37129 -0.90489 -0.88868 -0.46754
5  10  15  177896   4.4000 26:21:09 -2.42157933554E+05 -2.41821351199E+05  0.36822  0.23453  0.54613 -0.17826  0.35931 -0.21135 -0.36995 -0.90489 -0.88868 -0.46754
5  10  16  195725   3.9000 27:21:09 -2.42135326410E+05 -2.41821351199E+05  0.36693  0.23459  0.54613 -0.17825  0.35931 -0.20978 -0.36931 -0.90489 -0.88868 -0.46754
5  10  16  200000   3.8696 28:21:09 -2.41887525300E+05 -2.41821351199E+05  0.38958  0.22616  0.54354 -0.18497  0.35566 -0.21862 -0.33408 -0.90489 -0.88868 -0.46754
5  10  17  203826   4.4000 28:21:09 -2.41844768940E+05 -2.41821351199E+05  0.39163  0.22530  0.54350 -0.18508  0.35560 -0.22560 -0.33115 -0.90489 -0.88868 -0.46754
5  10  18  221521   2.7000 29:21:09 -2.41917670559E+05 -2.41821351199E+05  0.37400  0.23240  0.54561 -0.17960  0.35858 -0.21292 -0.36418 -0.90489 -0.88868 -0.46754
5  10  18  228000   2.7544 30:21:09 -2.41928779531E+05 -2.41821351199E+05  0.39326  0.22535  0.54350 -0.18508  0.35560 -0.21757 -0.33757 -0.90489 -0.88868 -0.46754
5  10  19  229572   2.4000 30:21:09 -2.42065980163E+05 -2.41821351199E+05  0.36964  0.23502  0.54612 -0.17827  0.35931 -0.21181 -0.37272 -0.90489 -0.88868 -0.46754
5  10  20  247410   3.1000 31:21:09 -2.41821351199E+05 -2.41821351199E+05  0.35997  0.23880  0.54714 -0.17564  0.36074 -0.20236 -0.39219 -0.90489 -0.88868 -0.46754
5  10  21  255430   2.4000 32:21:09 -2.42079293552E+05 -2.41821351199E+05  0.37740  0.23141  0.54509 -0.18095  0.35785 -0.21644 -0.35544 -0.90489 -0.88868 -0.46754
5  10  21  256000   2.5176 32:21:09 -2.42188889135E+05 -2.41821351199E+05  0.37740  0.23141  0.54509 -0.18095  0.35785 -0.21644 -0.35544 -0.90489 -0.88868 -0.46754
5  10  22  273274   1.4000 33:21:09 -2.42007021773E+05 -2.41821351199E+05  0.37740  0.23141  0.54509 -0.18095  0.35785 -0.21644 -0.35544 -0.90489 -0.88868 -0.46754
5  10  22  280000   1.8264 34:21:09 -2.42091910991E+05 -2.41821351199E+05  0.38091  0.23042  0.54458 -0.18229  0.35712 -0.22448 -0.34421 -0.90489 -0.88868 -0.46754
5  10 200  280562   0.0000 34:21:09 -2.41821351199E+05 -2.41821351199E+05  0.38091  0.23042  0.54458 -0.18229  0.35712 -0.22448 -0.34421 -0.90489 -0.88868 -0.46754
