 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   5   1       0   1.0000 57:57:10 -4.54571755142E+05 -4.54571755142E+05  0.02265  0.04167 -0.06002  0.02486  0.08952 -0.07521 -0.12846  0.03147 -0.06593  0.03212 -0.06057 -0.10938 -0.10564 -0.04326 -0.18410 -0.18224 -0.12822 -0.11740 -0.15926 -0.10261
10   5   1     100   2.9412 57:57:10 -4.53854408293E+05 -4.53854408293E+05  0.02265  0.04167 -0.06002  0.02486  0.08952 -0.07521 -0.12846  0.03147 -0.06593  0.03212 -0.06057 -0.10938 -0.10564 -0.04326 -0.18410 -0.18224 -0.12822 -0.11740 -0.15926 -0.10261
10   5   1     200  42.0792 57:57:10 -4.23400033176E+05 -4.23382848726E+05  0.03212  0.08952 -0.12846  0.03147  0.04167  0.02265 -0.07521  0.02486 -0.06002 -0.06593 -0.10261 -0.18410 -0.12822 -0.11740 -0.10938 -0.06057 -0.18224 -0.04326 -0.10564 -0.15926
10   5   1     400  46.2687 57:57:10 -3.94465845977E+05 -3.94106412303E+05 -0.06002  0.03212  0.08952  0.03147 -0.12846  0.02486 -0.07521  0.04167  0.02265 -0.06593 -0.10564 -0.10261 -0.18410 -0.11740 -0.12822 -0.04326 -0.18224 -0.10938 -0.06057 -0.15926
10   5   1     800  43.8903 57:57:10 -3.83883480679E+05 -3.83883480679E+05 -0.06002  0.08952  0.03212  0.02486 -0.07521  0.04167  0.02265 -0.12846  0.03147 -0.06593 -0.10564 -0.18410 -0.10261 -0.04326 -0.18224 -0.10938 -0.06057 -0.12822 -0.11740 -0.15926
10   5   1    1600  33.5206 57:57:10 -3.82941584966E+05 -3.80305098211E+05 -0.06002  0.02486  0.04167 -0.07521  0.03212  0.08952  0.02265 -0.12846 -0.06593  0.03147 -0.10564 -0.04326 -0.10938 -0.18224 -0.10261 -0.18410 -0.06057 -0.12822 -0.15926 -0.11740
10   5   1    3200  38.1636 57:57:10 -3.82651912091E+05 -3.79598585291E+05  0.03212 -0.06593 -0.12846  0.04167  0.02486  0.08952 -0.07521  0.02265 -0.06002  0.03147 -0.10261 -0.15926 -0.12822 -0.10938 -0.04326 -0.18410 -0.18224 -0.06057 -0.10564 -0.11740
10   5   2    6400  43.1056 58:57:10 -3.82131963945E+05 -3.78307974019E+05  0.04167  0.03212 -0.07521  0.02265 -0.06002 -0.06593  0.08952  0.02486 -0.12846  0.03147 -0.10938 -0.10261 -0.18224 -0.06057 -0.10564 -0.15926 -0.18410 -0.04326 -0.12822 -0.11740
10   5   3   12800  15.6558 58:57:10 -3.83841605273E+05 -3.73818632278E+05  0.39362  0.04428  0.04385  0.03338  1.00000  0.04753  1.00000  0.38163  0.43074  0.58780 -0.18020 -0.90795 -0.81694 -0.87756  0.00000 -0.95732  0.00000 -0.18744 -0.32336 -0.88116
10   5   3   25600  18.8847 59:57:10 -3.79959532240E+05 -3.72745553513E+05  0.48118  1.00000  1.00000  0.00554  0.38919  0.01672  1.00000  0.35931  1.00000  1.00000 -0.54669  0.00000  0.00000 -0.89354 -0.18948 -0.96079  0.00000 -0.21102  0.00000  0.00000
10   5   3   28000  20.8331 59:57:10 -3.83025484696E+05 -3.72745553513E+05  1.00000  0.48118  1.00000  0.38919  0.01672  1.00000  0.00554  1.00000  1.00000  0.35931  0.00000 -0.54669  0.00000 -0.18948 -0.96079  0.00000 -0.89354  0.00000  0.00000 -0.21102
10   5   3   51200  25.5945 00:58:10 -3.78836876104E+05 -3.72163235262E+05  0.44301  0.34971  1.00000  1.00000 -0.00097  1.00000  1.00000 -0.00781  1.00000  0.56778 -0.21542 -0.22544  0.00000  0.00000 -0.91461  0.00000  0.00000 -0.91711  0.00000 -0.88116
10   5   4   64000  26.9105 01:58:10 -3.86615034234E+05 -3.72163235262E+05  0.40192  1.00000  0.04605  1.00000  0.03845  0.38169  1.00000  1.00000  1.00000  1.00000 -0.17549  0.00000 -0.91493  0.00000 -0.91604 -0.20335  0.00000  0.00000  0.00000  0.00000
10   5   5  104000  26.6150 03:58:10 -3.82109373333E+05 -3.71364311470E+05  0.50108  0.42201  1.00000  0.03880  0.03704  1.00000  1.00000  0.03670  1.00000  0.37990 -0.55353 -0.19409  0.00000 -0.80595 -0.90080  0.00000  0.00000 -0.82653  0.00000 -0.22018
