K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   6   1       0   1.0000 13:51:10 -4.46474848283E+05 -4.46474848283E+05  0.08784  0.07462  0.16226  0.06603  0.02890 -0.02783 -0.03800 -0.19399 -0.13521 -0.18452 -0.08443 -0.05947 -0.14328 -0.14964 -0.13751 -0.12464 -0.13451 -0.16379
9   6   1     100   1.0000 13:51:10 -4.43965149216E+05 -4.43965149216E+05  0.08784  0.07462  0.16226  0.06603  0.02890 -0.02783 -0.03800 -0.19399 -0.13521 -0.18452 -0.08443 -0.05947 -0.14328 -0.14964 -0.13751 -0.12464 -0.13451 -0.16379
9   6   1     200  35.0000 13:51:10 -4.17640399475E+05 -4.17640399475E+05  0.08784  0.16226 -0.02783  0.02890  0.07462 -0.19399 -0.13521  0.06603 -0.03800 -0.18452 -0.05947 -0.13751 -0.14964 -0.08443 -0.13451 -0.16379 -0.14328 -0.12464
9   6   1     400  40.2500 13:51:10 -3.90525526188E+05 -3.90525526188E+05  0.08784  0.16226  0.07462 -0.02783  0.02890 -0.19399 -0.03800  0.06603 -0.13521 -0.18452 -0.05947 -0.08443 -0.13751 -0.14964 -0.13451 -0.12464 -0.14328 -0.16379
9   6   1     800  42.0000 13:51:10 -3.83120083626E+05 -3.81218817147E+05  0.07462  0.08784  0.16226 -0.13521 -0.03800 -0.19399  0.06603 -0.02783  0.02890 -0.08443 -0.18452 -0.05947 -0.16379 -0.12464 -0.13451 -0.14328 -0.13751 -0.14964
9   6   1    1600  41.2500 13:51:10 -3.80903274611E+05 -3.75327417997E+05  0.08784  0.16226 -0.13521 -0.19399  0.07462  0.06603 -0.02783 -0.03800  0.02890 -0.18452 -0.05947 -0.16379 -0.13451 -0.08443 -0.14328 -0.13751 -0.12464 -0.14964
9   6   1    3200  36.5000 13:51:10 -3.84290385159E+05 -3.72605284935E+05  0.16226  0.08784 -0.03800 -0.13521 -0.19399  0.07462  0.06603  0.02890 -0.02783 -0.05947 -0.18452 -0.12464 -0.16379 -0.13451 -0.08443 -0.14328 -0.14964 -0.13751
9   6   1    6400  37.7031 13:51:10 -3.78421374283E+05 -3.72605284935E+05  0.07462  0.16226 -0.03800  0.06603  0.08784 -0.02783 -0.13521 -0.19399  0.02890 -0.08443 -0.05947 -0.12464 -0.14328 -0.18452 -0.13751 -0.16379 -0.13451 -0.14964
9   6   2   12800  16.2222 13:51:10 -3.75703139271E+05 -3.72166747633E+05  0.32645 -0.03239  0.44951  0.27815  0.35283 -0.02760  0.44485 -0.02527  0.55718 -0.18987 -0.87078 -0.59934  0.00620 -0.20403 -0.89944 -0.24245 -0.90360 -0.88116
9   6   2   25600  33.6200 14:51:10 -3.75826085029E+05 -3.70974366009E+05  0.41433  0.34149  0.41708 -0.01303 -0.01235  0.31555 -0.03190  0.40290  1.00000 -0.13919 -0.24609 -0.24213 -0.88456 -0.92034 -0.04044 -0.83296 -0.33388  0.00000
