K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   3   1       0   1.0000 54:29:10 -4.38605014058E+05 -4.38605014058E+05 -0.11819  0.00996 -0.02145  0.01368  0.15373 -0.04100 -0.13252 -0.15898 -0.12829 -0.09669 -0.17530 -0.09426
6   3   1     100   1.9802 54:29:10 -4.38337903650E+05 -4.38337903650E+05 -0.11819  0.00996 -0.02145  0.01368  0.15373 -0.04100 -0.13252 -0.15898 -0.12829 -0.09669 -0.17530 -0.09426
6   3   1     200  28.2178 54:29:10 -4.06300515442E+05 -4.06224492882E+05 -0.11819 -0.04100  0.00996 -0.02145  0.15373  0.01368 -0.13252 -0.09426 -0.15898 -0.12829 -0.17530 -0.09669
6   3   1     400  33.3333 54:29:10 -3.79172717431E+05 -3.77679856063E+05 -0.04100  0.15373 -0.02145  0.01368 -0.11819  0.00996 -0.09426 -0.17530 -0.12829 -0.09669 -0.13252 -0.15898
6   3   1     800  39.1521 54:29:10 -3.69980355986E+05 -3.68353622772E+05  0.15373  0.00996 -0.02145  0.01368 -0.11819 -0.04100 -0.17530 -0.15898 -0.12829 -0.09669 -0.13252 -0.09426
6   3   1    1600  35.7054 54:29:10 -3.68041133443E+05 -3.63884957933E+05 -0.02145  0.00996  0.15373  0.01368 -0.11819 -0.04100 -0.12829 -0.15898 -0.17530 -0.09669 -0.13252 -0.09426
6   3   1    3200  33.5103 54:29:10 -3.66996801048E+05 -3.62362755941E+05 -0.02145  0.15373 -0.11819  0.01368  0.00996 -0.04100 -0.12829 -0.17530 -0.13252 -0.09669 -0.15898 -0.09426
6   3   1    6400  32.3336 54:29:10 -3.70993170098E+05 -3.62362755941E+05  0.31955  0.36229 -0.04036 -0.04258  0.33856  0.39091 -0.19315 -0.17046 -0.83814 -0.91535 -0.18459 -0.21460
6   3   1   12800  34.4399 55:29:10 -3.76585300545E+05 -3.62362755941E+05  0.32322  0.33157  0.33061 -0.03880 -0.03631  0.41017 -0.06323 -0.17932 -0.13344 -0.90519 -0.84806 -0.40438
6   3   3   25600  24.5614 55:29:10 -3.62159511260E+05 -3.61659174192E+05  0.36902  0.32160 -0.03757 -0.04526  0.37955  0.33824 -0.22318 -0.22023 -0.89658 -0.87818 -0.14737 -0.16365
6   3   3   28000  30.2171 56:29:10 -3.66607457460E+05 -3.61638721129E+05  0.33136  0.36293 -0.03790 -0.04367  0.55216  0.46985 -0.21111 -0.19672 -0.93080 -0.82832 -0.88116 -0.56734
6   3   6   51200  12.4578 57:29:10 -3.62598942989E+05 -3.58750052822E+05  0.03531  0.47259  0.37361  0.03452  1.00000  1.00000 -0.81960 -0.47348 -0.16116 -0.89069  0.00000  0.00000
6   3   6   56000  22.6693 58:29:10 -3.64178322448E+05 -3.58750052822E+05  0.39607  0.35789  0.00859  1.00000 -0.01136  0.45656 -0.19350 -0.21261 -0.90806  0.00000 -0.88689 -0.47348
6   3   7   80000  22.3196 00:30:10 -3.59702060310E+05 -3.57328984072E+05  0.33214  0.30207 -0.08941  1.00000  1.00000  0.40305 -0.20781 -0.21256 -0.89199  0.00000  0.00000 -0.47348
