K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   1   1       0   1.0000 43:20:10 -4.33036016677E+05 -4.33036016677E+05 -0.05031  0.11332 -0.08394  0.01957 -0.12274 -0.10405 -0.15438 -0.13275
4   1   1     100   1.9802 43:20:10 -4.31096764691E+05 -4.31096764691E+05 -0.05031  0.11332 -0.08394  0.01957 -0.12274 -0.10405 -0.15438 -0.13275
4   1   1     200  31.0345 43:20:10 -4.00529342385E+05 -4.00008241526E+05  0.11332 -0.05031 -0.08394  0.01957 -0.10405 -0.12274 -0.15438 -0.13275
4   1   1     400  27.2953 43:20:10 -3.75988778683E+05 -3.75988778683E+05  0.11332 -0.08394 -0.05031  0.01957 -0.10405 -0.15438 -0.12274 -0.13275
4   1   1     800  20.8128 43:20:10 -3.64071098571E+05 -3.62200589264E+05  0.01957  0.11332 -0.05031 -0.08394 -0.13275 -0.10405 -0.12274 -0.15438
4   1   1    1600  19.4900 43:20:10 -3.60124078793E+05 -3.58947084709E+05  0.11332  0.01957 -0.05031 -0.08394 -0.10405 -0.13275 -0.12274 -0.15438
4   1   1    3200  23.2246 43:20:10 -3.62212649274E+05 -3.58947084709E+05  0.37195  0.42703  0.04041  0.02767 -0.17836 -0.18634 -0.91357 -0.79702
4   1   1    6400  27.0792 43:20:10 -3.65218555409E+05 -3.58947084709E+05  0.39985  0.37441  0.04358  0.03817 -0.12865 -0.20671 -0.89886 -0.88317
4   1   2   12800  34.7335 44:20:10 -3.70944007909E+05 -3.58746398868E+05  0.37333  0.41706  0.03766  0.04085 -0.19060 -0.16432 -0.89503 -0.88517
4   1   3   25600  29.5835 45:20:10 -3.64544276237E+05 -3.56188450530E+05  0.37040  0.44143  0.04046  0.03574 -0.19616 -0.19187 -0.75968 -0.92413
4   1   3   28000  30.9304 45:20:10 -3.65700057143E+05 -3.55577336668E+05  0.24055  0.39939  0.27821 -0.10823 -0.18897 -0.21298 -0.20099 -0.88936
4   1   6   51200  26.5560 46:20:10 -3.56313138429E+05 -3.54973590356E+05  0.28311  0.36375 -0.10588  0.24196 -0.21442 -0.21521 -0.88936 -0.04554
4   1   6   56000  23.3518 47:20:10 -3.55041595295E+05 -3.53722558042E+05  0.28151  0.37342  0.39614 -0.10488 -0.20890 -0.20507 -0.47348 -0.88936
4   1   8   80000  13.3820 49:20:10 -3.55269433212E+05 -3.52687653406E+05  0.28091  0.36176 -0.10440  0.52619 -0.20510 -0.19850 -0.88936 -0.91735
4   1   9  102400  13.4867 51:20:10 -3.57429347170E+05 -3.51070050153E+05  0.29481  0.35013 -0.09659  0.40067 -0.22645 -0.20243 -0.88936 -0.47348
4   1   9  104000  13.4114 51:20:10 -3.54222287995E+05 -3.51070050153E+05  0.28754  0.38129 -0.10355  0.39686 -0.22349 -0.22528 -0.88936 -0.47348
4   1  11  128000   6.2317 53:20:10 -3.52560041230E+05 -3.50899464360E+05  0.28926  0.38247 -0.10263  0.39737 -0.23202 -0.22262 -0.88936 -0.47348
4   1  13  151566   3.0000 55:20:10 -3.51648322477E+05 -3.50792654911E+05  0.28809  0.38966 -0.10408  0.39657 -0.22828 -0.23572 -0.88936 -0.47348
4   1  13  152000   3.1414 55:20:10 -3.51615806251E+05 -3.50792654911E+05  0.28809  0.38966 -0.10408  0.39657 -0.22828 -0.23572 -0.88936 -0.47348
4   1  14  167893   2.4000 56:20:10 -3.51706618963E+05 -3.50792654911E+05  0.28812  0.38913 -0.10403  0.39660 -0.22796 -0.23524 -0.88936 -0.47348
4   1  15  176029   1.6000 56:20:10 -3.50924080610E+05 -3.50792654911E+05  0.28839  0.39350 -0.10426  0.39648 -0.23470 -0.23136 -0.88936 -0.47348
4   1  15  180000   2.3441 57:20:10 -3.51234455356E+05 -3.50792654911E+05  0.28695  0.39673 -0.10497  0.39609 -0.23190 -0.23551 -0.88936 -0.47348
4   1  17  200445   1.1000 58:20:10 -3.51066684068E+05 -3.50792654911E+05  0.28602  0.39801 -0.10570  0.39569 -0.22822 -0.23983 -0.88936 -0.47348
4   1  17  204000   1.5299 59:20:10 -3.51040895817E+05 -3.50792654911E+05  0.28599  0.40039 -0.10579  0.39564 -0.23000 -0.24071 -0.88936 -0.47348
4   1  18  216647   2.2000 59:20:10 -3.50965159602E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   1  19  224739   1.0000 00:21:10 -3.50792654911E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   1  19  228000   1.4908 01:21:10 -3.50902647888E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   1  20  241005   1.1000 02:21:10 -3.50829472214E+05 -3.50792654911E+05  0.28839  0.39350 -0.10426  0.39648 -0.23470 -0.23136 -0.88936 -0.47348
4   1  21  252000   1.1588 03:21:10 -3.50906204815E+05 -3.50792654911E+05  0.28835  0.39401 -0.10431  0.39645 -0.23399 -0.23395 -0.88936 -0.47348
4   1  22  265177   1.0000 04:21:10 -3.50792654911E+05 -3.50792654911E+05  0.28935  0.39085 -0.10355  0.39686 -0.23609 -0.22957 -0.88936 -0.47348
4   1 200  272421   0.0000 04:21:10 -3.50792654911E+05 -3.50792654911E+05  0.28599  0.40039 -0.10579  0.39564 -0.23000 -0.24071 -0.88936 -0.47348
