K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   7   1       0   1.0000 40:43:10 -4.42494007423E+05 -4.42494007423E+05  0.07784 -0.22593  0.07036 -0.00379 -0.10653 -0.01968  0.14642  0.08234 -0.10825 -0.13468 -0.16418 -0.16439 -0.13157 -0.10106 -0.13248 -0.12598
8   7   1     100   2.9126 40:43:10 -4.32801525190E+05 -4.32801525190E+05  0.07784 -0.22593  0.07036 -0.00379 -0.01968  0.14642  0.08234 -0.10653 -0.10825 -0.13468 -0.16418 -0.16439 -0.10106 -0.13248 -0.12598 -0.13157
8   7   1     200  35.2941 40:43:10 -4.04611145635E+05 -4.04611145635E+05  0.07036 -0.01968  0.14642 -0.22593  0.08234 -0.00379  0.07784 -0.10653 -0.16418 -0.10106 -0.13248 -0.13468 -0.12598 -0.16439 -0.10825 -0.13157
8   7   1     400  38.6139 40:43:10 -3.83075597477E+05 -3.83075597477E+05  0.14642  0.07036 -0.00379 -0.22593 -0.10653 -0.01968  0.07784  0.08234 -0.13248 -0.16418 -0.16439 -0.13468 -0.13157 -0.10106 -0.10825 -0.12598
8   7   1     800  36.3184 40:43:10 -3.81125038897E+05 -3.77334687629E+05  0.07036  0.14642  0.08234 -0.22593 -0.00379 -0.10653  0.07784 -0.01968 -0.16418 -0.13248 -0.12598 -0.13468 -0.16439 -0.13157 -0.10825 -0.10106
8   7   1    1600  38.8404 40:43:10 -3.74976459079E+05 -3.74976459079E+05  0.07036  0.14642  0.08234  0.07784 -0.22593 -0.00379 -0.10653 -0.01968 -0.16418 -0.13248 -0.12598 -0.10825 -0.13468 -0.16439 -0.13157 -0.10106
8   7   1    3200  40.9488 40:43:10 -3.80509482260E+05 -3.74648042349E+05  0.14642 -0.00379 -0.01968  0.07784  0.08234 -0.22593 -0.10653  0.07036 -0.13248 -0.16439 -0.10106 -0.10825 -0.12598 -0.13468 -0.13157 -0.16418
8   7   1    6400  42.4110 40:43:10 -3.80725386915E+05 -3.73445671994E+05  0.08234  0.14642 -0.22593 -0.00379 -0.10653  0.07784 -0.01968  0.07036 -0.12598 -0.13248 -0.13468 -0.16439 -0.13157 -0.10825 -0.10106 -0.16418
8   7   2   12800  30.3483 41:43:10 -3.76497366252E+05 -3.71266189110E+05  0.38369  1.00000  0.05833  0.06091  0.05851  0.05328  0.41007  0.51070 -0.18451  0.00000 -0.87444 -0.94411 -0.90877 -0.87741 -0.16748 -0.55353
8   7   2   24000  34.2251 42:43:10 -3.72214720456E+05 -3.67544970818E+05  0.35177  0.40459  0.29132 -0.00525 -0.01221 -0.00033  0.56662  0.32135 -0.22606 -0.18843 -0.07660 -0.84577 -0.86926 -0.95838 -0.88116 -0.23381
