K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   3   1       0   1.0000 51:48:10 -4.50113022019E+05 -4.50113022019E+05  0.07816 -0.10793  0.05064 -0.02239 -0.03949  0.02750  0.13739 -0.12792 -0.04839 -0.11603 -0.11841 -0.07845 -0.09648 -0.10945 -0.13264 -0.15355 -0.12821 -0.17763
9   3   1     100   1.0000 51:48:10 -4.42943183604E+05 -4.42943183604E+05  0.07816 -0.10793  0.05064  0.02750 -0.03949  0.13739 -0.12792 -0.04839 -0.02239 -0.11603 -0.11841 -0.07845 -0.13264 -0.10945 -0.15355 -0.12821 -0.17763 -0.09648
9   3   1     200  33.3333 51:48:10 -4.15651159214E+05 -4.15651159214E+05  0.07816  0.02750  0.13739 -0.10793 -0.12792  0.05064 -0.03949 -0.04839 -0.02239 -0.11603 -0.13264 -0.15355 -0.11841 -0.12821 -0.07845 -0.10945 -0.17763 -0.09648
9   3   1     400  45.1372 51:48:10 -3.88964661359E+05 -3.88784729621E+05  0.07816  0.02750  0.13739 -0.10793 -0.04839 -0.02239 -0.03949  0.05064 -0.12792 -0.11603 -0.13264 -0.15355 -0.11841 -0.17763 -0.09648 -0.10945 -0.07845 -0.12821
9   3   1     800  39.5755 51:48:10 -3.77392020275E+05 -3.77113654948E+05  0.07816  0.02750 -0.03949 -0.10793 -0.04839 -0.02239  0.13739 -0.12792  0.05064 -0.11603 -0.13264 -0.10945 -0.11841 -0.17763 -0.09648 -0.15355 -0.12821 -0.07845
9   3   1    1600  32.6671 51:48:10 -3.75220466560E+05 -3.71213612444E+05  0.13739  0.07816 -0.03949 -0.04839 -0.10793 -0.02239  0.02750 -0.12792  0.05064 -0.15355 -0.11603 -0.10945 -0.17763 -0.11841 -0.09648 -0.13264 -0.12821 -0.07845
9   3   1    3200  35.8326 51:48:10 -3.77526898397E+05 -3.71213612444E+05  0.13739  0.02750 -0.10793 -0.12792  0.07816 -0.03949 -0.02239 -0.04839  0.05064 -0.15355 -0.13264 -0.11841 -0.12821 -0.11603 -0.10945 -0.09648 -0.17763 -0.07845
9   3   1    6400  36.1975 51:48:10 -3.74683943686E+05 -3.71213612444E+05 -0.03949  0.02750 -0.10793 -0.12792 -0.02239  0.13739  0.07816 -0.04839  0.05064 -0.10945 -0.13264 -0.11841 -0.12821 -0.09648 -0.15355 -0.11603 -0.17763 -0.07845
9   3   1   12800  38.4892 51:48:10 -3.77474410485E+05 -3.71213612444E+05  0.38564  0.47884  0.54476  0.04819  0.05013 -0.11790  0.02874  0.04807  0.38481 -0.19215 -0.47348 -0.25735 -0.85657 -0.93729 -0.26874 -0.89978 -0.87444 -0.20453
9   3   3   25600  31.9874 52:48:10 -3.77880922434E+05 -3.71213612444E+05  0.41631  0.39627  0.06883  0.05643  0.06571  1.00000  0.06728  0.06630  0.59696 -0.19703 -0.18424 -0.96205 -0.79974 -0.90441  0.00000 -0.91857 -0.90824 -0.88116
9   3   3   36000  30.5646 53:48:10 -3.71558941783E+05 -3.70335138316E+05  0.39176  0.35556  0.00133  0.01208  1.00000  1.00000  1.00000  1.00000  0.57064 -0.19452 -0.20321 -0.88968 -0.96863  0.00000  0.00000  0.00000  0.00000 -0.88116
9   3   3   51200  30.3101 54:48:10 -3.79162227178E+05 -3.69674455305E+05  0.38058  0.04634  1.00000  0.05592  1.00000  1.00000  1.00000  1.00000  0.39423 -0.19973 -0.90250  0.00000 -0.96567  0.00000  0.00000  0.00000  0.00000 -0.15169
9   3   4   72000  16.2264 55:48:10 -3.69464091534E+05 -3.68768884946E+05  0.38880  1.00000  0.05809  0.06842  0.05935  1.00000  0.51076  1.00000  1.00000 -0.16106  0.00000 -0.90129 -0.96567 -0.89930  0.00000 -0.55353  0.00000  0.00000
9   3   5  102400  21.5686 56:48:10 -3.69880914804E+05 -3.67393368474E+05  0.37495  0.27075  0.47804 -0.12473  1.00000  1.00000  1.00000  0.38532  1.00000 -0.20511 -0.21461 -0.91764 -0.90476  0.00000  0.00000  0.00000 -0.47348  0.00000
9   3   5  108000  22.3801 57:48:10 -3.71247569538E+05 -3.67092547923E+05  0.27075  0.37495  1.00000 -0.12473  0.47804  1.00000  1.00000  1.00000  0.38532 -0.21461 -0.20511  0.00000 -0.90476 -0.91764  0.00000  0.00000  0.00000 -0.47348
9   3   6  126902  15.1000 58:48:10 -3.68871565512E+05 -3.67092547923E+05  0.38403  0.28765 -0.10504  1.00000  1.00000  1.00000  1.00000  1.00000  0.39706 -0.21824 -0.23143 -0.87615  0.00000  0.00000  0.00000  0.00000  0.00000 -0.47348
9   3   6  144000  17.8903 59:48:10 -3.70782664095E+05 -3.66681943354E+05  0.29087  0.35038 -0.09894  1.00000  1.00000  1.00000  1.00000  0.52696  1.00000 -0.22555 -0.19551 -0.90460  0.00000  0.00000  0.00000  0.00000 -0.88116  0.00000
9   3   7  172000  13.2154 01:49:10 -3.69042608208E+05 -3.66111954504E+05  0.26191  0.31971 -0.14641  1.00000  1.00000  0.57843  0.50524  1.00000  1.00000 -0.24479 -0.19793 -0.89199  0.00000  0.00000 -0.83914 -0.88116  0.00000  0.00000
9   3   7  204000  11.7110 03:49:10 -3.64505754468E+05 -3.63039647651E+05  0.31942  0.39233 -0.06288  0.47602 -0.06137  1.00000  1.00000  0.41785  0.30860 -0.24989 -0.22391 -0.88545 -0.36313 -0.92797  0.00000  0.00000 -0.47348 -0.45639
9   3   7  232000  11.3193 05:49:10 -3.64769279041E+05 -3.60552984852E+05  0.22828  0.30220  0.53189 -0.20003  0.39475  1.00000  1.00000  1.00000  0.34223 -0.24912 -0.20208 -0.90638 -0.90540 -0.39850  0.00000  0.00000  0.00000 -0.47348
9   3   8  234626   5.3000 05:49:10 -3.61501985062E+05 -3.60552984852E+05  1.00000  0.30220  0.22828  0.53189 -0.20003  0.39475  1.00000  1.00000  0.34223  0.00000 -0.20208 -0.24912 -0.90638 -0.90540 -0.39850  0.00000  0.00000 -0.47348
9   3   8  268000   6.9597 07:49:10 -3.61709370380E+05 -3.58406744781E+05  1.00000  0.39024  0.52028 -0.23341  0.37783  0.20207  0.22942  0.32592  1.00000  0.00000 -0.24167 -0.90638 -0.90476 -0.41775 -0.24443 -0.27247 -0.47348  0.00000
9   3   9  285533   3.5000 08:49:10 -3.59384736766E+05 -3.58406744781E+05  0.45068  0.32823  0.19745  0.51630 -0.24016  1.00000  0.37459  1.00000  0.32033 -0.67994 -0.20995 -0.26285 -0.90638 -0.90887  0.00000 -0.39850  0.00000 -0.47348
9   3   9  308000   3.6071 09:49:10 -3.59687542143E+05 -3.58406744781E+05  0.50484  0.30284  0.20083  0.51654 -0.23938  1.00000  0.37490  1.00000  0.32066 -0.87135 -0.18533 -0.27250 -0.90638 -0.90540  0.00000 -0.39850  0.00000 -0.47348
9   3  10  311498   3.3000 09:49:10 -3.59716160316E+05 -3.58406744781E+05  0.50484  0.30284  0.20083  0.51654 -0.23938  0.37490  1.00000  1.00000  0.32066 -0.87135 -0.18533 -0.27250 -0.90638 -0.90540 -0.39850  0.00000  0.00000 -0.47348
9   3  12  341831   1.7000 11:49:10 -3.59584490706E+05 -3.58406744781E+05  0.38093  0.32802  0.20040  0.51720 -0.23800  1.00000  0.37575  1.00000  0.32159 -0.43677 -0.22600 -0.26848 -0.90638 -0.89421  0.00000 -0.39850  0.00000 -0.47348
