K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   9   1       0   1.0000 18:18:10 -4.27395167898E+05 -4.27395167898E+05 -0.03031  0.02775 -0.11688 -0.14078
2   9   1     100   0.0000 18:18:10 -4.27395167898E+05 -4.27395167898E+05 -0.03031  0.02775 -0.11688 -0.14078
2   9   1     200  32.5000 18:18:10 -3.85081771308E+05 -3.85081771308E+05  0.02775 -0.03031 -0.14078 -0.11688
2   9   1     400  18.7500 18:18:10 -3.63668738500E+05 -3.63668738500E+05  0.02775 -0.03031 -0.14078 -0.11688
2   9   1     800  11.0000 18:18:10 -3.68871609744E+05 -3.62334060158E+05  0.02775 -0.03031 -0.14078 -0.11688
2   9   1    1600  24.0625 18:18:10 -4.16948853223E+05 -3.62334060158E+05  0.34588 -0.00215 -0.14153 -0.75959
2   9   2    3200  74.5683 18:18:10 -4.12772761353E+05 -3.62334060158E+05  0.19974 -0.15431 -0.15794 -0.15535
2   9   5    6400  42.0863 18:18:10 -3.93591386342E+05 -3.62334060158E+05 -0.15071  0.19318 -0.14343 -0.16532
2   9   8   12800   4.7025 18:18:10 -3.72106368207E+05 -3.62334060158E+05  0.36503  0.00852 -0.15154 -0.77975
2   9 200   19223   0.0000 18:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
