 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10  10   1       0   1.0000 02:02:11 -4.50618757169E+05 -4.50618757169E+05  0.18399  0.02611  0.03896 -0.06528  0.18372 -0.07225  0.01016 -0.04071 -0.14104 -0.15293 -0.12017 -0.12439 -0.19339 -0.05883 -0.11903 -0.08693 -0.10553 -0.11110 -0.18227 -0.16393
10  10   1     100   1.0000 02:02:11 -4.49226310467E+05 -4.49226310467E+05  0.18399  0.02611  0.03896 -0.06528  0.18372 -0.07225  0.01016 -0.04071 -0.14104 -0.15293 -0.12017 -0.12439 -0.19339 -0.05883 -0.11903 -0.08693 -0.10553 -0.11110 -0.18227 -0.16393
10  10   1     200  33.0000 02:02:11 -4.09882927044E+05 -4.09882927044E+05  0.18372  0.18399  0.01016 -0.07225  0.03896 -0.14104  0.02611 -0.15293 -0.06528 -0.04071 -0.11903 -0.12017 -0.10553 -0.08693 -0.19339 -0.18227 -0.12439 -0.16393 -0.05883 -0.11110
10  10   1     400  34.7500 02:02:11 -3.89965494032E+05 -3.89965494032E+05  0.18399 -0.06528 -0.04071  0.01016  0.18372  0.03896 -0.14104 -0.07225  0.02611 -0.15293 -0.12017 -0.05883 -0.11110 -0.10553 -0.11903 -0.19339 -0.18227 -0.08693 -0.12439 -0.16393
10  10   1     800  32.0000 02:02:11 -3.86661624605E+05 -3.83912876466E+05  0.18399 -0.06528 -0.04071  0.18372 -0.14104 -0.07225  0.01016  0.02611 -0.15293  0.03896 -0.12017 -0.05883 -0.11110 -0.11903 -0.18227 -0.08693 -0.10553 -0.12439 -0.16393 -0.19339
10  10   1    1600  36.6875 02:02:11 -3.82945107211E+05 -3.79788941899E+05 -0.06528  0.02611 -0.04071  0.01016  0.18372 -0.14104 -0.07225  0.03896 -0.15293  0.18399 -0.05883 -0.12439 -0.11110 -0.10553 -0.11903 -0.18227 -0.08693 -0.19339 -0.16393 -0.12017
10  10   1    3200  38.2500 02:02:11 -3.80145807981E+05 -3.77742017542E+05  0.02611 -0.04071 -0.06528  0.18372  0.01016  0.03896 -0.07225  0.18399 -0.15293 -0.14104 -0.12439 -0.11110 -0.05883 -0.11903 -0.10553 -0.19339 -0.08693 -0.12017 -0.16393 -0.18227
10  10   2    6400  39.4856 02:02:11 -3.82675507607E+05 -3.74474579355E+05  0.18399  0.02611 -0.04071  0.01016 -0.07225  0.03896 -0.14104 -0.15293  0.18372 -0.06528 -0.12017 -0.12439 -0.11110 -0.10553 -0.08693 -0.19339 -0.18227 -0.16393 -0.11903 -0.05883
10  10   2   12800  39.2721 02:02:11 -3.87673967527E+05 -3.74474579355E+05  0.33698  1.00000  0.37877 -0.03400 -0.01607  0.28486  0.42872 -0.01247  1.00000  0.56212 -0.21131  0.00000 -0.22756 -0.90585 -0.89515 -0.06318 -0.17367 -0.91756  0.00000 -0.88116
10  10   2   25600  38.7443 03:02:11 -3.82611613055E+05 -3.74474579355E+05  0.27993  0.52728  0.27103  1.00000 -0.10136  1.00000 -0.09599  0.41168  0.28324  0.30295 -0.27620 -0.88116  0.06993  0.00000 -0.93452  0.00000 -0.88787 -0.24314 -0.21224 -0.18042
