K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   5   1       0   1.0000 14:22:10 -4.34963501880E+05 -4.34963501880E+05  0.01108  0.00290 -0.01087 -0.00718 -0.10946 -0.13891 -0.16551 -0.10068
4   5   1     100   0.9901 14:22:10 -4.34732581749E+05 -4.34732581749E+05  0.01108  0.00290 -0.01087 -0.00718 -0.10946 -0.13891 -0.16551 -0.10068
4   5   1     200  28.2178 14:22:10 -3.90134404962E+05 -3.90134404962E+05  0.00290 -0.00718 -0.01087  0.01108 -0.13891 -0.10068 -0.16551 -0.10946
4   5   1     400  29.3532 14:22:10 -3.72014580340E+05 -3.72014580340E+05  0.00290  0.01108 -0.00718 -0.01087 -0.13891 -0.10946 -0.10068 -0.16551
4   5   1     800  26.6833 14:22:10 -3.61826112961E+05 -3.58724179634E+05  0.00290  0.01108 -0.00718 -0.01087 -0.13891 -0.10946 -0.10068 -0.16551
4   5   1    1600  27.4032 14:22:10 -3.65169195974E+05 -3.57235395982E+05  0.00290  0.01108 -0.00718 -0.01087 -0.13891 -0.10946 -0.10068 -0.16551
4   5   1    3200  35.1343 14:22:10 -3.64409691430E+05 -3.57235395982E+05  0.27342  0.20571 -0.11390  0.29086 -0.17336  0.06750 -0.88936 -0.15558
4   5   2    6400  41.8206 15:22:10 -3.64876143423E+05 -3.57235395982E+05  0.33135  0.31249  0.27659 -0.10597 -0.21515 -0.15558 -0.18369 -0.88936
4   5   3   12800  20.9786 15:22:10 -3.68606153773E+05 -3.54873607650E+05  0.28258  0.27406  0.37012 -0.11140 -0.16719 -0.20753 -0.18199 -0.88936
4   5   4   24000  28.3579 16:22:10 -3.59894827969E+05 -3.54253174261E+05  0.37258  0.45799  0.03355  0.03981 -0.20337 -0.20646 -0.85984 -0.91499
4   5   4   25600  27.9758 16:22:10 -3.61691696164E+05 -3.54253174261E+05  0.37258  0.45799  0.03355  0.03981 -0.20337 -0.20646 -0.85984 -0.91499
4   5   7   51200  27.3852 18:22:10 -3.57601334615E+05 -3.53547538984E+05  0.28242  0.29748  0.39477 -0.11286 -0.20576 -0.25280 -0.20035 -0.88936
4   5   7   52000  19.9856 18:22:10 -3.54997646911E+05 -3.53547538984E+05  0.37871  0.28539 -0.10176  0.32019 -0.19118 -0.23878 -0.88936 -0.26637
4   5   9   80000  19.7151 20:22:10 -3.55019652486E+05 -3.51283758130E+05  0.28387  0.39260  0.31415 -0.11454 -0.21460 -0.20573 -0.24244 -0.88936
4   5  10  102400   9.2262 21:22:10 -3.53577341057E+05 -3.50891974048E+05  0.28536  0.38713  0.42650 -0.10480 -0.22491 -0.22546 -0.55353 -0.88936
4   5  11  106941   4.5000 22:22:10 -3.51979434929E+05 -3.50891974048E+05  0.38449  0.29165 -0.10221  0.39759 -0.22232 -0.24023 -0.88936 -0.47348
4   5  11  108000   4.4914 22:22:10 -3.51844113297E+05 -3.50891974048E+05  0.29165  0.38449 -0.10221  0.39759 -0.24023 -0.22232 -0.88936 -0.47348
4   5  13  132346   2.6000 24:22:10 -3.50906204815E+05 -3.50792654911E+05  0.29051  0.38761 -0.10285  0.39725 -0.23839 -0.22532 -0.88936 -0.47348
4   5  13  136000   2.1553 24:22:10 -3.51498415851E+05 -3.50792654911E+05  0.28945  0.39041 -0.10362  0.39682 -0.23563 -0.23024 -0.88936 -0.47348
4   5  14  148625   2.5000 25:22:10 -3.51458560113E+05 -3.50792654911E+05  0.28562  0.39970 -0.10576  0.39566 -0.22953 -0.23877 -0.88936 -0.47348
4   5  15  156711   2.4000 25:22:10 -3.51122073586E+05 -3.50792654911E+05  0.28923  0.38883 -0.10349  0.39690 -0.23665 -0.22370 -0.88936 -0.47348
4   5  15  160000   1.8942 26:22:10 -3.51138168384E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   5  16  172932   1.9000 27:22:10 -3.50899464360E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   5  17  188000   1.3941 28:22:10 -3.50848682600E+05 -3.50792654911E+05  0.28948  0.38991 -0.10358  0.39685 -0.23634 -0.22771 -0.88936 -0.47348
4   5  18  197230   2.2000 29:22:10 -3.50829472214E+05 -3.50792654911E+05  0.28435  0.40296 -0.10647  0.39527 -0.22889 -0.23820 -0.88936 -0.47348
4   5  19  205290   1.4000 29:22:10 -3.50899464360E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   5  19  208000   1.0589 30:22:10 -3.50961267330E+05 -3.50792654911E+05  0.28815  0.39321 -0.10427  0.39647 -0.23336 -0.23282 -0.88936 -0.47348
4   5  20  221415   0.8000 31:22:10 -3.50997429007E+05 -3.50792654911E+05  0.28815  0.39321 -0.10427  0.39647 -0.23336 -0.23282 -0.88936 -0.47348
4   5  21  229520   0.4000 31:22:10 -3.50829472214E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   5  21  232000   0.5849 32:22:10 -3.50848682600E+05 -3.50792654911E+05  0.28728  0.39726 -0.10503  0.39606 -0.23261 -0.23646 -0.88936 -0.47348
4   5  22  245535   0.9000 33:22:10 -3.50899464360E+05 -3.50792654911E+05  0.28599  0.40039 -0.10579  0.39564 -0.23000 -0.24071 -0.88936 -0.47348
4   5  22  252000   0.6214 34:22:10 -3.50792654911E+05 -3.50792654911E+05  0.28949  0.39052 -0.10357  0.39685 -0.23618 -0.22928 -0.88936 -0.47348
4   5 200  252793   0.0000 34:22:10 -3.50792654911E+05 -3.50792654911E+05  0.28949  0.39052 -0.10357  0.39685 -0.23618 -0.22928 -0.88936 -0.47348
