K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   6   1       0   1.0000 47:26:10 -4.37008787329E+05 -4.37008787329E+05 -0.00892  0.00593 -0.05013 -0.05139  0.09946 -0.11695 -0.19749 -0.08182 -0.10823 -0.14538
5   6   1     100   1.0000 48:26:10 -4.36899029681E+05 -4.36899029681E+05 -0.00892  0.00593 -0.05013 -0.05139  0.09946 -0.11695 -0.19749 -0.08182 -0.10823 -0.14538
5   6   1     200  36.5000 48:26:10 -3.91831833063E+05 -3.91831833063E+05  0.09946 -0.05013  0.00593 -0.00892 -0.05139 -0.14538 -0.08182 -0.19749 -0.11695 -0.10823
5   6   1     400  29.2500 48:26:10 -3.80880488825E+05 -3.80701331353E+05  0.09946 -0.05013 -0.05139  0.00593 -0.00892 -0.14538 -0.08182 -0.10823 -0.19749 -0.11695
5   6   1     800  32.6250 48:26:10 -3.69650897037E+05 -3.69243152675E+05  0.09946 -0.05013 -0.05139 -0.00892  0.00593 -0.14538 -0.08182 -0.10823 -0.11695 -0.19749
5   6   1    1600  40.1875 48:26:10 -3.71695812950E+05 -3.66948697981E+05 -0.05013  0.09946 -0.00892  0.00593 -0.05139 -0.08182 -0.14538 -0.11695 -0.19749 -0.10823
5   6   1    3200  40.8125 48:26:10 -3.65401803229E+05 -3.60603382415E+05 -0.05013  0.09946  0.00593 -0.05139 -0.00892 -0.08182 -0.14538 -0.19749 -0.10823 -0.11695
5   6   2    6400  46.8327 48:26:10 -3.66145105386E+05 -3.60603382415E+05  0.33058  0.28648  0.40615  0.26018 -0.13742 -0.15801 -0.21818 -0.54669 -0.20917 -0.88936
5   6   3   12800  29.4324 48:26:10 -3.63813916006E+05 -3.59225259710E+05  0.40750  1.00000  0.37908  0.04388  0.04535 -0.17947  0.00000 -0.19246 -0.88030 -0.94732
5   6   3   20000  27.9109 49:26:10 -3.64593912887E+05 -3.57898695145E+05  0.28268  0.39959  0.33029 -0.09872  1.00000 -0.21288 -0.47348 -0.13722 -0.89122  0.00000
5   6   4   25600  26.3127 49:26:10 -3.61702600992E+05 -3.56522813903E+05  0.28400  0.36693  1.00000 -0.10317  0.39707 -0.20866 -0.20933  0.00000 -0.88936 -0.47348
5   6   5   48000  21.1369 51:26:10 -3.59795383162E+05 -3.55133399684E+05  0.24731  0.44747  0.36273 -0.16601  0.30953 -0.21303 -0.56303 -0.47348 -0.88936 -0.17970
5   6   6   51200  24.6175 51:26:10 -3.59312657807E+05 -3.55133399684E+05 -0.09647  1.00000  0.29134  0.34027  0.40077 -0.90476  0.00000 -0.23474 -0.15938 -0.47348
5   6   7   72000  15.5372 53:26:10 -3.54533735548E+05 -3.51580696179E+05  0.23760  0.36674  0.54176 -0.17812  0.35611 -0.22128 -0.22642 -0.90638 -0.88936 -0.47348
