K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   9   1       0   1.0000 14:45:10 -4.47176871717E+05 -4.47176871717E+05 -0.15802 -0.02509 -0.02774 -0.01649  0.07967 -0.01686  0.05016  0.07476 -0.14209 -0.09734 -0.14010 -0.08714 -0.12672 -0.14094 -0.07970 -0.18301
8   9   1     100   1.0000 14:45:10 -4.44027838558E+05 -4.44027838558E+05 -0.15802 -0.02509 -0.02774 -0.01649  0.07476 -0.01686  0.05016  0.07967 -0.14209 -0.09734 -0.14010 -0.08714 -0.18301 -0.14094 -0.07970 -0.12672
8   9   1     200  33.0000 14:45:10 -4.13458542788E+05 -4.13458542788E+05 -0.02774  0.07476 -0.02509  0.07967 -0.01649 -0.01686 -0.15802  0.05016 -0.14010 -0.18301 -0.09734 -0.12672 -0.08714 -0.14094 -0.14209 -0.07970
8   9   1     400  44.0000 14:45:10 -3.94223442069E+05 -3.92611351062E+05  0.07476 -0.01649 -0.02509 -0.01686  0.05016 -0.15802  0.07967 -0.02774 -0.18301 -0.08714 -0.09734 -0.14094 -0.07970 -0.14209 -0.12672 -0.14010
8   9   1     800  45.7500 14:45:10 -3.83707705846E+05 -3.80200625852E+05 -0.02509  0.07476 -0.01649  0.07967  0.05016 -0.01686 -0.15802 -0.02774 -0.09734 -0.18301 -0.08714 -0.12672 -0.07970 -0.14094 -0.14209 -0.14010
8   9   1    1600  45.8750 14:45:10 -3.76272178426E+05 -3.74309824988E+05 -0.02774 -0.02509 -0.01649  0.07967 -0.01686 -0.15802  0.05016  0.07476 -0.14010 -0.09734 -0.08714 -0.12672 -0.14094 -0.14209 -0.07970 -0.18301
8   9   1    3200  42.2500 14:45:10 -3.76852258005E+05 -3.69301708840E+05 -0.02509 -0.02774 -0.01649  0.07967  0.05016 -0.01686 -0.15802  0.07476 -0.09734 -0.14010 -0.08714 -0.12672 -0.07970 -0.14094 -0.14209 -0.18301
8   9   1    6400  41.1094 14:45:10 -3.72632188770E+05 -3.68496852273E+05 -0.02774 -0.02509  0.07967 -0.15802 -0.01686  0.05016 -0.01649  0.07476 -0.14010 -0.09734 -0.12672 -0.14209 -0.14094 -0.07970 -0.08714 -0.18301
8   9   2   12800  34.1498 15:45:10 -3.76083972755E+05 -3.67498884900E+05  1.00000  0.39327  0.36743  0.01096  0.02167  0.41330  0.02115  0.46383  0.00000 -0.26497 -0.20929 -0.87024 -0.88669 -0.14622 -0.93666 -0.47348
8   9   2   25600  34.6184 15:45:10 -3.70989511938E+05 -3.67055874213E+05  0.35440  0.36508  0.01000  0.01463  1.00000  0.39835  0.01561  0.57511 -0.15745 -0.17681 -0.85926 -0.89182  0.00000 -0.19120 -0.92358 -0.88116
8   9   3   32000  28.9600 16:45:10 -3.74675261937E+05 -3.65891713323E+05  0.30533  0.53783 -0.07654  0.57229 -0.07140  0.35967  1.00000  0.39111 -0.25913 -0.88116 -0.93166 -0.87135 -0.86166 -0.16536  0.00000 -0.17250
8   9   3   51200  23.1972 17:45:10 -3.77026001497E+05 -3.65891713323E+05  0.36815  0.02844  0.03290  1.00000  1.00000  1.00000  0.58206  1.00000 -0.15765 -0.86048 -0.92076  0.00000  0.00000  0.00000 -0.86690  0.00000
