K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   4   1       0   1.0000 14:35:10 -4.39683206147E+05 -4.39683206147E+05 -0.06988  0.16959  0.09816  0.06644 -0.06163 -0.16831 -0.01790 -0.15674 -0.14817 -0.15905 -0.12107 -0.14281 -0.13016 -0.07368
7   4   1     100   2.9126 14:35:10 -4.33523371716E+05 -4.33523371716E+05 -0.06988  0.16959  0.09816  0.06644 -0.06163 -0.16831 -0.01790 -0.15674 -0.14817 -0.15905 -0.12107 -0.14281 -0.13016 -0.07368
7   4   1     200  29.5567 14:35:10 -4.17030343057E+05 -4.16934920300E+05 -0.06163  0.06644  0.16959 -0.16831  0.09816 -0.06988 -0.01790 -0.14281 -0.12107 -0.14817 -0.13016 -0.15905 -0.15674 -0.07368
7   4   1     400  37.2208 14:35:10 -3.90455679317E+05 -3.90051915987E+05  0.06644  0.16959 -0.01790 -0.16831 -0.06163 -0.06988  0.09816 -0.12107 -0.14817 -0.07368 -0.13016 -0.14281 -0.15674 -0.15905
7   4   1     800  29.7634 14:35:10 -3.79986818001E+05 -3.76791079436E+05  0.06644 -0.06163  0.16959 -0.16831 -0.01790  0.09816 -0.06988 -0.12107 -0.14281 -0.14817 -0.13016 -0.07368 -0.15905 -0.15674
7   4   1    1600  39.1142 14:35:10 -3.75122064227E+05 -3.74903619097E+05  0.06644  0.16959  0.09816 -0.01790 -0.06988 -0.16831 -0.06163 -0.12107 -0.14817 -0.15905 -0.07368 -0.15674 -0.13016 -0.14281
7   4   1    3200  34.5301 14:35:10 -3.70395627372E+05 -3.65264944180E+05  0.06644 -0.06988  0.16959 -0.16831 -0.01790  0.09816 -0.06163 -0.12107 -0.15674 -0.14817 -0.13016 -0.07368 -0.15905 -0.14281
7   4   1    6400  36.6859 15:35:10 -3.68398204728E+05 -3.65264944180E+05  0.36140  0.37347  0.42818 -0.00504  0.01669  0.46312  0.01563 -0.22585 -0.15395 -0.35816 -0.78783 -0.84561 -0.38336 -0.92293
7   4   1   12800  36.7180 15:35:10 -3.76655301347E+05 -3.65264944180E+05  0.42352  0.48594  0.35546  0.37801  0.01321  0.00790  0.01155 -0.16786 -0.55353 -0.21651 -0.22238 -0.92797 -0.93402 -0.82597
7   4   2   24000  35.0059 16:35:10 -3.70600877734E+05 -3.64998171951E+05  0.40963  0.36726  0.00982  0.01546  0.01532  0.57512  0.39839 -0.07514 -0.22798 -0.89748 -0.84978 -0.93484 -0.88116 -0.20029
7   4   2   25600  35.5654 16:35:10 -3.73028801943E+05 -3.64998171951E+05  0.57512  0.40963  0.39839  0.01532  0.01546  0.00982  0.36726 -0.88116 -0.07514 -0.20029 -0.93484 -0.84978 -0.89748 -0.22798
7   4   4   51200  34.4978 18:35:10 -3.67600540610E+05 -3.63189190917E+05  0.40269  0.34520  0.00319  1.00000 -0.00961  1.00000  0.56947 -0.16696 -0.21071 -0.92685  0.00000 -0.89657  0.00000 -0.88116
7   4   4   52000  30.6836 18:35:10 -3.71747123061E+05 -3.63189190917E+05  0.34520  0.40269  0.00319  1.00000 -0.00961  1.00000  0.56947 -0.21071 -0.16696 -0.92685  0.00000 -0.89657  0.00000 -0.88116
7   4   5   72000  26.3326 20:35:10 -3.67488463805E+05 -3.62632372767E+05  0.35969  0.40284  0.00405  1.00000  1.00000  0.00819  0.43877 -0.21801 -0.20205 -0.91981  0.00000  0.00000 -0.91857 -0.41964
7   4   6  100000  20.0390 22:35:10 -3.66222990390E+05 -3.60471298742E+05  0.29818  0.34932  1.00000 -0.09615  1.00000  1.00000  0.40103 -0.23995 -0.20228  0.00000 -0.88484  0.00000  0.00000 -0.47348
7   4   6  102400  20.0695 22:35:10 -3.64767582752E+05 -3.60471298742E+05  0.28348  0.38704  1.00000 -0.10516  1.00000  1.00000  0.39598 -0.22117 -0.21903  0.00000 -0.88936  0.00000  0.00000 -0.47348
7   4   7  108446  25.8000 22:35:10 -3.65514269508E+05 -3.60471298742E+05  0.33486  0.29758  1.00000 -0.09420  1.00000  1.00000  0.43203 -0.16509 -0.25300  0.00000 -0.88499  0.00000  0.00000 -0.55353
7   4   8  117840  21.7000 23:35:10 -3.65681813774E+05 -3.60471298742E+05  0.37268  1.00000  0.28767 -0.10457  1.00000  1.00000  0.52488 -0.22047  0.00000 -0.22473 -0.88261  0.00000  0.00000 -0.88116
7   4   8  132000  15.6616 24:35:10 -3.62682613904E+05 -3.60471298742E+05  0.28693  0.39319  1.00000 -0.10474  1.00000  1.00000  0.39633 -0.23133 -0.23281  0.00000 -0.88806  0.00000  0.00000 -0.47348
7   4   9  162805   5.9000 25:35:10 -3.60769497906E+05 -3.60015228513E+05  0.28346  0.40704 -0.10806  1.00000  1.00000  1.00000  0.39471 -0.22568 -0.24399 -0.89750  0.00000  0.00000  0.00000 -0.47348
7   4   9  164000   5.4243 26:35:10 -3.61658102301E+05 -3.60015228513E+05  0.28954  0.38566 -0.10348  1.00000  1.00000  1.00000  0.39721 -0.22456 -0.23481 -0.89750  0.00000  0.00000  0.00000 -0.47348
7   4   9  200000   7.2674 28:35:10 -3.55351156714E+05 -3.54548131448E+05  0.22512  0.32751  0.53081 -0.20315  0.39335  1.00000  0.34072 -0.25191 -0.21467 -0.90638 -0.89199 -0.39850  0.00000 -0.47348
7   4  10  207318   1.6000 28:35:10 -3.56200250455E+05 -3.54548131448E+05  0.22660  0.32666  0.53178 -0.20067  0.37748  1.00000  0.34208 -0.25821 -0.20555 -0.90638 -0.89199 -0.37515  0.00000 -0.47348
7   4  11  229156   4.1000 29:35:10 -3.53965652913E+05 -3.52845151152E+05  0.38170  0.31514  0.20445  0.51780 -0.23973  0.37653  0.32243 -0.43677 -0.20406 -0.28548 -0.90638 -0.88936 -0.39850 -0.47348
7   4  11  236000   3.4520 30:35:10 -3.53447924375E+05 -3.52845151152E+05  0.38140  0.31950  0.20336  0.51756 -0.24033  0.37623  0.32211 -0.43677 -0.20194 -0.28500 -0.90638 -0.88936 -0.39850 -0.47348
7   4  12  241439   2.8000 30:35:10 -3.53053574731E+05 -3.52845151152E+05  0.38196  0.31233  0.20727  0.51800 -0.23921  0.37679  0.32272 -0.43677 -0.20507 -0.29066 -0.90638 -0.88936 -0.39850 -0.47348
7   4  13  257679   2.4000 31:35:10 -3.52854782562E+05 -3.52845151152E+05  0.38168  0.31690  0.20546  0.51778 -0.23977  0.37651  0.32241 -0.43677 -0.20932 -0.28600 -0.90638 -0.88936 -0.39850 -0.47348
7   4  13  264000   2.8320 32:35:10 -3.53181495224E+05 -3.52845151152E+05  0.38225  0.32086  0.20393  0.51823 -0.23863  0.35945  0.32304 -0.43677 -0.20840 -0.28250 -0.90638 -0.88936 -0.37515 -0.47348
7   4  14  270537   2.7000 32:35:10 -3.53055005179E+05 -3.52845151152E+05  0.38519  0.33542  0.19865  0.51673 -0.24248  0.37514  0.32093 -0.44473 -0.22005 -0.26909 -0.90638 -0.88936 -0.39850 -0.47348
7   4  15  286521   1.5000 33:35:10 -3.52880244994E+05 -3.52845151152E+05  0.38087  0.32923  0.20039  0.51716 -0.24138  0.37570  0.32153 -0.43677 -0.21452 -0.27477 -0.90638 -0.88936 -0.39850 -0.47348
7   4  15  296000   1.8543 34:35:10 -3.52845151152E+05 -3.52845151152E+05  0.38111  0.32614  0.20227  0.51734 -0.24090  0.37594  0.32179 -0.43677 -0.21592 -0.27840 -0.90638 -0.88936 -0.39850 -0.47348
7   4  16  300638   1.7000 34:35:10 -3.53079411522E+05 -3.52845151152E+05  0.38028  0.33735  0.19751  0.51670 -0.24256  0.37510  0.32089 -0.43677 -0.22368 -0.26534 -0.90638 -0.88936 -0.39850 -0.47348
7   4  17  328000   1.6601 36:35:10 -3.52854782562E+05 -3.52845151152E+05  0.38113  0.32632  0.20231  0.51735 -0.24088  0.37595  0.32181 -0.43677 -0.21473 -0.27913 -0.90638 -0.88936 -0.39850 -0.47348
7   4  18  331532   1.6000 36:35:10 -3.52993414160E+05 -3.52845151152E+05  0.38113  0.32632  0.20231  0.51735 -0.24088  0.37595  0.32181 -0.43677 -0.21473 -0.27913 -0.90638 -0.88936 -0.39850 -0.47348
7   4  19  347807   1.3000 37:35:10 -3.52866887528E+05 -3.52845151152E+05  0.38140  0.32149  0.20393  0.51757 -0.24032  0.37623  0.32211 -0.43677 -0.21243 -0.28239 -0.90638 -0.88936 -0.39850 -0.47348
7   4  19  356000   1.5130 38:35:10 -3.52845151152E+05 -3.52845151152E+05  0.38081  0.33229  0.20076  0.51711 -0.24150  0.37564  0.32147 -0.43677 -0.22075 -0.27524 -0.90638 -0.88936 -0.39850 -0.47348
7   4  21  379142   1.3000 39:35:10 -3.52879753080E+05 -3.52845151152E+05  0.38111  0.32692  0.20230  0.51734 -0.24092  0.37593  0.32179 -0.43677 -0.21777 -0.27825 -0.90638 -0.88936 -0.39850 -0.47348
7   4  21  388000   1.2577 40:35:10 -3.52925599564E+05 -3.52845151152E+05  0.38111  0.32692  0.20230  0.51734 -0.24092  0.37593  0.32179 -0.43677 -0.21777 -0.27825 -0.90638 -0.88936 -0.39850 -0.47348
7   4 200  400700   0.0000 41:35:10 -3.52845151152E+05 -3.52845151152E+05  0.38081  0.33229  0.20076  0.51711 -0.24150  0.37564  0.32147 -0.43677 -0.22075 -0.27524 -0.90638 -0.88936 -0.39850 -0.47348
