Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6
   1  1.2914E-02    0.741472    0.148989  0.1804 -0.3188  0.2271  0.1058  0.1750  0.1351  0.1844  0.1539  0.1887  0.1417  0.1795  0.1519
   2  6.3450E-03    0.611794    0.237528  0.2555 -0.2128  0.3383  0.1792  0.2151  0.1996  0.2309  0.1270  0.2285  0.1077  0.1754  0.1305
   3  3.4513E-03    0.507522    0.258861  0.2848 -0.1964  0.3762  0.2065  0.2318  0.2491  0.2590  0.1248  0.2533  0.0884  0.1551  0.1195
   4  2.3025E-03    0.421951    0.269757  0.2942 -0.1920  0.3841  0.2537  0.2554  0.3085  0.2678  0.1240  0.2587  0.0777  0.1501  0.1216
   5  1.5773E-03    0.353147    0.276999  0.2993 -0.1850  0.3877  0.2954  0.2780  0.3412  0.2698  0.1215  0.2611  0.0758  0.1524  0.1194
   6  5.0702E-04    0.307087    0.287807  0.3016 -0.1786  0.3898  0.3087  0.2930  0.3551  0.2736  0.1189  0.2651  0.0698  0.1561  0.1165
   7  1.2674E-04    0.282435    0.293287  0.3018 -0.1754  0.3905  0.3103  0.3014  0.3600  0.2770  0.1185  0.2703  0.0630  0.1576  0.1136
   8  5.1863E-05    0.268258    0.296281  0.3018 -0.1734  0.3907  0.3047  0.3071  0.3621  0.2791  0.1182  0.2748  0.0591  0.1575  0.1113
   9  2.8066E-05    0.259426    0.298205  0.3020 -0.1720  0.3908  0.2960  0.3114  0.3632  0.2805  0.1178  0.2783  0.0571  0.1566  0.1096
  10  1.7636E-05    0.253766    0.299535  0.3019 -0.1718  0.3904  0.2923  0.3145  0.3635  0.2816  0.1175  0.2811  0.0561  0.1555  0.1083
  11  1.0254E-05    0.250317    0.300609  0.3018 -0.1718  0.3899  0.2901  0.3172  0.3635  0.2824  0.1175  0.2833  0.0554  0.1541  0.1073
  12  7.7159E-06    0.248122    0.301384  0.3017 -0.1719  0.3895  0.2882  0.3198  0.3634  0.2831  0.1175  0.2852  0.0551  0.1527  0.1065
  13  6.5128E-06    0.246634    0.301985  0.3017 -0.1720  0.3892  0.2867  0.3223  0.3633  0.2837  0.1175  0.2868  0.0549  0.1513  0.1059
  14  5.5642E-06    0.245681    0.302376  0.3017 -0.1721  0.3889  0.2855  0.3249  0.3632  0.2843  0.1175  0.2881  0.0548  0.1499  0.1054
  15  3.5132E-06    0.244955    0.302545  0.3016 -0.1723  0.3887  0.2845  0.3273  0.3631  0.2847  0.1175  0.2889  0.0548  0.1489  0.1051
  16  3.0054E-06    0.244468    0.302634  0.3015 -0.1724  0.3884  0.2838  0.3294  0.3630  0.2851  0.1175  0.2896  0.0549  0.1480  0.1048
  17  2.5887E-06    0.244049    0.302707  0.3014 -0.1725  0.3883  0.2832  0.3314  0.3629  0.2855  0.1176  0.2902  0.0549  0.1471  0.1046
  18  1.2341E-06    0.243655    0.302767  0.3013 -0.1726  0.3881  0.2828  0.3332  0.3628  0.2858  0.1176  0.2906  0.0550  0.1465  0.1045
  19  7.1171E-07    0.243284    0.302805  0.3011 -0.1727  0.3879  0.2824  0.3347  0.3628  0.2859  0.1176  0.2909  0.0551  0.1462  0.1044
  20  7.2823E-07    0.242890    0.302880  0.3010 -0.1728  0.3877  0.2822  0.3359  0.3627  0.2861  0.1176  0.2910  0.0552  0.1458  0.1043
  21  3.7246E-07    0.242699    0.302874  0.3008 -0.1728  0.3876  0.2819  0.3370  0.3626  0.2862  0.1176  0.2912  0.0552  0.1456  0.1042
