 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   6   1       0   1.0000 44:58:10 -4.46340304542E+05 -4.46340304542E+05 -0.06981 -0.26572  0.16221  0.04093 -0.05614 -0.05802  0.03217  0.17515  0.15358 -0.05587 -0.10197 -0.11024 -0.14163 -0.11532 -0.13492 -0.14940 -0.19572 -0.13512 -0.14607 -0.14852
10   6   1     100   2.9126 44:58:10 -4.45072835090E+05 -4.45072835090E+05 -0.06981 -0.26572  0.04093 -0.05614 -0.05802  0.03217  0.17515  0.16221  0.15358 -0.05587 -0.10197 -0.11024 -0.11532 -0.13492 -0.14940 -0.19572 -0.13512 -0.14163 -0.14607 -0.14852
10   6   1     200  33.3333 44:58:10 -4.15209933500E+05 -4.14751251574E+05  0.17515  0.15358 -0.05587 -0.05614  0.03217  0.16221  0.04093 -0.26572 -0.05802 -0.06981 -0.13512 -0.14607 -0.14852 -0.13492 -0.19572 -0.14163 -0.11532 -0.11024 -0.14940 -0.10197
10   6   1     400  42.3267 44:58:10 -3.92927917308E+05 -3.92927917308E+05  0.03217  0.15358  0.17515 -0.05614  0.04093 -0.05802 -0.26572 -0.05587  0.16221 -0.06981 -0.19572 -0.14607 -0.13512 -0.13492 -0.11532 -0.14940 -0.11024 -0.14852 -0.14163 -0.10197
10   6   1     800  41.1692 44:58:10 -3.80973829344E+05 -3.79204988010E+05  0.03217  0.17515 -0.05614  0.15358 -0.05802  0.04093 -0.26572  0.16221 -0.05587 -0.06981 -0.19572 -0.13512 -0.13492 -0.14607 -0.14940 -0.11532 -0.11024 -0.14163 -0.14852 -0.10197
10   6   1    1600  39.0898 44:58:10 -3.82053842583E+05 -3.78594381906E+05  0.03217 -0.05614  0.17515 -0.26572 -0.05802  0.15358  0.04093 -0.06981 -0.05587  0.16221 -0.19572 -0.13492 -0.13512 -0.11024 -0.14940 -0.14607 -0.11532 -0.10197 -0.14852 -0.14163
10   6   2    3200  47.7064 44:58:10 -3.83910583017E+05 -3.78594381906E+05  0.16221  0.03217 -0.06981  0.04093  0.15358 -0.05614 -0.26572 -0.05802 -0.05587  0.17515 -0.14163 -0.19572 -0.10197 -0.11532 -0.14607 -0.13492 -0.11024 -0.14940 -0.14852 -0.13512
10   6   2    6400  43.1248 44:58:10 -3.78956433184E+05 -3.74397444363E+05  0.15358  0.16221  0.17515  0.04093 -0.06981 -0.26572 -0.05802 -0.05614 -0.05587  0.03217 -0.14607 -0.14163 -0.13512 -0.11532 -0.10197 -0.11024 -0.14940 -0.13492 -0.14852 -0.19572
10   6   3   12800  19.3342 44:58:10 -3.86292595235E+05 -3.74397444363E+05  0.45224  0.39173  0.06783  1.00000  0.06682  0.05315  1.00000  1.00000  1.00000  1.00000 -0.17105 -0.22725 -0.90634  0.00000 -0.94422 -0.83149  0.00000  0.00000  0.00000  0.00000
10   6   3   25600  29.3571 45:58:10 -3.87073148615E+05 -3.74397444363E+05  0.35420  0.57060  1.00000  0.00700  1.00000  0.37701  1.00000 -0.00527  1.00000  1.00000 -0.17159 -0.86690  0.00000 -0.93832  0.00000 -0.19857  0.00000 -0.90833  0.00000  0.00000
10   6   4   40000  32.6905 46:58:10 -3.80278490168E+05 -3.74397444363E+05  0.28188  1.00000  0.31081  1.00000  1.00000  1.00000  1.00000 -0.10726  0.30272  1.00000 -0.21179  0.00000 -0.21098  0.00000  0.00000  0.00000  0.00000 -0.89657 -0.14886  0.00000
10   6   4   51200  35.5521 46:58:10 -3.77488120580E+05 -3.73837354174E+05  0.31709  0.28555  1.00000  1.00000  1.00000 -0.09851  1.00000  1.00000  1.00000  0.52779 -0.14127 -0.21419  0.00000  0.00000  0.00000 -0.90299  0.00000  0.00000  0.00000 -0.88116
10   6   5   76000  33.8294 48:58:10 -3.76034650113E+05 -3.72649186680E+05  0.29001  0.33740  1.00000  1.00000  1.00000 -0.09369  1.00000  1.00000  1.00000  0.40089 -0.23450 -0.15771  0.00000  0.00000  0.00000 -0.88716  0.00000  0.00000  0.00000 -0.47348
10   6   6  102400  29.5567 49:58:10 -3.74936511062E+05 -3.71583850507E+05  0.31941  0.29193 -0.09338  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  0.53166 -0.18613 -0.19462 -0.87331  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 -0.91735
10   6   6  103197  25.2000 49:58:10 -3.75057366216E+05 -3.71583850507E+05  0.29193  0.31941 -0.09338  1.00000  1.00000  1.00000  1.00000  1.00000  0.53166  1.00000 -0.19462 -0.18613 -0.87331  0.00000  0.00000  0.00000  0.00000  0.00000 -0.91735  0.00000
10   6   6  116000  24.4289 50:58:10 -3.75413052820E+05 -3.71583850507E+05  0.28997  0.32744  1.00000 -0.09616  1.00000  1.00000  1.00000  1.00000  0.38255  1.00000 -0.20805 -0.17135  0.00000 -0.88808  0.00000  0.00000  0.00000  0.00000 -0.43734  0.00000
10   6   7  144344  17.4000 51:58:10 -3.73907808571E+05 -3.70987115944E+05  0.35738  0.39695  1.00000  0.00261  1.00000  1.00000  1.00000  1.00000  0.01506  0.45649 -0.21784 -0.18293  0.00000 -0.85474  0.00000  0.00000  0.00000  0.00000 -0.96863 -0.47348
10   6   7  152000  21.0486 52:58:10 -3.72799896854E+05 -3.70954631638E+05  0.35738  0.39695  0.00261  1.00000  1.00000  0.01506  1.00000  1.00000  0.45649  1.00000 -0.21784 -0.18293 -0.85474  0.00000  0.00000 -0.96863  0.00000  0.00000 -0.47348  0.00000
10   6   7  192000  19.7055 54:58:10 -3.76203867400E+05 -3.70129633718E+05  0.30513  1.00000  1.00000  1.00000 -0.09274  1.00000  0.33884  1.00000  1.00000  0.40280 -0.25627  0.00000  0.00000  0.00000 -0.88499  0.00000 -0.18120  0.00000  0.00000 -0.47348
