K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   9   1       0   1.0000 39:53:10 -4.43648026610E+05 -4.43648026610E+05 -0.19999 -0.04177  0.05290  0.17643 -0.01424 -0.20696  0.06578  0.05356  0.16300 -0.12511 -0.09294 -0.08379 -0.13786 -0.11246 -0.15201 -0.18122 -0.17024 -0.18091
9   9   1     100   3.8462 39:53:10 -4.40176104836E+05 -4.40176104836E+05 -0.19999 -0.04177  0.05290  0.17643 -0.01424 -0.20696  0.06578  0.05356  0.16300 -0.12511 -0.09294 -0.08379 -0.13786 -0.11246 -0.15201 -0.18122 -0.17024 -0.18091
9   9   1     200  39.7059 39:53:10 -3.98955104463E+05 -3.98488874239E+05  0.16300 -0.01424  0.05290  0.06578  0.05356 -0.04177 -0.19999 -0.20696  0.17643 -0.18091 -0.11246 -0.08379 -0.18122 -0.17024 -0.09294 -0.12511 -0.15201 -0.13786
9   9   1     400  45.5446 39:53:10 -3.89761507146E+05 -3.89761507146E+05  0.16300  0.06578  0.05290  0.05356 -0.19999 -0.20696  0.17643 -0.01424 -0.04177 -0.18091 -0.18122 -0.08379 -0.17024 -0.12511 -0.15201 -0.13786 -0.11246 -0.09294
9   9   1     800  48.1343 39:53:10 -3.88004334614E+05 -3.85517936926E+05  0.16300  0.06578 -0.19999 -0.20696  0.05290  0.05356 -0.01424  0.17643 -0.04177 -0.18091 -0.18122 -0.12511 -0.15201 -0.08379 -0.17024 -0.11246 -0.13786 -0.09294
9   9   1    1600  41.1471 39:53:10 -3.81632473822E+05 -3.81002156776E+05  0.17643  0.16300 -0.20696 -0.04177  0.05356  0.05290 -0.19999 -0.01424  0.06578 -0.13786 -0.18091 -0.15201 -0.09294 -0.17024 -0.08379 -0.12511 -0.11246 -0.18122
9   9   1    3200  44.0075 40:53:10 -3.74388332234E+05 -3.72954591500E+05  0.17643  0.06578 -0.04177  0.05290  0.16300  0.05356 -0.20696 -0.19999 -0.01424 -0.13786 -0.18122 -0.09294 -0.08379 -0.18091 -0.17024 -0.15201 -0.12511 -0.11246
9   9   2    6400  33.3638 40:53:10 -3.80661870522E+05 -3.72954591500E+05 -0.04177  0.05356  0.17643 -0.20696 -0.01424  0.16300  0.05290 -0.19999  0.06578 -0.09294 -0.17024 -0.13786 -0.15201 -0.11246 -0.18091 -0.08379 -0.12511 -0.18122
9   9   2   12800  37.2164 40:53:10 -3.80061195272E+05 -3.70242528129E+05  0.38238  0.32507  0.27824  0.27447 -0.10421 -0.10596  1.00000  0.52290  0.33177 -0.18132 -0.18184 -0.18522 -0.20204 -0.93226 -0.87011  0.00000 -0.88116 -0.25867
9   9   2   24000  36.8567 41:53:10 -3.75764047007E+05 -3.68486062959E+05  0.38653  0.49959  0.27614 -0.10852  1.00000 -0.11022  0.34937  0.23630  0.27930 -0.22518 -0.65021 -0.19760 -0.75968  0.00000 -0.93091 -0.35603 -0.15610 -0.22742
9   9   2   25600  37.2869 41:53:10 -3.81577242826E+05 -3.68486062959E+05  0.34258  1.00000  0.34022 -0.00507 -0.01244  0.37035  0.35355 -0.00625  0.56541 -0.20374  0.00000 -0.14775 -0.94606 -0.85369 -0.17243  0.00499 -0.92075 -0.88116
9   9   3   51200  30.9608 42:53:10 -3.79356531360E+05 -3.68486062959E+05  0.38206  0.04922  1.00000  0.05484  0.05449  1.00000  1.00000  1.00000  0.59189 -0.15765 -0.83547  0.00000 -0.93879 -0.87524  0.00000  0.00000  0.00000 -0.88116
9   9   4   64000  36.5455 43:53:10 -3.82322302420E+05 -3.68486062959E+05  0.31811  0.33986 -0.03517  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 -0.20435 -0.14454 -0.91403  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
9   9   5   96000  24.4816 45:53:10 -3.74239631163E+05 -3.68152480945E+05  0.29197  0.32227  1.00000 -0.09117  1.00000  1.00000  1.00000  1.00000  0.40204 -0.22105 -0.15657  0.00000 -0.87911  0.00000  0.00000  0.00000  0.00000 -0.47348
9   9   6  103338  30.4000 45:53:10 -3.72887196001E+05 -3.66531856001E+05  0.33920  0.29376  1.00000 -0.09313  1.00000  1.00000  1.00000  1.00000  0.40097 -0.19470 -0.22117  0.00000 -0.87911  0.00000  0.00000  0.00000  0.00000 -0.47348
9   9   6  132000  26.6267 47:53:10 -3.72335815769E+05 -3.66531856001E+05  0.35743  0.39642  1.00000  0.00128  0.00359  1.00000  1.00000  1.00000  0.45420 -0.19851 -0.21432  0.00000 -0.80595 -0.89207  0.00000  0.00000  0.00000 -0.47348
