K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   9   1       0   1.0000 02:28:10 -4.37697546688E+05 -4.37697546688E+05 -0.04398  0.04578  0.03943 -0.09997  0.04677 -0.13789 -0.11594 -0.12283 -0.13548 -0.12267
5   9   1     100   1.9802 02:28:10 -4.37326492840E+05 -4.37326492840E+05 -0.04398  0.04578  0.03943 -0.09997  0.04677 -0.13789 -0.11594 -0.12283 -0.13548 -0.12267
5   9   1     200  35.3234 02:28:10 -4.09507734211E+05 -4.09475121905E+05 -0.04398  0.04578  0.03943 -0.09997  0.04677 -0.13789 -0.11594 -0.12283 -0.13548 -0.12267
5   9   1     400  31.1721 02:28:10 -3.80627951234E+05 -3.80627951234E+05  0.04578  0.03943 -0.09997  0.04677 -0.04398 -0.11594 -0.12283 -0.13548 -0.12267 -0.13789
5   9   1     800  29.3383 02:28:10 -3.67788199139E+05 -3.65429070247E+05  0.04578  0.03943  0.04677 -0.04398 -0.09997 -0.11594 -0.12283 -0.12267 -0.13789 -0.13548
5   9   1    1600  31.3554 02:28:10 -3.65320680342E+05 -3.64498699733E+05  0.04578  0.03943 -0.09997  0.04677 -0.04398 -0.11594 -0.12283 -0.13548 -0.12267 -0.13789
5   9   1    3200  30.2405 02:28:10 -3.71818076896E+05 -3.62249234627E+05  0.03943  0.04578  0.04677 -0.09997 -0.04398 -0.12283 -0.11594 -0.12267 -0.13548 -0.13789
5   9   1    6400  31.6825 02:28:10 -3.67159926832E+05 -3.62150422375E+05  0.35118  0.32169  0.44134 -0.04219 -0.15160 -0.09511 -0.18863 -0.20247 -0.91622 -0.37661
5   9   2   12800  26.8492 02:28:10 -3.60552828743E+05 -3.58115232145E+05  0.40123  0.41851  0.34520 -0.00776 -0.00753 -0.13207 -0.19606 -0.23190 -0.80781 -0.90051
5   9   3   25600  28.9264 03:28:10 -3.61197189127E+05 -3.56969938459E+05  0.36381  1.00000  0.42677  0.28164 -0.10427 -0.16650  0.00000 -0.55353 -0.21892 -0.88936
5   9   3   32000  29.2350 04:28:10 -3.64903034793E+05 -3.56969938459E+05  0.23919  0.29354 -0.16979  0.35934  0.49646 -0.20556 -0.12484 -0.88936 -0.20506 -0.88116
5   9   5   51200  18.7635 05:28:10 -3.58564477217E+05 -3.55998945913E+05  0.27664 -0.11283  0.32476  1.00000  0.35703 -0.21976 -0.88728 -0.13710  0.00000 -0.21003
5   9   6   64000  21.8220 06:28:10 -3.58822202453E+05 -3.55998945913E+05  0.40400  0.35737 -0.00103  0.00387  0.43098 -0.17661 -0.25078 -0.92413 -0.75968 -0.34761
5   9   7   96000  14.6402 08:28:10 -3.56519539560E+05 -3.51855573382E+05  0.22105  0.33619  0.53308 -0.20043  0.27250 -0.22225 -0.19356 -0.90638 -0.88936 -0.16892
5   9   8  102400  11.4508 08:28:10 -3.54637563565E+05 -3.51855573382E+05  0.26406  0.34058 -0.14782  0.41591  0.37267 -0.24654 -0.22653 -0.88936 -0.29592 -0.47348
5   9   8  124000   8.9176 10:28:10 -3.52825075663E+05 -3.51299609706E+05  0.26950  0.33350 -0.14396  0.40755  0.37478 -0.26429 -0.21593 -0.88936 -0.32195 -0.47348
5   9   9  129611   7.5000 10:28:10 -3.52476405443E+05 -3.51299609706E+05  0.26178  0.35688 -0.14908  0.42212  0.37198 -0.25015 -0.23510 -0.88936 -0.39850 -0.47348
5   9  10  149998   4.7000 11:28:10 -3.52105630809E+05 -3.51220529449E+05  0.26364  0.36182 -0.14720  0.40674  0.37301 -0.26553 -0.21949 -0.88936 -0.37515 -0.47348
