K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   5   1       0   1.0000 12:18:10 -4.26034700838E+05 -4.26034700838E+05 -0.05276  0.05517 -0.14691 -0.11438
2   5   1     100   1.0000 12:18:10 -4.25914722554E+05 -4.25914722554E+05 -0.05276  0.05517 -0.14691 -0.11438
2   5   1     200  29.5000 12:18:10 -4.13356718533E+05 -4.12826955843E+05  0.05517 -0.05276 -0.11438 -0.14691
2   5   1     400  20.7500 12:18:10 -3.64301648207E+05 -3.62334060158E+05  0.05517 -0.05276 -0.11438 -0.14691
2   5   1     800  12.6250 12:18:10 -3.73166068352E+05 -3.62334060158E+05  0.05517 -0.05276 -0.11438 -0.14691
2   5   1    1600  30.3125 12:18:10 -4.13189706482E+05 -3.62334060158E+05  0.24327 -0.16324 -0.14682 -0.21549
2   5   2    3200  61.9701 12:18:10 -4.10058075304E+05 -3.62334060158E+05 -0.14498  0.18099 -0.15019 -0.15211
2   5   4    6400  36.8900 13:18:10 -4.02895062252E+05 -3.62334060158E+05  0.31110 -0.13617 -0.15563 -0.34895
2   5   6   12800  17.4108 13:18:10 -3.63668738500E+05 -3.62334060158E+05  0.35829 -0.02616 -0.14902 -0.68901
2   5  10   25600   0.3501 13:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
2   5 200   26046   0.0000 13:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
