K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   5   1       0   1.0000 03:42:10 -4.37599149159E+05 -4.37599149159E+05 -0.09437  0.06318  0.17136 -0.21974  0.16609 -0.16200 -0.02045  0.16659 -0.15112 -0.08391 -0.18661 -0.15501 -0.17567 -0.14462 -0.11081 -0.11793
8   5   1     100   1.9608 03:42:10 -4.37525706095E+05 -4.37458075187E+05 -0.09437  0.06318  0.17136 -0.21974  0.16609 -0.16200 -0.02045  0.16659 -0.15112 -0.08391 -0.18661 -0.15501 -0.17567 -0.14462 -0.11081 -0.11793
8   5   1     200  32.6733 03:42:10 -3.94990224862E+05 -3.94513004903E+05  0.17136 -0.02045  0.16609  0.16659 -0.16200  0.06318 -0.21974 -0.09437 -0.18661 -0.11081 -0.17567 -0.11793 -0.14462 -0.08391 -0.15501 -0.15112
8   5   1     400  38.0597 03:42:10 -3.79220478625E+05 -3.79058168967E+05  0.17136 -0.02045  0.06318  0.16659 -0.21974 -0.09437 -0.16200  0.16609 -0.18661 -0.11081 -0.08391 -0.11793 -0.15501 -0.15112 -0.14462 -0.17567
8   5   1     800  33.0424 03:42:10 -3.76212299068E+05 -3.74025888602E+05  0.17136 -0.02045 -0.21974 -0.16200  0.06318  0.16659  0.16609 -0.09437 -0.18661 -0.11081 -0.15501 -0.14462 -0.08391 -0.11793 -0.17567 -0.15112
8   5   1    1600  40.1373 04:42:10 -3.79688809895E+05 -3.74025888602E+05 -0.02045  0.16659  0.16609  0.17136 -0.09437 -0.21974 -0.16200  0.06318 -0.11081 -0.11793 -0.17567 -0.18661 -0.15112 -0.15501 -0.14462 -0.08391
8   5   1    3200  40.9119 04:42:10 -3.73784710383E+05 -3.69670588100E+05  0.16659  0.17136  0.06318  0.16609 -0.16200 -0.09437 -0.21974 -0.02045 -0.11793 -0.18661 -0.08391 -0.17567 -0.14462 -0.15112 -0.15501 -0.11081
8   5   2    6400  37.9028 04:42:10 -3.78247334494E+05 -3.69670588100E+05  0.16609  0.16659 -0.02045 -0.09437 -0.21974 -0.16200  0.17136  0.06318 -0.17567 -0.11793 -0.11081 -0.15112 -0.15501 -0.14462 -0.18661 -0.08391
8   5   2   12800  34.8094 04:42:10 -3.75314960926E+05 -3.67159824861E+05  0.34599  0.36766  0.42890  0.33828 -0.01089 -0.01049  0.49602 -0.01658 -0.25195 -0.17120 -0.38911 -0.00773 -0.88752 -0.94850 -0.26225 -0.87058
8   5   2   16000  35.1375 05:42:10 -3.78341460633E+05 -3.67159824861E+05  0.30526  0.27905 -0.08114 -0.07677  1.00000  0.31669  0.30594  0.33771 -0.20999 -0.30545 -0.86456 -0.92869  0.00000 -0.19918 -0.16373 -0.18128
8   5   3   25600  29.8927 05:42:10 -3.67727466228E+05 -3.67159824861E+05  0.29526  0.28182 -0.06650  1.00000  0.36140 -0.06359  0.31264  0.54117 -0.15403 -0.14600 -0.88685  0.00000 -0.18242 -0.92721 -0.23243 -0.88116
8   5   3   51200  21.0667 07:42:10 -3.73600668407E+05 -3.67111753606E+05  0.28772  0.28707 -0.09810  0.30793  1.00000  1.00000  1.00000  1.00000 -0.27415 -0.16252 -0.89706  0.04310  0.00000  0.00000  0.00000  0.00000
8   5   3   52000  21.3589 07:42:10 -3.74606657796E+05 -3.67111753606E+05  0.28772  0.28707 -0.09810  0.30793  1.00000  1.00000  1.00000  1.00000 -0.27415 -0.16252 -0.89706  0.04310  0.00000  0.00000  0.00000  0.00000
8   5   5   84000  19.2064 09:42:10 -3.69926892454E+05 -3.61642848541E+05  0.29042  0.34030 -0.09918  1.00000  1.00000  1.00000  0.52685  1.00000 -0.23321 -0.17431 -0.88936  0.00000  0.00000  0.00000 -0.88116  0.00000
8   5   6  102400  21.2873 10:42:10 -3.68094483938E+05 -3.61642848541E+05  0.35205  0.42713  0.00100 -0.01662  1.00000  0.56887  1.00000  1.00000 -0.22439 -0.20021 -0.88792 -0.88468  0.00000 -0.88116  0.00000  0.00000
8   5   6  116000  13.6082 11:42:10 -3.68326989039E+05 -3.60915970353E+05  0.39728  0.32370  1.00000  0.59259 -0.04506  1.00000 -0.06359  0.42753 -0.16257 -0.23837  0.00000 -0.90638 -0.88685  0.00000 -0.90425 -0.47348
8   5   7  138843  17.4000 13:42:10 -3.63888212517E+05 -3.58770387549E+05  0.21614  0.32832  0.52960 -0.20995  0.40426  1.00000  0.33902  1.00000 -0.25621 -0.16679 -0.90638 -0.88443 -0.32866  0.00000 -0.47348  0.00000
