 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   7   1       0   1.0000 34:59:10 -4.48323180555E+05 -4.48323180555E+05 -0.15224  0.18401  0.17452  0.04329  0.03634 -0.05956 -0.05573  0.05401 -0.25046  0.04485 -0.14916 -0.10515 -0.17462 -0.14312 -0.17815 -0.17672 -0.08129 -0.10408 -0.15016 -0.05056
10   7   1     100   1.9802 34:59:10 -4.46966652878E+05 -4.46966652878E+05 -0.15224  0.18401  0.17452  0.04329  0.03634 -0.05956 -0.05573  0.05401 -0.25046  0.04485 -0.14916 -0.10515 -0.17462 -0.14312 -0.17815 -0.17672 -0.08129 -0.10408 -0.15016 -0.05056
10   7   1     200  36.6337 34:59:10 -4.22044924653E+05 -4.21891052935E+05  0.17452  0.05401  0.18401 -0.15224 -0.05956  0.04485 -0.05573  0.04329 -0.25046  0.03634 -0.17462 -0.10408 -0.10515 -0.14916 -0.17672 -0.05056 -0.08129 -0.14312 -0.15016 -0.17815
10   7   1     400  48.5075 34:59:10 -3.86457040472E+05 -3.85624682584E+05  0.18401  0.05401  0.17452 -0.15224 -0.05956 -0.25046  0.03634 -0.05573  0.04329  0.04485 -0.10515 -0.10408 -0.17462 -0.14916 -0.17672 -0.15016 -0.17815 -0.08129 -0.14312 -0.05056
10   7   1     800  45.1372 34:59:10 -3.82163653552E+05 -3.81821714321E+05  0.18401  0.05401  0.04329  0.17452  0.03634  0.04485 -0.25046 -0.15224 -0.05956 -0.05573 -0.10515 -0.10408 -0.14312 -0.17462 -0.17815 -0.05056 -0.15016 -0.14916 -0.17672 -0.08129
10   7   1    1600  44.7566 34:59:10 -3.84419405889E+05 -3.77271571756E+05  0.18401  0.05401  0.04329 -0.25046 -0.15224  0.17452  0.04485  0.03634 -0.05956 -0.05573 -0.10515 -0.10408 -0.14312 -0.15016 -0.14916 -0.17462 -0.05056 -0.17815 -0.17672 -0.08129
10   7   1    3200  39.6627 34:59:10 -3.81627973107E+05 -3.76316303705E+05  0.18401  0.05401  0.04329  0.04485 -0.25046  0.03634 -0.15224  0.17452 -0.05956 -0.05573 -0.10515 -0.10408 -0.14312 -0.05056 -0.15016 -0.17815 -0.14916 -0.17462 -0.17672 -0.08129
10   7   2    6400  43.2593 34:59:10 -3.83553016068E+05 -3.76316303705E+05  0.17452  0.18401  0.04329 -0.15224 -0.25046 -0.05956  0.04485  0.05401  0.03634 -0.05573 -0.17462 -0.10515 -0.14312 -0.14916 -0.15016 -0.17672 -0.05056 -0.10408 -0.17815 -0.08129
10   7   4   12800  39.4897 35:59:10 -3.78102951883E+05 -3.74806798961E+05  0.41697  0.37201  0.03663  0.03793  1.00000  0.03596  0.02477  0.58451  0.50815  1.00000 -0.18668 -0.19490 -0.84962 -0.88188  0.00000 -0.91105 -0.92069 -0.88116 -0.56734  0.00000
10   7   4   25600  34.2066 36:59:10 -3.79968661348E+05 -3.73520023613E+05  0.59618  0.05215  0.06341  1.00000  1.00000  1.00000  0.06443  0.06305  1.00000  0.38875 -0.88116 -0.92069 -0.93479  0.00000  0.00000  0.00000 -0.87082 -0.94732  0.00000 -0.15899
10   7   4   28000  34.1615 36:59:10 -3.80379037112E+05 -3.73520023613E+05  0.59618  0.05215  1.00000  1.00000  0.06341  1.00000  0.06305  0.38875  0.06443  1.00000 -0.88116 -0.92069  0.00000  0.00000 -0.93479  0.00000 -0.94732 -0.15899 -0.87082  0.00000
10   7   5   51200  22.6288 37:59:10 -3.81824713643E+05 -3.71138925687E+05  0.54037  0.29813  0.26385  1.00000 -0.15380  1.00000  1.00000  0.50257  1.00000  1.00000 -0.87135 -0.19141 -0.23883  0.00000 -0.88936  0.00000  0.00000 -0.86690  0.00000  0.00000
