 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   3   1       0   1.0000 36:56:10 -4.46814364300E+05 -4.46814364300E+05  0.16407  0.04679  0.08938 -0.04096  0.17375  0.04090  0.01520 -0.13327 -0.04866 -0.24448 -0.23345 -0.07303 -0.15480 -0.10461 -0.16589 -0.18018 -0.11323 -0.12453 -0.08220 -0.16363
10   3   1     100   1.9417 36:56:10 -4.45328926521E+05 -4.45328926521E+05  0.16407  0.04679  0.08938 -0.04096  0.17375  0.04090  0.01520 -0.13327 -0.04866 -0.24448 -0.23345 -0.07303 -0.15480 -0.10461 -0.16589 -0.18018 -0.11323 -0.12453 -0.08220 -0.16363
10   3   1     200  32.0197 36:56:10 -4.14523680066E+05 -4.14338518639E+05  0.04679  0.08938  0.04090 -0.13327 -0.04096  0.17375  0.16407  0.01520 -0.24448 -0.04866 -0.07303 -0.15480 -0.18018 -0.12453 -0.10461 -0.16589 -0.23345 -0.11323 -0.16363 -0.08220
10   3   1     400  39.7022 36:56:10 -3.92847018292E+05 -3.92297583946E+05  0.04679 -0.04096  0.04090 -0.04866  0.01520 -0.24448  0.17375  0.16407 -0.13327  0.08938 -0.07303 -0.10461 -0.18018 -0.08220 -0.11323 -0.16363 -0.16589 -0.23345 -0.12453 -0.15480
10   3   1     800  36.6127 36:56:10 -3.80715258091E+05 -3.80602815514E+05 -0.04866  0.04090  0.01520 -0.24448  0.17375 -0.13327  0.16407  0.04679  0.08938 -0.04096 -0.08220 -0.18018 -0.11323 -0.16363 -0.16589 -0.12453 -0.23345 -0.07303 -0.15480 -0.10461
10   3   1    1600  34.0611 36:56:10 -3.76890209027E+05 -3.74686865137E+05 -0.04866  0.04090  0.17375 -0.13327  0.16407 -0.04096  0.04679 -0.24448  0.01520  0.08938 -0.08220 -0.18018 -0.16589 -0.12453 -0.23345 -0.10461 -0.07303 -0.16363 -0.11323 -0.15480
10   3   1    3200  36.3097 36:56:10 -3.82633349623E+05 -3.74686865137E+05 -0.04866  0.04090  0.08938 -0.24448  0.01520 -0.04096  0.16407  0.04679  0.17375 -0.13327 -0.08220 -0.18018 -0.15480 -0.16363 -0.11323 -0.10461 -0.23345 -0.07303 -0.16589 -0.12453
10   3   2    6400  42.0455 37:56:10 -3.76209982273E+05 -3.74686865137E+05 -0.04096  0.04679  0.16407 -0.04866 -0.24448  0.01520 -0.13327  0.17375  0.08938  0.04090 -0.10461 -0.07303 -0.23345 -0.08220 -0.16363 -0.11323 -0.12453 -0.16589 -0.15480 -0.18018
10   3   3   12800  28.8862 37:56:10 -3.85115577078E+05 -3.74550897795E+05  0.36152  0.48763  0.00937  0.42111  1.00000  0.01533  0.01551  1.00000  1.00000  0.28516 -0.20703 -0.55353 -0.83937 -0.20799  0.00000 -0.93484 -0.92008  0.00000  0.00000 -0.06383
10   3   3   24000  32.7709 38:56:10 -3.77856085747E+05 -3.74550897795E+05  0.32194  0.34860  1.00000 -0.04033  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 -0.21636 -0.14811  0.00000 -0.88936  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
10   3   4   60000  32.1350 40:56:10 -3.74650708783E+05 -3.72094471831E+05  0.32846  0.29182  1.00000  1.00000  1.00000 -0.09746  1.00000  1.00000  1.00000  0.52793 -0.20692 -0.18400  0.00000  0.00000  0.00000 -0.91141  0.00000  0.00000  0.00000 -0.88116
10   3   5   96000  27.6857 42:56:10 -3.73372276029E+05 -3.70397842329E+05  0.30060  0.32744  1.00000  1.00000  1.00000 -0.09558  1.00000  1.00000  1.00000  0.52932 -0.22029 -0.19317  0.00000  0.00000  0.00000 -0.91196  0.00000  0.00000  0.00000 -0.88116
10   3   6  107671  31.2000 42:56:10 -3.76096205024E+05 -3.70397842329E+05  0.34319  0.29698  1.00000  1.00000  1.00000 -0.09897  1.00000  1.00000  1.00000  0.52786 -0.20973 -0.22021  0.00000  0.00000  0.00000 -0.91196  0.00000  0.00000  0.00000 -0.88116
10   3   6  132000  20.9614 44:56:10 -3.74023600388E+05 -3.70397842329E+05  0.35614  0.39813  1.00000  0.00479 -0.00010  1.00000  1.00000  1.00000  1.00000  0.57007 -0.23718 -0.17158  0.00000 -0.94822 -0.90664  0.00000  0.00000  0.00000  0.00000 -0.88116
10   3   7  138053   9.4000 44:56:10 -3.71312289788E+05 -3.70245210656E+05  0.36068  0.40553  1.00000  0.00124  0.00097  1.00000  1.00000  1.00000  1.00000  0.45459 -0.24536 -0.19188  0.00000 -0.80781 -0.89414  0.00000  0.00000  0.00000  0.00000 -0.47348
10   3   7  168000  10.9541 46:56:10 -3.68880082471E+05 -3.66613996614E+05  0.59244  0.39496  0.34342  0.60206 -0.02059 -0.03513  1.00000  1.00000 -0.01946  0.44084 -0.87135 -0.17791 -0.25615 -0.90638 -0.91836 -0.83149  0.00000  0.00000 -0.85938 -0.47348
10   3   7  208000   9.8785 48:56:10 -3.68134950948E+05 -3.65868204050E+05  0.20551  0.36736  0.52486 -0.22159  1.00000  0.44688  1.00000  1.00000  1.00000  0.33236 -0.21839 -0.22298 -0.90638 -0.92037  0.00000 -0.64652  0.00000  0.00000  0.00000 -0.47348
10   3   8  240000  14.5833 50:56:10 -3.67369599253E+05 -3.63667285875E+05  0.22159  0.33308  1.00000  0.53120 -0.20141  1.00000  1.00000  0.35271  1.00000  0.34126 -0.25142 -0.17140  0.00000 -0.90638 -0.92504  0.00000  0.00000 -0.39381  0.00000 -0.47348
10   3   8  240730  15.5000 50:56:10 -3.67087660539E+05 -3.63667285875E+05  0.22159  0.33308 -0.20141  1.00000  1.00000  0.53120  0.35271  1.00000  1.00000  0.34126 -0.25142 -0.17140 -0.92504  0.00000  0.00000 -0.90638 -0.39381  0.00000  0.00000 -0.47348
10   3   8  276000   8.6258 52:56:10 -3.65095153739E+05 -3.61707683397E+05  0.45279  0.29086  0.20691  1.00000  0.51815 -0.23870  0.37699  1.00000  0.35693  1.00000 -0.67994 -0.19247 -0.27658  0.00000 -0.90638 -0.90158 -0.39850  0.00000 -0.55353  0.00000
10   3   8  312000   8.9031 54:56:10 -3.62910881328E+05 -3.60539098607E+05  0.44504  0.26623  0.19760  0.51133 -0.25636  1.00000  0.36817  1.00000  0.22102  0.31335 -0.67994 -0.21776 -0.26587 -0.90638 -0.88936  0.00000 -0.39850  0.00000 -0.21508 -0.47348
10   3   9  312957   4.7000 54:56:10 -3.63349995746E+05 -3.60539098607E+05  0.44504  0.26623  0.19760  0.51133 -0.25636  1.00000  0.36817  1.00000  0.22102  0.31335 -0.67994 -0.21776 -0.26587 -0.90638 -0.88936  0.00000 -0.39850  0.00000 -0.21508 -0.47348
10   3  10  338080   2.9000 55:56:10 -3.62284456858E+05 -3.60539098607E+05  0.50634  0.28842  0.20599  0.51799 -0.23581  1.00000  0.37678  1.00000  1.00000  0.35300 -0.87135 -0.21267 -0.25589 -0.90638 -0.90898  0.00000 -0.39850  0.00000  0.00000 -0.54669
10   3  11  346982   2.2000 55:56:10 -3.62520051364E+05 -3.60539098607E+05  0.38323  0.32118  0.20407  0.51899 -0.23676  0.37877  1.00000  1.00000  1.00000  0.46768 -0.43677 -0.21743 -0.28026 -0.90638 -0.90116 -0.33875  0.00000  0.00000  0.00000 -0.88116
10   3  11  348000   2.0207 56:56:10 -3.63027278255E+05 -3.60539098607E+05  0.38323  0.32118  0.20407  0.51899 -0.23676  0.37877  1.00000  1.00000  1.00000  0.46768 -0.43677 -0.21743 -0.28026 -0.90638 -0.90116 -0.33875  0.00000  0.00000  0.00000 -0.88116
10   3  12  374607   2.7000 57:56:10 -3.62167351041E+05 -3.60539098607E+05  0.38406  0.27289  0.21951  0.51964 -0.23616  0.37891  1.00000  1.00000  1.00000  0.32502 -0.43677 -0.21099 -0.28474 -0.90638 -0.89238 -0.39850  0.00000  0.00000  0.00000 -0.47348
10   3  12  388000   3.0371 58:56:10 -3.61794368013E+05 -3.60539098607E+05  0.38272  0.30105  0.21022  0.51860 -0.23448  1.00000  0.37756  1.00000  1.00000  0.32356 -0.43677 -0.19579 -0.29629 -0.90638 -0.90841  0.00000 -0.39850  0.00000  0.00000 -0.47348
10   3  13  400986   2.2000 58:56:10 -3.61886350669E+05 -3.60539098607E+05  0.38135  0.32657  0.20260  0.51753 -0.23723  1.00000  0.37618  1.00000  1.00000  0.32206 -0.43677 -0.21473 -0.27913 -0.90638 -0.90841  0.00000 -0.39850  0.00000  0.00000 -0.47348
10   3  14  415516   0.7000 59:56:10 -3.62022036155E+05 -3.60539098607E+05  0.38110  0.32461  0.20225  0.51733 -0.23734  0.38955  1.00000  1.00000  1.00000  0.32178 -0.43677 -0.21264 -0.28456 -0.90638 -0.90540 -0.36313  0.00000  0.00000  0.00000 -0.47348
10   3  14  436000   1.3612 00:57:10 -3.62023867678E+05 -3.60539098607E+05  0.36403  0.30279  0.18283  0.50402 -0.27163  1.00000  0.35872  0.49802  1.00000  0.30308 -0.43677 -0.21176 -0.28680 -0.90638 -0.90887  0.00000 -0.39850 -0.80969  0.00000 -0.47348
10   3  16  472000   1.6173 02:57:10 -3.62146834625E+05 -3.60539098607E+05  0.38108  0.32611  0.20116  0.51732 -0.24159  1.00000  0.38953  1.00000  1.00000  0.32176 -0.43677 -0.21592 -0.28067 -0.90638 -0.91580  0.00000 -0.36313  0.00000  0.00000 -0.47348
10   3  17  486293   1.6000 02:57:10 -3.62358105424E+05 -3.60539098607E+05  0.38191  0.31229  0.20591  0.51797 -0.23992  1.00000  0.39036  1.00000  1.00000  0.32267 -0.43677 -0.20507 -0.29266 -0.90638 -0.91580  0.00000 -0.36313  0.00000  0.00000 -0.47348
10   3  17  508000   1.2540 04:57:10 -3.61804176123E+05 -3.60539098607E+05  0.38053  0.33657  0.19788  0.51689 -0.24269  1.00000  0.38899  1.00000  1.00000  0.32115 -0.43677 -0.21874 -0.27503 -0.90638 -0.91580  0.00000 -0.36313  0.00000  0.00000 -0.47348
10   3  19  540232   1.7000 05:57:10 -3.61884981757E+05 -3.60539098607E+05  0.38142  0.32726  0.20271  0.51758 -0.24090  1.00000  0.37625  1.00000  1.00000  0.32213 -0.43677 -0.21777 -0.27825 -0.90638 -0.91580  0.00000 -0.39850  0.00000  0.00000 -0.47348
10   3  19  548000   1.2484 06:57:10 -3.61804176123E+05 -3.60539098607E+05  0.38142  0.32726  0.20271  0.51758 -0.24090  1.00000  0.37625  1.00000  1.00000  0.32213 -0.43677 -0.21777 -0.27825 -0.90638 -0.91580  0.00000 -0.39850  0.00000  0.00000 -0.47348
10   3  20  558503   0.8000 06:57:10 -3.61824600728E+05 -3.60539098607E+05  0.38113  0.33264  0.20118  0.51736 -0.24148  1.00000  0.37596  1.00000  1.00000  0.32182 -0.43677 -0.22075 -0.27524 -0.90638 -0.91580  0.00000 -0.39850  0.00000  0.00000 -0.47348
10   3  20  584000   0.9970 08:57:10 -3.61813807533E+05 -3.60539098607E+05  0.38199  0.31725  0.20586  0.51803 -0.23975  1.00000  0.37683  1.00000  1.00000  0.32276 -0.43677 -0.20932 -0.28600 -0.90638 -0.91580  0.00000 -0.39850  0.00000  0.00000 -0.47348
