K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   3   1       0   1.0000 32:21:10 -4.34564390071E+05 -4.34564390071E+05  0.03448 -0.00866  0.04612 -0.08223 -0.10726 -0.13925 -0.13045 -0.13060
4   3   1     100   2.9126 32:21:10 -4.33872921340E+05 -4.33872921340E+05  0.03448 -0.00866  0.04612 -0.08223 -0.10726 -0.13925 -0.13045 -0.13060
4   3   1     200  27.5862 32:21:10 -3.95257767187E+05 -3.95121750418E+05 -0.08223  0.04612 -0.00866  0.03448 -0.13060 -0.13045 -0.13925 -0.10726
4   3   1     400  23.0769 32:21:10 -3.71315187807E+05 -3.71315187807E+05 -0.08223  0.04612 -0.00866  0.03448 -0.13060 -0.13045 -0.13925 -0.10726
4   3   1     800  28.4472 33:21:10 -3.68261142080E+05 -3.67938551390E+05  0.04612 -0.08223 -0.00866  0.03448 -0.13045 -0.13060 -0.13925 -0.10726
4   3   1    1600  29.6573 33:21:10 -3.62163618090E+05 -3.59729537119E+05  0.04612 -0.08223 -0.00866  0.03448 -0.13045 -0.13060 -0.13925 -0.10726
4   3   1    3200  26.7395 33:21:10 -3.65736127652E+05 -3.57432767747E+05  0.37509  0.41629  0.03768  0.04096 -0.20642 -0.15029 -0.88423 -0.89451
4   3   1    6400  31.4754 33:21:10 -3.67831426961E+05 -3.57432767747E+05  0.39092  0.37677  0.04388  0.03526 -0.14714 -0.19392 -0.91838 -0.83456
4   3   2   12800  34.3319 33:21:10 -3.64765980627E+05 -3.54330873662E+05  0.28112  0.28519 -0.10263  0.30166 -0.17601 -0.19537 -0.88936 -0.16166
4   3   3   20000  25.0818 34:21:10 -3.59771515498E+05 -3.54330873662E+05  0.02949  0.37612  0.40267 -0.01320 -0.90288 -0.23624 -0.15878 -0.66037
4   3   4   25600  24.8391 34:21:10 -3.63557852631E+05 -3.54330873662E+05  0.27599  0.40245  0.27377 -0.11218 -0.21483 -0.20864 -0.15962 -0.88936
4   3   6   48000  17.7764 36:21:10 -3.57397832629E+05 -3.52730661088E+05  0.33857  0.29169 -0.10146  0.34494 -0.22907 -0.19952 -0.88936 -0.26768
4   3   6   51200  19.3007 36:21:10 -3.58572440504E+05 -3.52730661088E+05  0.32010  0.43456  0.30994 -0.08926 -0.17591 -0.55353 -0.24774 -0.88936
4   3   8   72000  17.0498 38:21:10 -3.57927367384E+05 -3.51555571886E+05  0.29033  0.35809 -0.09900  0.39935 -0.22334 -0.20279 -0.88936 -0.47348
4   3   9  100000   6.1619 40:21:10 -3.51359128820E+05 -3.50792654911E+05  0.28784  0.37035 -0.10213  0.39764 -0.21410 -0.22372 -0.88936 -0.47348
4   3   9  102400   6.4131 40:21:10 -3.51645650265E+05 -3.50792654911E+05  0.29152  0.37453 -0.10159  0.42816 -0.22500 -0.23301 -0.88936 -0.55353
4   3  11  128000   3.7887 42:21:10 -3.52309815933E+05 -3.50792654911E+05  0.28441  0.40361 -0.10704  0.39496 -0.22605 -0.24272 -0.88936 -0.47348
4   3  13  152000   2.1563 44:21:10 -3.50792654911E+05 -3.50792654911E+05  0.28737  0.38984 -0.10406  0.39658 -0.22850 -0.23283 -0.88936 -0.47348
4   3  14  160056   1.5000 44:21:10 -3.50924080610E+05 -3.50792654911E+05  0.28719  0.39537 -0.10486  0.39615 -0.23119 -0.23486 -0.88936 -0.47348
4   3  15  176248   1.5000 45:21:10 -3.51067820133E+05 -3.50792654911E+05  0.28355  0.40564 -0.10720  0.39487 -0.22677 -0.24196 -0.88936 -0.47348
4   3  15  180000   2.1693 46:21:10 -3.51436113535E+05 -3.50792654911E+05  0.28829  0.39240 -0.10416  0.39653 -0.23439 -0.22906 -0.88936 -0.47348
4   3  16  184324   1.1000 46:21:10 -3.50829472214E+05 -3.50792654911E+05  0.28342  0.40617 -0.10722  0.39485 -0.22758 -0.24042 -0.88936 -0.47348
4   3  17  204000   1.2622 48:21:10 -3.50961267330E+05 -3.50792654911E+05  0.28592  0.39841 -0.10561  0.39574 -0.22960 -0.23665 -0.88936 -0.47348
4   3 200  207776   0.0000 48:21:10 -3.50792654911E+05 -3.50792654911E+05  0.28801  0.39290 -0.10426  0.39647 -0.23343 -0.23149 -0.88936 -0.47348
