K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3  10   1       0   1.0000 23:20:10 -4.29398959249E+05 -4.29398959249E+05  0.04401  0.05124 -0.08954 -0.12848 -0.11072 -0.15460
3  10   1     100   4.8077 23:20:10 -4.24800435632E+05 -4.24800435632E+05  0.04401  0.05124 -0.08954 -0.12848 -0.11072 -0.15460
3  10   1     200  28.4314 23:20:10 -3.92986965807E+05 -3.92986965807E+05  0.05124 -0.08954  0.04401 -0.11072 -0.15460 -0.12848
3  10   1     400  24.7525 23:20:10 -3.61735789010E+05 -3.61735789010E+05  0.05124 -0.08954  0.04401 -0.11072 -0.15460 -0.12848
3  10   1     800  31.5920 23:20:10 -3.67208721917E+05 -3.61678709753E+05  0.05124 -0.08954  0.04401 -0.11072 -0.15460 -0.12848
3  10   1    1600  37.4065 23:20:10 -3.58530039016E+05 -3.58530039016E+05 -0.08954  0.04401  0.05124 -0.15460 -0.12848 -0.11072
3  10   1    3200  32.0537 23:20:10 -3.67615230720E+05 -3.56455424251E+05  0.31652  0.34688 -0.04303 -0.18153 -0.12362 -0.88936
3  10   2    6400  42.7721 24:20:10 -3.62417891364E+05 -3.56455424251E+05  0.32124  0.31581 -0.04015 -0.17043 -0.13462 -0.88936
3  10   3   12800  24.3664 24:20:10 -3.60431236742E+05 -3.56455424251E+05  0.32253  0.33784 -0.04046 -0.21032 -0.13187 -0.88936
3  10   4   20000  28.0992 25:20:10 -3.61106835156E+05 -3.54233042783E+05  0.34193  0.32723 -0.03991 -0.15298 -0.21524 -0.88936
3  10   5   25600  10.0543 25:20:10 -3.63915195071E+05 -3.54233042783E+05  0.38763 -0.00604  0.06592 -0.15158 -0.59924 -0.86642
3  10   6   36000  13.5536 27:20:10 -3.55709237614E+05 -3.53390143763E+05  0.32600  0.39195 -0.04336 -0.21964 -0.20754 -0.88936
3  10   7   51200  11.8419 28:20:10 -3.54330074317E+05 -3.52256164864E+05  0.39007  0.32723 -0.04290 -0.18733 -0.23457 -0.88936
3  10   8   56000   9.2540 29:20:10 -3.55094530782E+05 -3.51823853170E+05  0.32388  0.40007 -0.04421 -0.22486 -0.20192 -0.88936
3  10  10   76000   5.4586 31:20:10 -3.52522371292E+05 -3.51740150559E+05  0.32218  0.41320 -0.04582 -0.21880 -0.21799 -0.88936
3  10  12   96000   4.5276 33:20:10 -3.52054752991E+05 -3.51740150559E+05  0.32728  0.39902 -0.04357 -0.23054 -0.20674 -0.88936
3  10  13  102400   2.8030 33:20:10 -3.52013266980E+05 -3.51740150559E+05  0.32636  0.40384 -0.04411 -0.23198 -0.20832 -0.88936
3  10  14  108583   2.6000 34:20:10 -3.51924000128E+05 -3.51740150559E+05  0.32465  0.40845 -0.04477 -0.22915 -0.21050 -0.88936
3  10  14  112000   2.8110 35:20:10 -3.52506525265E+05 -3.51740150559E+05  0.32452  0.40758 -0.04477 -0.22814 -0.21031 -0.88936
3  10  15  116608   2.6000 35:20:10 -3.52210631667E+05 -3.51740150559E+05  0.32473  0.40525 -0.04460 -0.22702 -0.20810 -0.88936
3  10  17  134071   1.9000 36:20:10 -3.51839445981E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
3  10  17  136000   1.7717 37:20:10 -3.51843759767E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
3  10  19  151398   0.8000 38:20:10 -3.51875424004E+05 -3.51740150559E+05  0.32210  0.41318 -0.04580 -0.22502 -0.20778 -0.88936
3  10  19  156000   1.4565 39:20:10 -3.51740150559E+05 -3.51740150559E+05  0.32465  0.40845 -0.04477 -0.22915 -0.21050 -0.88936
3  10  20  160666   1.7000 39:20:10 -3.51740150559E+05 -3.51740150559E+05  0.32543  0.40653 -0.04447 -0.23084 -0.20954 -0.88936
3  10 200  167803   0.0000 40:20:10 -3.51740150559E+05 -3.51740150559E+05  0.32734  0.40223 -0.04380 -0.23399 -0.20782 -0.88936
