K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   4   1       0   1.0000 33:49:10 -4.48880839815E+05 -4.48880839815E+05 -0.02104 -0.18755  0.05510 -0.02920  0.13748  0.02326 -0.03632 -0.01196  0.03682 -0.13644 -0.11665 -0.05105 -0.13992 -0.10843 -0.11490 -0.12805 -0.13742 -0.19820
9   4   1     100   1.9802 33:49:10 -4.45102481953E+05 -4.45102481953E+05 -0.02104 -0.18755  0.05510 -0.02920  0.13748  0.02326 -0.03632 -0.01196  0.03682 -0.13644 -0.11665 -0.05105 -0.13992 -0.10843 -0.11490 -0.12805 -0.13742 -0.19820
9   4   1     200  36.8159 33:49:10 -4.17032037671E+05 -4.16933139640E+05 -0.01196  0.13748  0.02326 -0.18755  0.03682  0.05510 -0.02920 -0.02104 -0.03632 -0.13742 -0.10843 -0.11490 -0.11665 -0.19820 -0.05105 -0.13992 -0.13644 -0.12805
9   4   1     400  48.1297 33:49:10 -3.82889435761E+05 -3.82352974908E+05 -0.01196  0.02326 -0.03632 -0.18755  0.03682 -0.02104 -0.02920  0.13748  0.05510 -0.13742 -0.11490 -0.12805 -0.11665 -0.19820 -0.13644 -0.13992 -0.10843 -0.05105
9   4   1     800  40.3246 33:49:10 -3.77871537718E+05 -3.77070014095E+05 -0.01196  0.05510  0.03682 -0.02104  0.02326 -0.02920  0.13748 -0.03632 -0.18755 -0.13742 -0.05105 -0.19820 -0.13644 -0.11490 -0.13992 -0.10843 -0.12805 -0.11665
9   4   1    1600  42.1611 33:49:10 -3.78775838240E+05 -3.77070014095E+05  0.02326 -0.01196  0.05510  0.13748 -0.02920 -0.02104 -0.03632  0.03682 -0.18755 -0.11490 -0.13742 -0.05105 -0.10843 -0.13992 -0.13644 -0.12805 -0.19820 -0.11665
9   4   1    3200  41.6745 33:49:10 -3.80614581743E+05 -3.73259912679E+05  0.02326 -0.01196  0.03682 -0.02920 -0.02104  0.05510 -0.03632  0.13748 -0.18755 -0.11490 -0.13742 -0.19820 -0.13992 -0.13644 -0.05105 -0.12805 -0.10843 -0.11665
9   4   2    6400  42.5603 33:49:10 -3.81220317451E+05 -3.73259912679E+05 -0.03632  0.02326  0.03682 -0.02920  0.05510 -0.02104  0.13748 -0.01196 -0.18755 -0.12805 -0.11490 -0.19820 -0.13992 -0.05105 -0.13644 -0.10843 -0.13742 -0.11665
9   4   4   12800  32.7304 34:49:10 -3.83285005418E+05 -3.73259912679E+05  0.39825  0.38913  0.05732  1.00000  0.06541  0.06752  1.00000  1.00000  1.00000 -0.14691 -0.18363 -0.89193  0.00000 -0.84724 -0.87127  0.00000  0.00000  0.00000
9   4   4   28000  33.4101 35:49:10 -3.79083354273E+05 -3.73259912679E+05  1.00000  0.37485  1.00000  0.04422  0.04675  1.00000  1.00000  1.00000  0.39256  0.00000 -0.18100  0.00000 -0.87959 -0.94039  0.00000  0.00000  0.00000 -0.16677
9   4   6   72000  29.0278 37:49:10 -3.70573134021E+05 -3.67192162960E+05  0.28120  0.34125  1.00000 -0.10021  1.00000  1.00000  0.52518  1.00000  1.00000 -0.22187 -0.15580  0.00000 -0.89199  0.00000  0.00000 -0.88116  0.00000  0.00000
9   4   8  104000  25.8364 39:49:10 -3.72057269732E+05 -3.67192162960E+05  0.32202  0.26024 -0.14324  0.20891  1.00000  1.00000  0.50791  1.00000  1.00000 -0.18373 -0.23550 -0.88499 -0.03430  0.00000  0.00000 -0.88116  0.00000  0.00000
9   4   8  104462  25.8000 39:49:10 -3.70527308586E+05 -3.67192162960E+05  0.26024  0.32202 -0.14324  1.00000  0.20891  1.00000  0.50791  1.00000  1.00000 -0.23550 -0.18373 -0.88499  0.00000 -0.03430  0.00000 -0.88116  0.00000  0.00000
9   4   8  136000  21.7377 41:49:10 -3.71968258715E+05 -3.65806140324E+05  0.29678  0.33064 -0.09219  1.00000  1.00000  1.00000  1.00000  0.52857  1.00000 -0.24154 -0.17747 -0.88996  0.00000  0.00000  0.00000  0.00000 -0.88116  0.00000
9   4   9  149328  20.8000 41:49:10 -3.67659945415E+05 -3.64651338078E+05  0.25017  1.00000  0.54713 -0.16111  1.00000  1.00000  1.00000  0.29869  0.49882 -0.24276  0.00000 -0.90638 -0.88996  0.00000  0.00000  0.00000 -0.16789 -0.88116
9   4   9  168000  15.6615 43:49:10 -3.68610390847E+05 -3.64236706966E+05  0.30740  0.24435  0.54552 -0.16524  1.00000  1.00000  1.00000  0.38995  1.00000 -0.16511 -0.22468 -0.90638 -0.88996  0.00000  0.00000  0.00000 -0.54669  0.00000
