K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2  10   1       0   1.0000 19:18:10 -4.27786450952E+05 -4.27786450952E+05 -0.01041  0.00709 -0.11998 -0.13656
2  10   1     100   1.0000 19:18:10 -4.27763737465E+05 -4.27763737465E+05 -0.01041  0.00709 -0.11998 -0.13656
2  10   1     200  28.5000 19:18:10 -3.99674592781E+05 -3.99674592781E+05  0.00709 -0.01041 -0.13656 -0.11998
2  10   1     400  18.5000 19:18:10 -3.68619626980E+05 -3.68619626980E+05  0.00709 -0.01041 -0.13656 -0.11998
2  10   1     800   9.3750 19:18:10 -3.62334060158E+05 -3.62334060158E+05  0.00709 -0.01041 -0.13656 -0.11998
2  10   1    1600  11.3125 19:18:10 -3.79585106403E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
2  10   1    3200  29.4062 19:18:10 -4.11230216766E+05 -3.62334060158E+05  0.21388 -0.15694 -0.13903 -0.19284
2  10   4    6400  49.1684 19:18:10 -3.76593019325E+05 -3.62334060158E+05  0.11837 -0.10278 -0.16235 -0.11945
2  10   6   12800  14.1137 19:18:10 -3.86691120858E+05 -3.62334060158E+05  0.31392 -0.13003 -0.15188 -0.37416
2  10 200   21706   0.0000 19:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
