K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   8   1       0   1.0000 48:52:10 -4.43913472783E+05 -4.43913472783E+05  0.18332 -0.02707  0.05637  0.16272 -0.12882  0.07010 -0.25072 -0.03274  0.00524 -0.22804 -0.08349 -0.10882 -0.09574 -0.16932 -0.13409 -0.16712 -0.10211 -0.12676
9   8   1     100   3.8835 48:52:10 -4.43733081246E+05 -4.43576383493E+05  0.18332 -0.02707  0.05637  0.16272 -0.12882  0.00524 -0.25072 -0.03274  0.07010 -0.22804 -0.08349 -0.10882 -0.09574 -0.16932 -0.12676 -0.16712 -0.10211 -0.13409
9   8   1     200  32.5123 48:52:10 -4.16395731191E+05 -4.16395731191E+05  0.16272 -0.02707  0.18332  0.05637  0.00524 -0.03274 -0.25072  0.07010 -0.12882 -0.09574 -0.08349 -0.22804 -0.10882 -0.12676 -0.10211 -0.16712 -0.13409 -0.16932
9   8   1     400  45.1613 48:52:10 -3.91579422169E+05 -3.91347546330E+05  0.16272  0.00524  0.05637  0.18332 -0.02707  0.07010 -0.12882 -0.25072 -0.03274 -0.09574 -0.12676 -0.10882 -0.22804 -0.08349 -0.13409 -0.16932 -0.16712 -0.10211
9   8   1     800  40.2242 48:52:10 -3.80339220726E+05 -3.79267783254E+05  0.16272  0.00524 -0.25072 -0.03274  0.07010 -0.02707  0.18332 -0.12882  0.05637 -0.09574 -0.12676 -0.16712 -0.10211 -0.13409 -0.08349 -0.22804 -0.16932 -0.10882
9   8   1    1600  36.9931 48:52:10 -3.75223573903E+05 -3.74987316292E+05  0.16272  0.18332 -0.03274 -0.25072  0.00524  0.05637 -0.02707 -0.12882  0.07010 -0.09574 -0.22804 -0.10211 -0.16712 -0.12676 -0.10882 -0.08349 -0.16932 -0.13409
9   8   1    3200  37.2151 48:52:10 -3.76928873682E+05 -3.74682538627E+05 -0.03274  0.16272  0.07010  0.18332 -0.02707  0.05637  0.00524 -0.12882 -0.25072 -0.10211 -0.09574 -0.13409 -0.22804 -0.08349 -0.10882 -0.12676 -0.16932 -0.16712
9   8   1    6400  38.6538 49:52:10 -3.78870994687E+05 -3.72030186106E+05  0.16272  0.00524  0.18332  0.05637  0.07010 -0.12882 -0.03274 -0.02707 -0.25072 -0.09574 -0.12676 -0.22804 -0.10882 -0.13409 -0.16932 -0.10211 -0.08349 -0.16712
9   8   1   12800  39.4361 49:52:10 -3.73482413070E+05 -3.72030186106E+05  0.33301  0.42450  0.36782  0.35134 -0.04001  0.21556 -0.02553 -0.02533  0.55724 -0.19871 -0.19568 -0.19246 -0.22500 -0.81680 -0.07987 -0.85908 -0.91832 -0.88116
9   8   3   25600  38.4560 50:52:10 -3.82278564785E+05 -3.69864070200E+05  0.37558  0.40672  1.00000  0.04237  1.00000  1.00000  0.03798  1.00000  1.00000 -0.21322 -0.16278  0.00000 -0.84238  0.00000  0.00000 -0.90623  0.00000  0.00000
