K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   6   1       0   1.0000 19:36:10 -4.44427684103E+05 -4.44427684103E+05 -0.05806  0.08956  0.01278  0.08057 -0.06999 -0.06652 -0.01759 -0.11781 -0.10156 -0.12281 -0.09838 -0.15032 -0.12254 -0.15817
7   6   1     100   2.9412 19:36:10 -4.37048502931E+05 -4.37048502931E+05 -0.05806  0.08956  0.01278  0.08057 -0.06999 -0.06652 -0.01759 -0.11781 -0.10156 -0.12281 -0.09838 -0.15032 -0.12254 -0.15817
7   6   1     200  30.5419 19:36:10 -4.05030516146E+05 -4.05030516146E+05  0.08956 -0.06652  0.08057  0.01278 -0.05806 -0.01759 -0.06999 -0.10156 -0.12254 -0.09838 -0.12281 -0.11781 -0.15817 -0.15032
7   6   1     400  34.9876 19:36:10 -3.76643139712E+05 -3.76643139712E+05  0.08956  0.08057  0.01278 -0.01759 -0.06999 -0.05806 -0.06652 -0.10156 -0.09838 -0.12281 -0.15817 -0.15032 -0.11781 -0.12254
7   6   1     800  35.6164 19:36:10 -3.75812204720E+05 -3.71425060964E+05  0.01278  0.08057  0.08956 -0.01759 -0.06652 -0.05806 -0.06999 -0.12281 -0.09838 -0.10156 -0.15817 -0.12254 -0.11781 -0.15032
7   6   1    1600  36.1198 19:36:10 -3.69026427344E+05 -3.69026427344E+05  0.08956  0.08057  0.01278 -0.06652 -0.05806 -0.01759 -0.06999 -0.10156 -0.09838 -0.12281 -0.12254 -0.11781 -0.15817 -0.15032
7   6   1    3200  37.6210 19:36:10 -3.77935107834E+05 -3.67367882881E+05  0.08956  0.08057 -0.06652 -0.06999 -0.05806  0.01278 -0.01759 -0.10156 -0.09838 -0.12254 -0.15032 -0.11781 -0.12281 -0.15817
7   6   1    6400  37.2169 19:36:10 -3.69255945185E+05 -3.67187369677E+05  0.47157  0.39975  0.35982  0.01408  0.02174  0.01979  0.35353 -0.20585 -0.30168 -0.19536 -0.88850 -0.89834 -0.88348 -0.23790
7   6   1   12800  36.7258 19:36:10 -3.74030093134E+05 -3.66901364240E+05  0.36304  1.00000  0.00791  0.00278  1.00000  0.37079  0.43691 -0.17256  0.00000 -0.83848 -0.91856  0.00000 -0.22737 -0.34512
7   6   2   25600  35.7877 20:36:10 -3.71286260560E+05 -3.65348608555E+05  0.34383  0.35374  1.00000 -0.02588  0.33802 -0.03216  0.42101 -0.16014 -0.28509  0.00000 -0.91543 -0.25080 -0.86711 -0.35736
