K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   2   1       0   1.0000 32:18:10 -4.30992259367E+05 -4.30992259367E+05  0.02155  0.00383 -0.02452 -0.12430 -0.13161 -0.13490
3   2   1     100   1.0000 32:18:10 -4.26056291053E+05 -4.26056291053E+05  0.02155  0.00383 -0.02452 -0.12430 -0.13161 -0.13490
3   2   1     200  18.2266 32:18:10 -3.99992033765E+05 -3.99992033765E+05  0.02155  0.00383 -0.02452 -0.12430 -0.13161 -0.13490
3   2   1     400  20.0489 32:18:10 -3.80387131030E+05 -3.79437409035E+05  0.02155  0.00383 -0.02452 -0.12430 -0.13161 -0.13490
3   2   1     800  18.8249 32:18:10 -3.68321145044E+05 -3.68321145044E+05  0.02155 -0.02452  0.00383 -0.12430 -0.13490 -0.13161
3   2   1    1600  32.2796 32:18:10 -3.66755443021E+05 -3.64651782990E+05  0.00383  0.02155 -0.02452 -0.13161 -0.12430 -0.13490
3   2   1    3200  35.5624 32:18:10 -3.66340104187E+05 -3.59445065994E+05  0.30222  0.33710 -0.04126 -0.15541 -0.14808 -0.88936
3   2   2    6400  34.1426 32:18:10 -3.63362581895E+05 -3.54073696818E+05  0.36273  0.32691 -0.04122 -0.17193 -0.21803 -0.88936
3   2   3   12800  23.5294 33:18:10 -3.66102909481E+05 -3.54073696818E+05  0.38941  0.07032  0.07503 -0.14901 -0.87070 -0.92651
3   2   4   25600  22.6868 33:18:10 -3.57332597556E+05 -3.54073696818E+05  0.32138  0.36500 -0.04320 -0.19760 -0.16397 -0.88936
3   2   5   32000  19.6793 34:18:10 -3.58214364771E+05 -3.52627796412E+05  0.32272  0.34984 -0.04110 -0.20084 -0.15716 -0.88936
3   2   7   51200  13.7945 35:18:10 -3.56363160311E+05 -3.52397091448E+05  0.32297  0.38796 -0.04383 -0.21925 -0.17634 -0.88936
3   2   9   72000   6.4555 36:18:10 -3.52474182080E+05 -3.51743171258E+05  0.40133  0.32570 -0.04410 -0.21199 -0.22418 -0.88936
3   2  13  102400   3.8407 37:18:10 -3.52287159923E+05 -3.51740150559E+05  0.32329  0.41079 -0.04526 -0.22651 -0.21266 -0.88936
3   2  14  109899   2.9000 38:18:10 -3.51998681020E+05 -3.51740150559E+05  0.32199  0.41184 -0.04579 -0.22336 -0.20847 -0.88936
3   2  14  112000   3.1415 38:18:10 -3.52440744027E+05 -3.51740150559E+05  0.32608  0.40246 -0.04402 -0.23172 -0.20474 -0.88936
3   2  15  117946   1.8000 38:18:10 -3.51855338886E+05 -3.51740150559E+05  0.32657  0.40334 -0.04406 -0.23239 -0.20713 -0.88936
3   2  16  127357   2.2000 39:18:10 -3.52032516442E+05 -3.51740150559E+05  0.32623  0.40404 -0.04411 -0.23190 -0.20842 -0.88936
3   2  18  144000   0.5525 40:18:10 -3.51861218974E+05 -3.51740150559E+05  0.32557  0.40682 -0.04448 -0.23000 -0.21241 -0.88936
3   2  18  144638   1.4000 40:18:10 -3.51740150559E+05 -3.51740150559E+05  0.32557  0.40682 -0.04448 -0.23000 -0.21241 -0.88936
3   2  19  152567   1.2000 40:18:10 -3.51740150559E+05 -3.51740150559E+05  0.32528  0.40619 -0.04451 -0.23054 -0.20903 -0.88936
3   2  20  161944   1.0000 41:18:10 -3.51989502654E+05 -3.51740150559E+05  0.32448  0.40891 -0.04484 -0.22834 -0.21275 -0.88936
3   2  21  169799   1.5000 41:18:10 -3.52083432139E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
3   2  21  176000   1.1325 42:18:10 -3.51743171258E+05 -3.51740150559E+05  0.32734  0.40223 -0.04380 -0.23399 -0.20782 -0.88936
3   2  22  179079   1.0000 42:18:10 -3.51743171258E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
3   2 200  186139   0.0000 43:18:10 -3.51740150559E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
