K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5  10   1       0   1.0000 31:28:10 -4.33855543891E+05 -4.33855543891E+05 -0.08626  0.04412  0.15412 -0.00630 -0.09386 -0.13047 -0.10302 -0.14915 -0.13350 -0.14728
5  10   1     100   2.9126 31:28:10 -4.26390073134E+05 -4.26390073134E+05 -0.08626  0.04412  0.15412 -0.00630 -0.09386 -0.13047 -0.10302 -0.14915 -0.13350 -0.14728
5  10   1     200  33.0049 31:28:10 -4.08890603463E+05 -4.08528135798E+05 -0.08626  0.04412  0.15412 -0.09386 -0.00630 -0.13047 -0.10302 -0.14915 -0.14728 -0.13350
5  10   1     400  34.9876 31:28:10 -3.78760164760E+05 -3.78048133845E+05  0.15412  0.04412 -0.08626 -0.09386 -0.00630 -0.14915 -0.10302 -0.13047 -0.14728 -0.13350
5  10   1     800  41.9676 31:28:10 -3.80794147509E+05 -3.77905226305E+05  0.04412  0.15412 -0.09386 -0.00630 -0.08626 -0.10302 -0.14915 -0.14728 -0.13350 -0.13047
5  10   1    1600  39.9875 31:28:10 -3.65858538061E+05 -3.64348981819E+05  0.15412  0.04412 -0.00630 -0.09386 -0.08626 -0.14915 -0.10302 -0.13350 -0.14728 -0.13047
5  10   1    3200  33.5311 31:28:10 -3.61745686290E+05 -3.56599284045E+05  0.04412  0.15412 -0.00630 -0.09386 -0.08626 -0.10302 -0.14915 -0.13350 -0.14728 -0.13047
5  10   1    6400  31.8132 31:28:10 -3.68541947520E+05 -3.56599284045E+05  0.34339  0.46870  0.38745 -0.00899 -0.00278 -0.19984 -0.24981 -0.26576 -0.87793 -0.92061
5  10   2   12800  39.0704 32:28:10 -3.64542685982E+05 -3.56599284045E+05  0.29738  0.26255 -0.15630  0.25271  0.36583 -0.31501 -0.14715 -0.88936 -0.19884 -0.21638
5  10   3   25600  30.7374 32:28:10 -3.61396664703E+05 -3.56599284045E+05  0.28847  1.00000 -0.09735  0.30288  0.37553 -0.24287  0.00000 -0.88936 -0.14920 -0.30657
5  10   4   28000  27.9487 33:28:10 -3.59289384484E+05 -3.56599284045E+05  0.18113  0.26120 -0.14123  0.32835  0.50875 -0.09753 -0.21027 -0.88936 -0.19790 -0.88116
5  10   5   51200  26.2563 34:28:10 -3.61542188308E+05 -3.55689874644E+05  0.37609  0.31996 -0.10588  0.28112  1.00000 -0.20999 -0.21878 -0.88936 -0.21695  0.00000
