K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9  10   1       0   1.0000 27:54:10 -4.46936583481E+05 -4.46936583481E+05  0.07359 -0.11067  0.14613  0.08662 -0.05178 -0.04918  0.03394 -0.20678  0.08428 -0.05904 -0.14982 -0.12614 -0.10472 -0.09636 -0.05163 -0.18643 -0.19920 -0.18568
9  10   1     100   1.0000 27:54:10 -4.42026451692E+05 -4.42026451692E+05  0.07359 -0.11067  0.14613  0.08662 -0.05178  0.03394 -0.20678  0.08428 -0.04918 -0.05904 -0.14982 -0.12614 -0.10472 -0.09636 -0.18643 -0.19920 -0.18568 -0.05163
9  10   1     200  34.3284 27:54:10 -4.16850633635E+05 -4.16850633635E+05  0.08428  0.14613 -0.11067 -0.04918 -0.20678  0.03394  0.08662 -0.05178  0.07359 -0.18568 -0.12614 -0.14982 -0.05163 -0.19920 -0.18643 -0.10472 -0.09636 -0.05904
9  10   1     400  39.6509 27:54:10 -3.91356206736E+05 -3.91356206736E+05  0.08428  0.08662 -0.05178  0.03394 -0.04918 -0.20678 -0.11067  0.14613  0.07359 -0.18568 -0.10472 -0.09636 -0.18643 -0.05163 -0.19920 -0.14982 -0.12614 -0.05904
9  10   1     800  39.3258 27:54:10 -3.83118081293E+05 -3.80888399902E+05  0.08662  0.08428  0.14613  0.03394 -0.11067 -0.20678  0.07359 -0.04918 -0.05178 -0.10472 -0.18568 -0.12614 -0.18643 -0.14982 -0.19920 -0.05904 -0.05163 -0.09636
9  10   1    1600  42.6608 27:54:10 -3.78286726713E+05 -3.74963533890E+05  0.08428  0.08662 -0.20678 -0.04918  0.07359  0.03394  0.14613 -0.05178 -0.11067 -0.18568 -0.10472 -0.19920 -0.05163 -0.05904 -0.18643 -0.12614 -0.09636 -0.14982
9  10   1    3200  42.5180 27:54:10 -3.75655771726E+05 -3.73211654050E+05  0.08428  0.03394  0.08662  0.14613 -0.04918 -0.20678 -0.11067  0.07359 -0.05178 -0.18568 -0.18643 -0.10472 -0.12614 -0.05163 -0.19920 -0.14982 -0.05904 -0.09636
9  10   2    6400  41.8553 27:54:10 -3.82502540589E+05 -3.73211654050E+05  0.14613  0.03394 -0.04918 -0.20678 -0.05178  0.07359 -0.11067  0.08662  0.08428 -0.12614 -0.18643 -0.05163 -0.19920 -0.09636 -0.05904 -0.14982 -0.10472 -0.18568
9  10   3   12800  31.4975 27:54:10 -3.78456956740E+05 -3.70951381674E+05  0.34868  0.38046  0.00091  1.00000  1.00000  0.00558  1.00000  1.00000  0.56976 -0.17642 -0.18405 -0.87597  0.00000  0.00000 -0.93868  0.00000  0.00000 -0.86690
9  10   3   25600  26.8581 28:54:10 -3.74000515186E+05 -3.70951381674E+05  0.31998  0.31135 -0.08851  1.00000  1.00000  1.00000  1.00000  1.00000  0.53032 -0.19093 -0.23110 -0.89819  0.00000  0.00000  0.00000  0.00000  0.00000 -0.88116
9  10   3   36000  27.9562 29:54:10 -3.76911373866E+05 -3.70951381674E+05  0.33932  0.35704 -0.31939  1.00000  1.00000  1.00000  0.31089 -0.05373  1.00000 -0.13534 -0.22626 -0.08607  0.00000  0.00000  0.00000 -0.22081 -0.89965  0.00000
