 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   1   1       0   1.0000 13:55:10 -4.53108587056E+05 -4.53108587056E+05  0.04059 -0.05104 -0.15241  0.06931 -0.05362  0.04451 -0.05100  0.05200  0.02621  0.04119 -0.03294 -0.07139 -0.17307 -0.12528 -0.08518 -0.14169 -0.11434 -0.16893 -0.16295 -0.18911
10   1   1     100   1.0000 13:55:10 -4.50150982632E+05 -4.50150982632E+05  0.04059 -0.05104 -0.15241  0.06931 -0.05362  0.04451  0.04119  0.05200  0.02621 -0.05100 -0.03294 -0.07139 -0.17307 -0.12528 -0.08518 -0.14169 -0.18911 -0.16893 -0.16295 -0.11434
10   1   1     200  34.5000 13:55:10 -4.26061659692E+05 -4.25869544595E+05  0.05200 -0.05104  0.06931  0.04059  0.04119 -0.05362 -0.15241 -0.05100  0.04451  0.02621 -0.16893 -0.07139 -0.12528 -0.03294 -0.18911 -0.08518 -0.17307 -0.11434 -0.14169 -0.16295
10   1   1     400  46.5000 13:55:10 -3.86448387708E+05 -3.86448387708E+05  0.04059  0.06931 -0.05104  0.05200 -0.15241 -0.05362  0.04451  0.02621 -0.05100  0.04119 -0.03294 -0.12528 -0.07139 -0.16893 -0.17307 -0.08518 -0.14169 -0.16295 -0.11434 -0.18911
10   1   1     800  42.5000 13:55:10 -3.82134543935E+05 -3.80441433568E+05  0.04059  0.06931 -0.05104  0.04451  0.02621 -0.05362 -0.15241  0.04119 -0.05100  0.05200 -0.03294 -0.12528 -0.07139 -0.14169 -0.16295 -0.08518 -0.17307 -0.18911 -0.11434 -0.16893
10   1   1    1600  39.1250 13:55:10 -3.79944438775E+05 -3.77610948876E+05 -0.05104  0.05200  0.04119  0.04059 -0.05100 -0.15241  0.06931 -0.05362  0.04451  0.02621 -0.07139 -0.16893 -0.18911 -0.03294 -0.11434 -0.17307 -0.12528 -0.08518 -0.14169 -0.16295
10   1   1    3200  40.4688 13:55:10 -3.81971069860E+05 -3.75185182598E+05  0.06931  0.04451  0.04059 -0.05104 -0.05362 -0.15241 -0.05100  0.04119  0.02621  0.05200 -0.12528 -0.14169 -0.03294 -0.07139 -0.08518 -0.17307 -0.11434 -0.18911 -0.16295 -0.16893
10   1   2    6400  26.1637 14:55:10 -3.77725057165E+05 -3.70336732401E+05  0.06931  0.05200  0.04451  0.04119  0.04059 -0.05362 -0.15241 -0.05104 -0.05100  0.02621 -0.12528 -0.16893 -0.14169 -0.18911 -0.03294 -0.08518 -0.17307 -0.07139 -0.11434 -0.16295
10   1   2   12800  29.8343 14:55:10 -3.79142600163E+05 -3.70336732401E+05  0.38927  0.43787  0.46227  0.29508 -0.03487  0.32354 -0.03706  1.00000 -0.03191  0.31482  0.05066 -0.27373 -0.55353 -0.15464 -0.87444 -0.17683 -0.87968  0.00000 -0.95512 -0.24834
10   1   2   25600  31.2117 15:55:10 -3.80048281794E+05 -3.70336732401E+05  0.28950  0.30200  0.46546  1.00000 -0.10517 -0.11607  1.00000  0.39691  0.32633  0.52307 -0.24252 -0.22634 -0.25747  0.00000 -0.90448 -0.83753  0.00000 -0.29594 -0.20263 -0.88116
10   1   2   28000  31.2881 15:55:10 -3.78753843525E+05 -3.70336732401E+05  0.46546  0.39691  0.30200 -0.11607 -0.10517  0.32633  0.28950  1.00000  1.00000  0.52307 -0.25747 -0.29594 -0.22634 -0.83753 -0.90448 -0.20263 -0.24252  0.00000  0.00000 -0.88116
10   1   3   51200  28.0373 16:55:10 -3.77871613313E+05 -3.70336732401E+05  0.43391  0.48469  0.05986  1.00000  0.06136  0.05510  0.39538  1.00000  1.00000  0.05857 -0.18373 -0.47348 -0.93261  0.00000 -0.94106 -0.80902 -0.23468  0.00000  0.00000 -0.81697
10   1   4   68000  22.3964 17:55:10 -3.78403404127E+05 -3.70336732401E+05  0.46310  0.39120  0.05770  0.06467  0.06465  1.00000  1.00000  1.00000  1.00000  1.00000 -0.18379 -0.21151 -0.90714 -0.81694 -0.90760  0.00000  0.00000  0.00000  0.00000  0.00000
10   1   5  100000  23.8237 19:55:10 -3.76456541865E+05 -3.70336732401E+05  0.42240  0.38156  0.03313  0.04373  0.04516  1.00000  1.00000  1.00000  1.00000  0.47587 -0.18542 -0.22514 -0.90696 -0.81290 -0.93731  0.00000  0.00000  0.00000  0.00000 -0.47348
10   1   5  102400  23.9944 19:55:10 -3.74269008923E+05 -3.70336732401E+05  0.38158  0.42741  0.03292  0.04353  0.04496  1.00000  1.00000  1.00000  1.00000  0.47575 -0.22822 -0.19019 -0.90696 -0.81290 -0.93731  0.00000  0.00000  0.00000  0.00000 -0.47348
10   1   6  108597  20.1000 19:55:10 -3.71764374762E+05 -3.70336732401E+05  0.38158  0.42741  0.03292  0.04353  0.04496  1.00000  1.00000  1.00000  1.00000  0.47575 -0.22822 -0.19019 -0.90696 -0.81290 -0.93731  0.00000  0.00000  0.00000  0.00000 -0.47348
10   1   7  117845  14.7000 20:55:10 -3.72435825321E+05 -3.70336732401E+05  0.41272  0.39751  0.03645  0.04493  0.04441  1.00000  1.00000  1.00000  1.00000  0.47669 -0.19770 -0.23838 -0.86080 -0.87545 -0.90131  0.00000  0.00000  0.00000  0.00000 -0.47348
10   1   7  136000   8.2089 21:55:10 -3.70014062334E+05 -3.68693061302E+05  0.58245  0.43367  0.32138 -0.04981 -0.04893  1.00000  1.00000  1.00000  1.00000  0.42714 -0.87135 -0.24031 -0.22975 -0.89889 -0.80522  0.00000  0.00000  0.00000  0.00000 -0.47348
10   1   7  176000   9.5013 23:55:10 -3.64373186209E+05 -3.62285674173E+05  0.37796  0.31509  0.20243  0.51910  1.00000 -0.23620  1.00000  0.37821  1.00000  0.46780 -0.40848 -0.21197 -0.26497 -0.90638  0.00000 -0.91929  0.00000 -0.39850  0.00000 -0.88116
