K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   2   1       0   1.0000 00:25:10 -4.37892918835E+05 -4.37892918835E+05  0.05024 -0.09951 -0.00846  0.01417  0.03137 -0.18486 -0.07712 -0.12746 -0.12329 -0.13148
5   2   1     100   1.9608 00:25:10 -4.31041172830E+05 -4.31041172830E+05  0.05024 -0.09951 -0.00846  0.01417  0.03137 -0.18486 -0.07712 -0.12746 -0.12329 -0.13148
5   2   1     200  25.7426 00:25:10 -3.94842091876E+05 -3.94842091876E+05  0.05024 -0.09951 -0.00846  0.01417  0.03137 -0.18486 -0.07712 -0.12746 -0.12329 -0.13148
5   2   1     400  20.9360 00:25:10 -3.79432567903E+05 -3.79432567903E+05  0.05024  0.01417 -0.09951  0.03137 -0.00846 -0.18486 -0.12329 -0.07712 -0.13148 -0.12746
5   2   1     800  27.6202 00:25:10 -3.75542265823E+05 -3.71665858272E+05 -0.09951  0.05024  0.03137 -0.00846  0.01417 -0.07712 -0.18486 -0.13148 -0.12746 -0.12329
5   2   1    1600  35.9404 00:25:10 -3.64966886350E+05 -3.64758161166E+05  0.05024  0.01417 -0.00846 -0.09951  0.03137 -0.18486 -0.12329 -0.12746 -0.07712 -0.13148
5   2   1    3200  37.2470 00:25:10 -3.63686265301E+05 -3.63208500394E+05  0.05024  0.01417 -0.00846  0.03137 -0.09951 -0.18486 -0.12329 -0.12746 -0.13148 -0.07712
5   2   1    6400  35.8602 00:25:10 -3.67408161456E+05 -3.62081551326E+05  0.35061  0.29321 -0.00758  0.00292  0.42089 -0.20384 -0.10151 -0.90894 -0.88209 -0.19328
5   2   2   12800  25.4259 01:25:10 -3.64104572817E+05 -3.58069220131E+05  0.35111  0.42338  0.00089  0.00677  0.28188 -0.21760 -0.19188 -0.91208 -0.80356 -0.05628
5   2   3   25600  23.6432 01:25:10 -3.60163191427E+05 -3.56257474486E+05  0.26815  0.32762 -0.15118  0.25026  0.31130 -0.18825 -0.15986 -0.88936 -0.18318 -0.32958
