 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   2   1       0   1.0000 50:55:10 -4.48748535145E+05 -4.48748535145E+05 -0.12271  0.16738 -0.05157  0.05628  0.05959 -0.06631 -0.17401  0.15833  0.05883 -0.06069 -0.09154 -0.13376 -0.14156 -0.11599 -0.15395 -0.14385 -0.16811 -0.18182 -0.11444 -0.09424
10   2   1     100   1.0000 50:55:10 -4.43548972346E+05 -4.43548972346E+05  0.15833  0.16738 -0.05157  0.05628  0.05959 -0.06631 -0.17401  0.05883 -0.06069 -0.12271 -0.18182 -0.13376 -0.14156 -0.11599 -0.15395 -0.14385 -0.16811 -0.11444 -0.09424 -0.09154
10   2   1     200  34.0000 50:55:10 -4.22902314934E+05 -4.22902314934E+05  0.05628  0.05883 -0.05157 -0.06631  0.16738  0.15833 -0.12271  0.05959 -0.17401 -0.06069 -0.11599 -0.11444 -0.14156 -0.14385 -0.13376 -0.18182 -0.09154 -0.15395 -0.16811 -0.09424
10   2   1     400  47.0000 50:55:10 -3.91610252961E+05 -3.91610252961E+05  0.15833  0.05883  0.05628  0.16738 -0.17401  0.05959 -0.12271 -0.06631 -0.06069 -0.05157 -0.18182 -0.11444 -0.11599 -0.13376 -0.16811 -0.15395 -0.09154 -0.14385 -0.09424 -0.14156
10   2   1     800  40.2500 50:55:10 -3.80708465303E+05 -3.80125632947E+05  0.05628  0.16738  0.05883  0.05959  0.15833 -0.12271 -0.17401 -0.06631 -0.06069 -0.05157 -0.11599 -0.13376 -0.11444 -0.15395 -0.18182 -0.09154 -0.16811 -0.14385 -0.09424 -0.14156
10   2   1    1600  36.3750 50:55:10 -3.82808809286E+05 -3.77124600368E+05  0.16738  0.05628 -0.06631 -0.06069 -0.17401  0.15833 -0.12271 -0.05157  0.05883  0.05959 -0.13376 -0.11599 -0.14385 -0.09424 -0.16811 -0.18182 -0.09154 -0.14156 -0.11444 -0.15395
10   2   1    3200  37.5625 50:55:10 -3.80669566505E+05 -3.77124600368E+05  0.16738  0.05628 -0.12271 -0.05157  0.15833  0.05959 -0.06069 -0.17401 -0.06631  0.05883 -0.13376 -0.11599 -0.09154 -0.14156 -0.18182 -0.15395 -0.09424 -0.16811 -0.14385 -0.11444
10   2   1    6400  39.2344 51:55:10 -3.81315430003E+05 -3.72816359993E+05  0.05628  0.15833 -0.06069 -0.17401 -0.12271  0.16738  0.05883 -0.06631 -0.05157  0.05959 -0.11599 -0.18182 -0.09424 -0.16811 -0.09154 -0.13376 -0.11444 -0.14385 -0.14156 -0.15395
10   2   3   12800  23.3027 51:55:10 -3.81860608675E+05 -3.72816359993E+05  0.36182  0.32987  1.00000 -0.03344  1.00000 -0.03326  1.00000  0.24796  0.43366  1.00000 -0.17888 -0.21637  0.00000 -0.88101  0.00000 -0.91412  0.00000  0.12779 -0.47348  0.00000
10   2   3   25600  29.6474 52:55:10 -3.83547884970E+05 -3.71630457799E+05  0.44014  0.56525 -0.00730  1.00000  1.00000 -0.00976  0.34137  1.00000  1.00000  1.00000 -0.21415 -0.88116 -0.90909  0.00000  0.00000 -0.86138 -0.18222  0.00000  0.00000  0.00000
