K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   8   1       0   1.0000 52:19:10 -4.31920831560E+05 -4.31920831560E+05 -0.00846 -0.02079  0.02219 -0.10451 -0.16316 -0.11302
3   8   1     100   0.9901 52:19:10 -4.17607781387E+05 -4.17607781387E+05 -0.00846  0.02219 -0.02079 -0.10451 -0.11302 -0.16316
3   8   1     200  17.1569 52:19:10 -4.08861136867E+05 -4.08788198588E+05 -0.00846  0.02219 -0.02079 -0.10451 -0.11302 -0.16316
3   8   1     400  21.6749 52:19:10 -3.79889309598E+05 -3.79889309598E+05  0.02219 -0.00846 -0.02079 -0.11302 -0.10451 -0.16316
3   8   1     800  14.6603 52:19:10 -3.65474802100E+05 -3.64793354821E+05  0.02219 -0.02079 -0.00846 -0.11302 -0.16316 -0.10451
3   8   1    1600  23.8267 52:19:10 -3.66003795240E+05 -3.55987777736E+05  0.02219 -0.00846 -0.02079 -0.11302 -0.10451 -0.16316
3   8   1    3200  28.3262 53:19:10 -3.58205460277E+05 -3.55987777736E+05  0.32681  0.35642 -0.04082 -0.16747 -0.22785 -0.88936
3   8   2    6400  35.4442 53:19:10 -3.68238260631E+05 -3.55987777736E+05  0.32512  0.31813 -0.03956 -0.15882 -0.16198 -0.88936
3   8   3   12800  25.2162 53:19:10 -3.59352462444E+05 -3.55987777736E+05  0.31659  0.36731 -0.04407 -0.18227 -0.17908 -0.88936
3   8   5   25600  22.2940 53:19:10 -3.66228499441E+05 -3.55987777736E+05  0.38967  0.07511  0.06283 -0.14901 -0.91357 -0.79702
3   8   5   28000  22.5850 54:19:10 -3.62142192017E+05 -3.55917343824E+05  0.32566  0.33521 -0.04000 -0.21720 -0.13729 -0.88936
3   8   7   51200  18.9003 55:19:10 -3.57185867920E+05 -3.52721234962E+05  0.32496  0.37129 -0.04207 -0.22227 -0.16584 -0.88936
3   8   8   64000  13.6101 56:19:10 -3.54296845642E+05 -3.52547708652E+05  0.31799  0.39831 -0.04664 -0.19757 -0.19331 -0.88936
3   8  12  100000   5.0617 58:19:10 -3.52469409407E+05 -3.51740150559E+05  0.32125  0.41078 -0.04582 -0.22255 -0.20518 -0.88936
3   8  13  102400   3.6697 58:19:10 -3.53453726237E+05 -3.51740150559E+05  0.32703  0.39644 -0.04354 -0.22736 -0.20646 -0.88936
3   8  13  102849   3.6000 58:19:10 -3.53092363258E+05 -3.51740150559E+05  0.32703  0.39644 -0.04354 -0.22736 -0.20646 -0.88936
3   8  14  110960   1.7000 59:19:10 -3.52438818640E+05 -3.51740150559E+05  0.32398  0.40990 -0.04507 -0.22783 -0.21001 -0.88936
3   8  15  120435   3.7000 59:19:10 -3.51915090097E+05 -3.51740150559E+05  0.32448  0.40891 -0.04484 -0.22834 -0.21275 -0.88936
3   8  15  124000   2.6918 00:20:10 -3.52335353143E+05 -3.51740150559E+05  0.32547  0.40514 -0.04437 -0.22960 -0.20904 -0.88936
3   8  16  128434   2.3000 00:20:10 -3.51964919317E+05 -3.51740150559E+05  0.32164  0.41230 -0.04588 -0.22215 -0.20576 -0.88936
3   8  17  137885   1.8000 00:20:10 -3.51903140160E+05 -3.51740150559E+05  0.32625  0.40283 -0.04404 -0.23169 -0.20624 -0.88936
3   8  18  145797   2.7000 01:20:10 -3.51861218974E+05 -3.51740150559E+05  0.32581  0.40574 -0.04440 -0.23032 -0.21013 -0.88936
3   8  19  156000   1.4012 02:20:10 -3.51915090097E+05 -3.51740150559E+05  0.32448  0.40891 -0.04484 -0.22834 -0.21275 -0.88936
3   8  20  162956   0.8000 02:20:10 -3.51740150559E+05 -3.51740150559E+05  0.32403  0.40949 -0.04510 -0.22668 -0.21192 -0.88936
3   8  21  172222   0.6000 03:20:10 -3.51743171258E+05 -3.51740150559E+05  0.32557  0.40682 -0.04448 -0.23000 -0.21241 -0.88936
3   8  22  184000   1.1739 04:20:10 -3.51743171258E+05 -3.51740150559E+05  0.32557  0.40682 -0.04448 -0.23000 -0.21241 -0.88936
3   8  23  189287   1.1000 04:20:10 -3.51825112991E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
3   8 200  196315   0.0000 05:20:10 -3.51740150559E+05 -3.51740150559E+05  0.32656  0.40458 -0.04413 -0.23261 -0.20937 -0.88936
