K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   8   1       0   1.0000 06:32:10 -4.36655082133E+05 -4.36655082133E+05  0.02125  0.09511 -0.19958 -0.07245  0.08965  0.08354 -0.07647 -0.10440 -0.16875 -0.13559 -0.15908 -0.14924
6   8   1     100   2.9126 06:32:10 -4.33862850293E+05 -4.33862850293E+05  0.02125  0.09511 -0.19958 -0.07245  0.08965  0.08354 -0.07647 -0.10440 -0.16875 -0.13559 -0.15908 -0.14924
6   8   1     200  30.8824 06:32:10 -3.94082891469E+05 -3.93654931136E+05  0.08965  0.08354  0.09511 -0.07245 -0.19958  0.02125 -0.15908 -0.14924 -0.10440 -0.13559 -0.16875 -0.07647
6   8   1     400  39.1089 06:32:10 -3.73676985109E+05 -3.73537022723E+05  0.08354  0.08965 -0.19958 -0.07245  0.02125  0.09511 -0.14924 -0.15908 -0.16875 -0.13559 -0.07647 -0.10440
6   8   1     800  32.3383 06:32:10 -3.66794650225E+05 -3.66794650225E+05  0.08354  0.09511  0.08965 -0.07245 -0.19958  0.02125 -0.14924 -0.10440 -0.15908 -0.13559 -0.16875 -0.07647
6   8   1    1600  27.5561 06:32:10 -3.63406006891E+05 -3.61568019945E+05  0.08354  0.09511  0.08965 -0.07245 -0.19958  0.02125 -0.14924 -0.10440 -0.15908 -0.13559 -0.16875 -0.07647
6   8   1    3200  28.7141 06:32:10 -3.69856721682E+05 -3.61568019945E+05  0.08965  0.08354  0.09511  0.02125 -0.19958 -0.07245 -0.15908 -0.14924 -0.10440 -0.07647 -0.16875 -0.13559
6   8   1    6400  30.7776 06:32:10 -3.72052331516E+05 -3.61568019945E+05  0.32205  0.33487  0.44476 -0.03963  0.46025 -0.03212 -0.19369 -0.18989 -0.23317 -0.91929 -0.55353 -0.70914
6   8   1   12800  33.0444 06:32:10 -3.64577121076E+05 -3.61568019945E+05  0.34744  0.33620  0.33056 -0.03098 -0.03656  0.43529 -0.18633 -0.18897 -0.11220 -0.89136 -0.88576 -0.47348
6   8   3   25600  26.7857 07:32:10 -3.71270404368E+05 -3.60357508275E+05  0.32749 -0.02984 -0.03464  0.43503  0.31817  0.40320 -0.16968 -0.95814 -0.86533 -0.47348 -0.22711 -0.19196
6   8   3   36000  23.6318 08:32:10 -3.64991738068E+05 -3.60357508275E+05  0.27576  0.34013 -0.10319  1.00000  1.00000  0.52530 -0.17245 -0.21116 -0.88753  0.00000  0.00000 -0.88116
6   8   5   51200  25.1124 09:32:10 -3.65977481226E+05 -3.59568486377E+05  0.34112  0.52693 -0.09896  0.29326  1.00000  1.00000 -0.21649 -0.88116 -0.89780 -0.20442  0.00000  0.00000
6   8   6   68000  23.1760 10:32:10 -3.61131779194E+05 -3.59344250316E+05  0.27020  0.29147 -0.14775  1.00000  0.50590  0.41509 -0.21768 -0.19674 -0.90158  0.00000 -0.88116 -0.56734
6   8   7   92000  23.1907 12:32:10 -3.62151619667E+05 -3.57420463271E+05  0.34030  0.29252 -0.09550  1.00000  1.00000  0.43124 -0.19195 -0.21515 -0.91929  0.00000  0.00000 -0.55353
6   8   8  102400  12.9353 12:32:10 -3.62137383908E+05 -3.57420463271E+05  0.28591  0.36559  1.00000 -0.10348  1.00000  0.52496 -0.21917 -0.21153  0.00000 -0.90158  0.00000 -0.88116
6   8   8  103134  20.9000 12:32:10 -3.60899671128E+05 -3.57420463271E+05  0.28591  0.36559 -0.10348  1.00000  1.00000  0.52496 -0.21917 -0.21153 -0.90158  0.00000  0.00000 -0.88116
6   8   9  123655   9.6000 14:32:10 -3.58332910633E+05 -3.57402158223E+05  0.29413  0.35406 -0.09792  1.00000  1.00000  0.42677 -0.23814 -0.19542 -0.88936  0.00000  0.00000 -0.54669
